"","samples","group","cell type","cellular proportions"
"1592","MSSM_RNA_PFC_57","SCZ","Exc",0.479006232887728
"1593","MSSM_RNA_PFC_57","SCZ","Inh",0.112445570477979
"1594","MSSM_RNA_PFC_57","SCZ","Micro",0.0215722220367558
"1595","MSSM_RNA_PFC_57","SCZ","Oligo",0.202923123295556
"1596","MSSM_RNA_PFC_57","SCZ","OPC",0.0323690494846512
"1597","MSSM_RNA_PFC_58","SCZ","Astro",0.133459747458279
"1598","MSSM_RNA_PFC_58","SCZ","Exc",0.621365492155326
"1599","MSSM_RNA_PFC_58","SCZ","Inh",0.153079776125018
"1600","MSSM_RNA_PFC_58","SCZ","Micro",0.00695315389080558
"1601","MSSM_RNA_PFC_58","SCZ","Oligo",0.0468305496367997
"1602","MSSM_RNA_PFC_58","SCZ","OPC",0.0383112807337716
"1603","MSSM_RNA_PFC_59","SCZ","Astro",0.127677679226032
"1604","MSSM_RNA_PFC_59","SCZ","Exc",0.5743533452732
"1605","MSSM_RNA_PFC_59","SCZ","Inh",0.145030542888992
"1606","MSSM_RNA_PFC_59","SCZ","Micro",0.0183533382701741
"1607","MSSM_RNA_PFC_59","SCZ","Oligo",0.087890298432108
"1608","MSSM_RNA_PFC_59","SCZ","OPC",0.0466947959094934
"1609","MSSM_RNA_PFC_6","Control","Astro",0.106799418489234
"1610","MSSM_RNA_PFC_6","Control","Exc",0.602334254291759
"1611","MSSM_RNA_PFC_6","Control","Inh",0.116800437023873
"1612","MSSM_RNA_PFC_6","Control","Micro",0.0188547098742228
"1613","MSSM_RNA_PFC_6","Control","Oligo",0.125065087962445
"1614","MSSM_RNA_PFC_6","Control","OPC",0.0301460923584669
"1615","MSSM_RNA_PFC_61","SCZ","Astro",0.13999237710254
"1616","MSSM_RNA_PFC_61","SCZ","Exc",0.624406849637923
"1617","MSSM_RNA_PFC_61","SCZ","Inh",0.125283027669103
"1618","MSSM_RNA_PFC_61","SCZ","Micro",0.0142837066519582
"1619","MSSM_RNA_PFC_61","SCZ","Oligo",0.0640863402507999
"1620","MSSM_RNA_PFC_61","SCZ","OPC",0.0319476986876765
"1621","MSSM_RNA_PFC_62","Control","Astro",0.107432606061415
"1622","MSSM_RNA_PFC_62","Control","Exc",0.69199545292432
"1623","MSSM_RNA_PFC_62","Control","Inh",0.0840481418409102
"1624","MSSM_RNA_PFC_62","Control","Micro",0.0236908819216547
"1625","MSSM_RNA_PFC_62","Control","Oligo",0.0707576329874216
"1626","MSSM_RNA_PFC_62","Control","OPC",0.0220752842642788
"1627","MSSM_RNA_PFC_63","Control","Astro",0.225046099805791
"1628","MSSM_RNA_PFC_63","Control","Exc",0.510145462777188
"1629","MSSM_RNA_PFC_63","Control","Inh",0.046505740693209
"1630","MSSM_RNA_PFC_63","Control","Micro",0.0267978125996795
"1631","MSSM_RNA_PFC_63","Control","Oligo",0.133766723321263
"1632","MSSM_RNA_PFC_63","Control","OPC",0.0577381608028701
"1633","MSSM_RNA_PFC_64","SCZ","Astro",0.233971141594467
"1634","MSSM_RNA_PFC_64","SCZ","Exc",0.433193296614176
"1635","MSSM_RNA_PFC_64","SCZ","Inh",0.0635320288059816
"1636","MSSM_RNA_PFC_64","SCZ","Micro",0.051221345673138
"1637","MSSM_RNA_PFC_64","SCZ","Oligo",0.138251698499706
"1638","MSSM_RNA_PFC_64","SCZ","OPC",0.0798304888125315
"1639","MSSM_RNA_PFC_65","SCZ","Astro",0.159914426131508
"1640","MSSM_RNA_PFC_65","SCZ","Exc",0.445092574765828
"1641","MSSM_RNA_PFC_65","SCZ","Inh",0.0852365297969313
"1642","MSSM_RNA_PFC_65","SCZ","Micro",0.0316549623791342
"1643","MSSM_RNA_PFC_65","SCZ","Oligo",0.221349629957494
"1644","MSSM_RNA_PFC_65","SCZ","OPC",0.0567518769691042
"1645","MSSM_RNA_PFC_66","SCZ","Astro",0.125225806392546
"1646","MSSM_RNA_PFC_66","SCZ","Exc",0.597951810577036
"1647","MSSM_RNA_PFC_66","SCZ","Inh",0.0746281848428502
"1648","MSSM_RNA_PFC_66","SCZ","Micro",0.0230568794181771
"1649","MSSM_RNA_PFC_66","SCZ","Oligo",0.147488324116527
"1650","MSSM_RNA_PFC_66","SCZ","OPC",0.0316489946528637
"1651","MSSM_RNA_PFC_67","SCZ","Astro",0.19058928041603
"1652","MSSM_RNA_PFC_67","SCZ","Exc",0.448929230320993
"1653","MSSM_RNA_PFC_67","SCZ","Inh",0.0776304408424582
"1654","MSSM_RNA_PFC_67","SCZ","Micro",0.0125209995588557
"1655","MSSM_RNA_PFC_67","SCZ","Oligo",0.198407226964505
"1656","MSSM_RNA_PFC_67","SCZ","OPC",0.0719228218971586
"1657","MSSM_RNA_PFC_68","Control","Astro",0.118469582227921
"1658","MSSM_RNA_PFC_68","Control","Exc",0.644145972513628
"1659","MSSM_RNA_PFC_68","Control","Inh",0.117298185216635
"1660","MSSM_RNA_PFC_68","Control","Micro",0.00538451367512313
"1661","MSSM_RNA_PFC_68","Control","Oligo",0.04554197570777
"1662","MSSM_RNA_PFC_68","Control","OPC",0.0691597706589232
"1663","MSSM_RNA_PFC_69","SCZ","Astro",0.176199079292677
"1664","MSSM_RNA_PFC_69","SCZ","Exc",0.527476093788752
"1665","MSSM_RNA_PFC_69","SCZ","Inh",0.0808047202755849
"1666","MSSM_RNA_PFC_69","SCZ","Micro",0.0221790964141655
"1667","MSSM_RNA_PFC_69","SCZ","Oligo",0.11310819210798
"1668","MSSM_RNA_PFC_69","SCZ","OPC",0.0802328181208405
"1669","MSSM_RNA_PFC_7","Control","Astro",0.17032917928942
"1670","MSSM_RNA_PFC_7","Control","Exc",0.581626315791515
"1671","MSSM_RNA_PFC_7","Control","Inh",0.136204081333311
"1672","MSSM_RNA_PFC_7","Control","Micro",0.017054323349046
"1673","MSSM_RNA_PFC_7","Control","Oligo",0.0533861144377977
"1674","MSSM_RNA_PFC_7","Control","OPC",0.0413999857989104
"1675","MSSM_RNA_PFC_79","Control","Astro",0.16124128800267
"1676","MSSM_RNA_PFC_79","Control","Exc",0.45889411119727
"1677","MSSM_RNA_PFC_79","Control","Inh",0.0778394239516761
"1678","MSSM_RNA_PFC_79","Control","Micro",0.0278496401386464
"1679","MSSM_RNA_PFC_79","Control","Oligo",0.215327212508932
"1680","MSSM_RNA_PFC_79","Control","OPC",0.0588483242008042
"1681","MSSM_RNA_PFC_8","Control","Astro",0.148016812835338
"1682","MSSM_RNA_PFC_8","Control","Exc",0.54720760879187
"1683","MSSM_RNA_PFC_8","Control","Inh",0.115874834594179
"1684","MSSM_RNA_PFC_8","Control","Micro",0.0346314115761782
"1685","MSSM_RNA_PFC_8","Control","Oligo",0.10482774327149
"1686","MSSM_RNA_PFC_8","Control","OPC",0.0494415889309441
"1687","MSSM_RNA_PFC_80","SCZ","Astro",0.148922859471742
"1688","MSSM_RNA_PFC_80","SCZ","Exc",0.660237721821178
"1689","MSSM_RNA_PFC_80","SCZ","Inh",0.117224154766658
"1690","MSSM_RNA_PFC_80","SCZ","Micro",0.00810420634080791
"1691","MSSM_RNA_PFC_80","SCZ","Oligo",0.0222048692446672
"1692","MSSM_RNA_PFC_80","SCZ","OPC",0.0433061883549474
"1693","MSSM_RNA_PFC_81","SCZ","Astro",0.138736356465831
"1694","MSSM_RNA_PFC_81","SCZ","Exc",0.552104840883193
"1695","MSSM_RNA_PFC_81","SCZ","Inh",0.16608678172531
"1696","MSSM_RNA_PFC_81","SCZ","Micro",0.0151816340387902
"1697","MSSM_RNA_PFC_81","SCZ","Oligo",0.0720076632069026
"1698","MSSM_RNA_PFC_81","SCZ","OPC",0.0558827236799731
"1699","MSSM_RNA_PFC_82","SCZ","Astro",0.233530569710879
"1700","MSSM_RNA_PFC_82","SCZ","Exc",0.43126235938193
"1701","MSSM_RNA_PFC_82","SCZ","Inh",0.0593294363004878
"1702","MSSM_RNA_PFC_82","SCZ","Micro",0.00513215406130581
"1703","MSSM_RNA_PFC_82","SCZ","Oligo",0.164670040943222
"1704","MSSM_RNA_PFC_82","SCZ","OPC",0.106075439602175
"1705","MSSM_RNA_PFC_83","Control","Astro",0.14516339196266
"1706","MSSM_RNA_PFC_83","Control","Exc",0.354550229606097
"1707","MSSM_RNA_PFC_83","Control","Inh",0.0503657422302273
"1708","MSSM_RNA_PFC_83","Control","Micro",0.0816117691285747
"1709","MSSM_RNA_PFC_83","Control","Oligo",0.308037767355578
"1710","MSSM_RNA_PFC_83","Control","OPC",0.0602710997168625
"1711","MSSM_RNA_PFC_84","Control","Astro",0.174394206546611
"1712","MSSM_RNA_PFC_84","Control","Exc",0.58764042334414
"1713","MSSM_RNA_PFC_84","Control","Inh",0.069678464800606
"1714","MSSM_RNA_PFC_84","Control","Micro",0.0216219151439827
"1715","MSSM_RNA_PFC_84","Control","Oligo",0.103953426202215
"1716","MSSM_RNA_PFC_84","Control","OPC",0.0427115639624453
"1717","MSSM_RNA_PFC_86","Control","Astro",0.100523636146143
"1718","MSSM_RNA_PFC_86","Control","Exc",0.607517242419118
"1719","MSSM_RNA_PFC_86","Control","Inh",0.0612439441931791
"1720","MSSM_RNA_PFC_86","Control","Micro",0.0144373672870969
"1721","MSSM_RNA_PFC_86","Control","Oligo",0.190757057631385
"1722","MSSM_RNA_PFC_86","Control","OPC",0.0255207523230776
"1723","MSSM_RNA_PFC_87","Control","Astro",0.212120129414464
"1724","MSSM_RNA_PFC_87","Control","Exc",0.485382211855218
"1725","MSSM_RNA_PFC_87","Control","Inh",0.0407952515548857
"1726","MSSM_RNA_PFC_87","Control","Micro",0.0324444400861157
"1727","MSSM_RNA_PFC_87","Control","Oligo",0.155374518367396
"1728","MSSM_RNA_PFC_87","Control","OPC",0.0738834487219208
"1729","MSSM_RNA_PFC_89","Control","Astro",0.415815523789805
"1730","MSSM_RNA_PFC_89","Control","Exc",0.381217589979886
"1731","MSSM_RNA_PFC_89","Control","Inh",0.0276162118975737
"1732","MSSM_RNA_PFC_89","Control","Micro",0.0127522909364197
"1733","MSSM_RNA_PFC_89","Control","Oligo",0.0594019368676782
"1734","MSSM_RNA_PFC_89","Control","OPC",0.103196446528638
"1735","MSSM_RNA_PFC_9","Control","Astro",0.13247581985792
"1736","MSSM_RNA_PFC_9","Control","Exc",0.626098383103501
"1737","MSSM_RNA_PFC_9","Control","Inh",0.118737867252447
"1738","MSSM_RNA_PFC_9","Control","Micro",0.020369703422168
"1739","MSSM_RNA_PFC_9","Control","Oligo",0.0731383611050413
"1740","MSSM_RNA_PFC_9","Control","OPC",0.0291798652589229
"1741","MSSM_RNA_PFC_91","SCZ","Astro",0.112996028166245
"1742","MSSM_RNA_PFC_91","SCZ","Exc",0.588148358136391
"1743","MSSM_RNA_PFC_91","SCZ","Inh",0.117114667150996
"1744","MSSM_RNA_PFC_91","SCZ","Micro",0.014147277942461
"1745","MSSM_RNA_PFC_91","SCZ","Oligo",0.132910319153435
"1746","MSSM_RNA_PFC_91","SCZ","OPC",0.0346833494504709
"1747","MSSM_RNA_PFC_92","SCZ","Astro",0.11871084662838
"1748","MSSM_RNA_PFC_92","SCZ","Exc",0.531710426579606
"1749","MSSM_RNA_PFC_92","SCZ","Inh",0.102852878846328
"1750","MSSM_RNA_PFC_92","SCZ","Micro",0.0182351098029289
"1751","MSSM_RNA_PFC_92","SCZ","Oligo",0.167475326481953
"1752","MSSM_RNA_PFC_92","SCZ","OPC",0.0610154116608043
"1753","MSSM_RNA_PFC_95","Control","Astro",0.163614985981735
"1754","MSSM_RNA_PFC_95","Control","Exc",0.625385264000778
"1755","MSSM_RNA_PFC_95","Control","Inh",0.068309233517372
"1756","MSSM_RNA_PFC_95","Control","Micro",0.042034515466713
"1757","MSSM_RNA_PFC_95","Control","Oligo",0.0538324932554869
"1758","MSSM_RNA_PFC_95","Control","OPC",0.0468235077779153
"1759","MSSM_RNA_PFC_96","SCZ","Astro",0.212625530018997
"1760","MSSM_RNA_PFC_96","SCZ","Exc",0.481719546548892
"1761","MSSM_RNA_PFC_96","SCZ","Inh",0.114975838730349
"1762","MSSM_RNA_PFC_96","SCZ","Micro",0.0281383381130173
"1763","MSSM_RNA_PFC_96","SCZ","Oligo",0.0579707162454537
"1764","MSSM_RNA_PFC_96","SCZ","OPC",0.104570030343291
"1765","MSSM_RNA_PFC_97","SCZ","Astro",0.114742581513096
"1766","MSSM_RNA_PFC_97","SCZ","Exc",0.642701421854906
"1767","MSSM_RNA_PFC_97","SCZ","Inh",0.0919935910619524
"1768","MSSM_RNA_PFC_97","SCZ","Micro",0.0269375729255546
"1769","MSSM_RNA_PFC_97","SCZ","Oligo",0.0851392507939858
"1770","MSSM_RNA_PFC_97","SCZ","OPC",0.0384855818505049
"1771","MSSM_RNA_PFC_98","SCZ","Astro",0.108149550495451
"1772","MSSM_RNA_PFC_98","SCZ","Exc",0.644714313844049
"1773","MSSM_RNA_PFC_98","SCZ","Inh",0.111611424674024
"1774","MSSM_RNA_PFC_98","SCZ","Micro",0.0184776700220597
"1775","MSSM_RNA_PFC_98","SCZ","Oligo",0.0847896035338809
"1776","MSSM_RNA_PFC_98","SCZ","OPC",0.0322574374305359
"1777","MSSM_RNA_PFC_99","SCZ","Astro",0.150700947676195
"1778","MSSM_RNA_PFC_99","SCZ","Exc",0.583847514754748
"1779","MSSM_RNA_PFC_99","SCZ","Inh",0.149825055542073
"1780","MSSM_RNA_PFC_99","SCZ","Micro",0.0219664858095873
"1781","MSSM_RNA_PFC_99","SCZ","Oligo",0.044610301095665
"1782","MSSM_RNA_PFC_99","SCZ","OPC",0.0490496951217312
"1783","PENN_RNA_PFC_1","Control","Astro",0.189248444874117
"1784","PENN_RNA_PFC_1","Control","Exc",0.606940038434994
"1785","PENN_RNA_PFC_1","Control","Inh",0.0637477402054045
"1786","PENN_RNA_PFC_1","Control","Micro",0.00684488651264812
"1787","PENN_RNA_PFC_1","Control","Oligo",0.0886310638801268
"1788","PENN_RNA_PFC_1","Control","OPC",0.0445878260927092
"1789","PENN_RNA_PFC_2","Control","Astro",0.120607823795994
"1790","PENN_RNA_PFC_2","Control","Exc",0.703432419377999
"1791","PENN_RNA_PFC_2","Control","Inh",0.0746144577394946
"1792","PENN_RNA_PFC_2","Control","Micro",0.0179815942499523
"1793","PENN_RNA_PFC_2","Control","Oligo",0.0683098936673142
"1794","PENN_RNA_PFC_2","Control","OPC",0.0150538111692459
"1795","PENN_RNA_PFC_3","Control","Astro",0.0910761562088412
"1796","PENN_RNA_PFC_3","Control","Exc",0.736889844676289
"1797","PENN_RNA_PFC_3","Control","Inh",0.0500341324938019
"1798","PENN_RNA_PFC_3","Control","Micro",0.00983230217546891
"1799","PENN_RNA_PFC_3","Control","Oligo",0.0937830652664227
"1800","PENN_RNA_PFC_3","Control","OPC",0.0183844991791762
"1801","PENN_RNA_PFC_4","Control","Astro",0.143486943695543
"1802","PENN_RNA_PFC_4","Control","Exc",0.638446565019475
"1803","PENN_RNA_PFC_4","Control","Inh",0.0812071861831389
"1804","PENN_RNA_PFC_4","Control","Micro",0.0248329654857061
"1805","PENN_RNA_PFC_4","Control","Oligo",0.0799124608669879
"1806","PENN_RNA_PFC_4","Control","OPC",0.0321138787491488
"1807","PENN_RNA_PFC_5","Control","Astro",0.256435007076029
"1808","PENN_RNA_PFC_5","Control","Exc",0.466328973868732
"1809","PENN_RNA_PFC_5","Control","Inh",0.0302741349843542
"1810","PENN_RNA_PFC_5","Control","Micro",0.0412976174834471
"1811","PENN_RNA_PFC_5","Control","Oligo",0.111265991975078
"1812","PENN_RNA_PFC_5","Control","OPC",0.09439827461236
"1813","PENN_RNA_PFC_6","Control","Astro",0.154004465755396
"1814","PENN_RNA_PFC_6","Control","Exc",0.62234791380956
"1815","PENN_RNA_PFC_6","Control","Inh",0.0359952982061914
"1816","PENN_RNA_PFC_6","Control","Micro",0.0407427294477446
"1817","PENN_RNA_PFC_6","Control","Oligo",0.10555612653142
"1818","PENN_RNA_PFC_6","Control","OPC",0.0413534662496876
"1819","PENN_RNA_PFC_7","Control","Astro",0.172826741164795
"1820","PENN_RNA_PFC_7","Control","Exc",0.608667829075362
"1821","PENN_RNA_PFC_7","Control","Inh",0.0896605213881806
"1822","PENN_RNA_PFC_7","Control","Micro",0.0107853948803285
"1823","PENN_RNA_PFC_7","Control","Oligo",0.0709458994378712
"1824","PENN_RNA_PFC_7","Control","OPC",0.0471136140534624
"1825","PENN_RNA_PFC_8","Control","Astro",0.0850587890794794
"1826","PENN_RNA_PFC_8","Control","Exc",0.731268664237531
"1827","PENN_RNA_PFC_8","Control","Inh",0.0740192844606559
"1828","PENN_RNA_PFC_8","Control","Micro",0.0365437949000992
"1829","PENN_RNA_PFC_8","Control","Oligo",0.054206533059115
"1830","PENN_RNA_PFC_8","Control","OPC",0.0189029342631192
"1831","PENN_RNA_PFC_9","Control","Astro",0.134287353442479
"1832","PENN_RNA_PFC_9","Control","Exc",0.621939157537621
"1833","PENN_RNA_PFC_9","Control","Inh",0.106315589219003
"1834","PENN_RNA_PFC_9","Control","Micro",0.0318153061433934
"1835","PENN_RNA_PFC_9","Control","Oligo",0.0769560814808122
"1836","PENN_RNA_PFC_9","Control","OPC",0.0286865121766915
"1837","PENN_RNA_PFC_10","Control","Astro",0.136188604901876
"1838","PENN_RNA_PFC_10","Control","Exc",0.582826663168951
"1839","PENN_RNA_PFC_10","Control","Inh",0.102976592268137
"1840","PENN_RNA_PFC_10","Control","Micro",0.0254778000682328
"1841","PENN_RNA_PFC_10","Control","Oligo",0.116020580301701
"1842","PENN_RNA_PFC_10","Control","OPC",0.0365097592911029
"1843","PENN_RNA_PFC_11","Control","Astro",0.0991149302459064
"1844","PENN_RNA_PFC_11","Control","Exc",0.684824417048479
"1845","PENN_RNA_PFC_11","Control","Inh",0.112560042629182
"1846","PENN_RNA_PFC_11","Control","Micro",0.0290201282002013
"1847","PENN_RNA_PFC_11","Control","Oligo",0.0546348620315585
"1848","PENN_RNA_PFC_11","Control","OPC",0.019845619844673
"1849","PENN_RNA_PFC_12","Control","Astro",0.131309033185931
"1850","PENN_RNA_PFC_12","Control","Exc",0.679498212152117
"1851","PENN_RNA_PFC_12","Control","Inh",0.0902369269559534
"1852","PENN_RNA_PFC_12","Control","Micro",0.0102926220976607
"1853","PENN_RNA_PFC_12","Control","Oligo",0.0593844771467384
"1854","PENN_RNA_PFC_12","Control","OPC",0.0292787284615995
"1855","PENN_RNA_PFC_14","Control","Astro",0.287829239851195
"1856","PENN_RNA_PFC_14","Control","Exc",0.436296498519646
"1857","PENN_RNA_PFC_14","Control","Inh",0.0232652179403151
"1858","PENN_RNA_PFC_14","Control","Micro",0.0461013374785617
"1859","PENN_RNA_PFC_14","Control","Oligo",0.158348880234639
"1860","PENN_RNA_PFC_14","Control","OPC",0.0481588259756432
"1861","PENN_RNA_PFC_16","Control","Astro",0.147379276931714
"1862","PENN_RNA_PFC_16","Control","Exc",0.636766386101864
"1863","PENN_RNA_PFC_16","Control","Inh",0.10617994853874
"1864","PENN_RNA_PFC_16","Control","Micro",0.00731571774343249
"1865","PENN_RNA_PFC_16","Control","Oligo",0.064122097067089
"1866","PENN_RNA_PFC_16","Control","OPC",0.0382365736171608
"1867","PENN_RNA_PFC_17","Control","Astro",0.125626206072746
"1868","PENN_RNA_PFC_17","Control","Exc",0.572406623902886
"1869","PENN_RNA_PFC_17","Control","Inh",0.0713201886513669
"1870","PENN_RNA_PFC_17","Control","Micro",0.0302853491365642
"1871","PENN_RNA_PFC_17","Control","Oligo",0.176881830189
"1872","PENN_RNA_PFC_17","Control","OPC",0.023479802047437
"1873","PENN_RNA_PFC_18","Control","Astro",0.1369759652156
"1874","PENN_RNA_PFC_18","Control","Exc",0.56250148752827
"1875","PENN_RNA_PFC_18","Control","Inh",0.103038624196879
"1876","PENN_RNA_PFC_18","Control","Micro",0.0215974022666523
"1877","PENN_RNA_PFC_18","Control","Oligo",0.131716036122305
"1878","PENN_RNA_PFC_18","Control","OPC",0.0441704846702931
"1879","PENN_RNA_PFC_19","Control","Astro",0.0911311327290855
"1880","PENN_RNA_PFC_19","Control","Exc",0.710377352250529
"1881","PENN_RNA_PFC_19","Control","Inh",0.0430143237035764
"1882","PENN_RNA_PFC_19","Control","Micro",0.0227351264957186
"1883","PENN_RNA_PFC_19","Control","Oligo",0.115469993240295
"1884","PENN_RNA_PFC_19","Control","OPC",0.0172720715807952
"1885","PENN_RNA_PFC_20","Control","Astro",0.133278617804544
"1886","PENN_RNA_PFC_20","Control","Exc",0.565103669007718
"1887","PENN_RNA_PFC_20","Control","Inh",0.090125022598721
"1888","PENN_RNA_PFC_20","Control","Micro",0.0182009143480398
"1889","PENN_RNA_PFC_20","Control","Oligo",0.168031761124219
"1890","PENN_RNA_PFC_20","Control","OPC",0.0252600151167586
"1891","PENN_RNA_PFC_21","Control","Astro",0.12927316316912
"1892","PENN_RNA_PFC_21","Control","Exc",0.654186618319742
"1893","PENN_RNA_PFC_21","Control","Inh",0.0652997990804221
"1894","PENN_RNA_PFC_21","Control","Micro",0.0209284117657055
"1895","PENN_RNA_PFC_21","Control","Oligo",0.10796191906986
"1896","PENN_RNA_PFC_21","Control","OPC",0.0223500885951505
"1897","PENN_RNA_PFC_22","Control","Astro",0.12836595820295
"1898","PENN_RNA_PFC_22","Control","Exc",0.593165102146109
"1899","PENN_RNA_PFC_22","Control","Inh",0.103858039071896
"1900","PENN_RNA_PFC_22","Control","Micro",0.034092896746043
"1901","PENN_RNA_PFC_22","Control","Oligo",0.104510128724607
"1902","PENN_RNA_PFC_22","Control","OPC",0.0360078751083953
"1903","PENN_RNA_PFC_23","Control","Astro",0.106471337703164
"1904","PENN_RNA_PFC_23","Control","Exc",0.656234561222539
"1905","PENN_RNA_PFC_23","Control","Inh",0.0950047407772081
"1906","PENN_RNA_PFC_23","Control","Micro",0.0111915969066607
"1907","PENN_RNA_PFC_23","Control","Oligo",0.107950321261781
"1908","PENN_RNA_PFC_23","Control","OPC",0.0231474421286473
"1909","PENN_RNA_PFC_24","Control","Astro",0.13398065138527
"1910","PENN_RNA_PFC_24","Control","Exc",0.592344256396887
"1911","PENN_RNA_PFC_24","Control","Inh",0.128859514670992
"1912","PENN_RNA_PFC_24","Control","Micro",0.0126524776624489
"1913","PENN_RNA_PFC_24","Control","Oligo",0.0789568950903426
"1914","PENN_RNA_PFC_24","Control","OPC",0.0532062047940598
"1915","PENN_RNA_PFC_25","Control","Astro",0.166513676909128
"1916","PENN_RNA_PFC_25","Control","Exc",0.541504208148368
"1917","PENN_RNA_PFC_25","Control","Inh",0.0866777337926725
"1918","PENN_RNA_PFC_25","Control","Micro",0.0223892760474066
"1919","PENN_RNA_PFC_25","Control","Oligo",0.116129604834299
"1920","PENN_RNA_PFC_25","Control","OPC",0.0667855002681254
"1921","PENN_RNA_PFC_26","Control","Astro",0.149975335274769
"1922","PENN_RNA_PFC_26","Control","Exc",0.594857011452486
"1923","PENN_RNA_PFC_26","Control","Inh",0.129274822227785
"1924","PENN_RNA_PFC_26","Control","Micro",0.0190822370380079
"1925","PENN_RNA_PFC_26","Control","Oligo",0.0658422658170403
"1926","PENN_RNA_PFC_26","Control","OPC",0.0409683281899111
"1927","PENN_RNA_PFC_27","Control","Astro",0.114639460499753
"1928","PENN_RNA_PFC_27","Control","Exc",0.711719439140154
"1929","PENN_RNA_PFC_27","Control","Inh",0.0754494736433867
"1930","PENN_RNA_PFC_27","Control","Micro",0.0170554120825396
"1931","PENN_RNA_PFC_27","Control","Oligo",0.0553406111883962
"1932","PENN_RNA_PFC_27","Control","OPC",0.0257956034457703
"1933","PENN_RNA_PFC_28","Control","Astro",0.123187158936412
"1934","PENN_RNA_PFC_28","Control","Exc",0.636498073654182
"1935","PENN_RNA_PFC_28","Control","Inh",0.0694544886971483
"1936","PENN_RNA_PFC_28","Control","Micro",0.0214363671131664
"1937","PENN_RNA_PFC_28","Control","Oligo",0.0969385682747542
"1938","PENN_RNA_PFC_28","Control","OPC",0.0524853433243372
"1939","PENN_RNA_PFC_31","Control","Astro",0.16690998798018
"1940","PENN_RNA_PFC_31","Control","Exc",0.584278542402567
"1941","PENN_RNA_PFC_31","Control","Inh",0.0543739094686305
"1942","PENN_RNA_PFC_31","Control","Micro",0.0220021013404259
"1943","PENN_RNA_PFC_31","Control","Oligo",0.0874440060280419
"1944","PENN_RNA_PFC_31","Control","OPC",0.0849914527801544
"1945","PENN_RNA_PFC_32","Control","Astro",0.127382129226725
"1946","PENN_RNA_PFC_32","Control","Exc",0.613353392266253
"1947","PENN_RNA_PFC_32","Control","Inh",0.11299389811001
"1948","PENN_RNA_PFC_32","Control","Micro",0.0330199299064753
"1949","PENN_RNA_PFC_32","Control","Oligo",0.0817264267719069
"1950","PENN_RNA_PFC_32","Control","OPC",0.0315242237186302
"1951","PENN_RNA_PFC_33","SCZ","Astro",0.117772324439945
"1952","PENN_RNA_PFC_33","SCZ","Exc",0.652188737904227
"1953","PENN_RNA_PFC_33","SCZ","Inh",0.115362691808358
"1954","PENN_RNA_PFC_33","SCZ","Micro",0.0173836002517626
"1955","PENN_RNA_PFC_33","SCZ","Oligo",0.0551063333732483
"1956","PENN_RNA_PFC_33","SCZ","OPC",0.0421863122224589
"1957","PENN_RNA_PFC_34","SCZ","Astro",0.139516534857552
"1958","PENN_RNA_PFC_34","SCZ","Exc",0.681298433453521
"1959","PENN_RNA_PFC_34","SCZ","Inh",0.0813819908892609
"1960","PENN_RNA_PFC_34","SCZ","Micro",0.012291434388664
"1961","PENN_RNA_PFC_34","SCZ","Oligo",0.0625448591447807
"1962","PENN_RNA_PFC_34","SCZ","OPC",0.0229667472662213
"1963","PENN_RNA_PFC_35","SCZ","Astro",0.22422441197236
"1964","PENN_RNA_PFC_35","SCZ","Exc",0.526825904786164
"1965","PENN_RNA_PFC_35","SCZ","Inh",0.0402755601135957
"1966","PENN_RNA_PFC_35","SCZ","Micro",0.0276094211299381
"1967","PENN_RNA_PFC_35","SCZ","Oligo",0.11217730857275
"1968","PENN_RNA_PFC_35","SCZ","OPC",0.068887393425192
"1969","PENN_RNA_PFC_37","SCZ","Astro",0.112485806845526
"1970","PENN_RNA_PFC_37","SCZ","Exc",0.712048130707185
"1971","PENN_RNA_PFC_37","SCZ","Inh",0.107850502204402
"1972","PENN_RNA_PFC_37","SCZ","Micro",0.0124191412656945
"1973","PENN_RNA_PFC_37","SCZ","Oligo",0.0356721114243799
"1974","PENN_RNA_PFC_37","SCZ","OPC",0.019524307552813
"1975","PENN_RNA_PFC_38","SCZ","Astro",0.282432533334429
"1976","PENN_RNA_PFC_38","SCZ","Exc",0.440184318381592
"1977","PENN_RNA_PFC_38","SCZ","Inh",0.0381502541072346
"1978","PENN_RNA_PFC_38","SCZ","Micro",0.0347190091680197
"1979","PENN_RNA_PFC_38","SCZ","Oligo",0.106803797918864
"1980","PENN_RNA_PFC_38","SCZ","OPC",0.0977100870898599
"1981","PENN_RNA_PFC_39","SCZ","Astro",0.179379501202389
"1982","PENN_RNA_PFC_39","SCZ","Exc",0.599611662357932
"1983","PENN_RNA_PFC_39","SCZ","Inh",0.0856335427215602
"1984","PENN_RNA_PFC_39","SCZ","Micro",0.0459501475130062
"1985","PENN_RNA_PFC_39","SCZ","Oligo",0.0411106095730531
"1986","PENN_RNA_PFC_39","SCZ","OPC",0.0483145366320592
"1987","PENN_RNA_PFC_40","SCZ","Astro",0.109079176761189
"1988","PENN_RNA_PFC_40","SCZ","Exc",0.653020165606552
"1989","PENN_RNA_PFC_40","SCZ","Inh",0.0774147067204998
"1990","PENN_RNA_PFC_40","SCZ","Micro",0.0221003204728039
"1991","PENN_RNA_PFC_40","SCZ","Oligo",0.117589173114353
"1992","PENN_RNA_PFC_40","SCZ","OPC",0.0207964573246018
