"","samples","group","cell type","cellular proportions"
"781","MSSM_RNA_PFC_255","SCZ","Astro",0.0960439097676023
"782","MSSM_RNA_PFC_255","SCZ","Exc",0.614615590220852
"783","MSSM_RNA_PFC_255","SCZ","Inh",0.139793552835261
"784","MSSM_RNA_PFC_255","SCZ","Micro",0.0125538675801727
"785","MSSM_RNA_PFC_255","SCZ","Oligo",0.0939098844139641
"786","MSSM_RNA_PFC_255","SCZ","OPC",0.0430831951821483
"787","MSSM_RNA_PFC_256","SCZ","Astro",0.232266557010449
"788","MSSM_RNA_PFC_256","SCZ","Exc",0.497025588007541
"789","MSSM_RNA_PFC_256","SCZ","Inh",0.0600207735129071
"790","MSSM_RNA_PFC_256","SCZ","Micro",0.00985887252021501
"791","MSSM_RNA_PFC_256","SCZ","Oligo",0.129338495427886
"792","MSSM_RNA_PFC_256","SCZ","OPC",0.0714897135210021
"793","MSSM_RNA_PFC_257","SCZ","Astro",0.204558745140553
"794","MSSM_RNA_PFC_257","SCZ","Exc",0.467208283337061
"795","MSSM_RNA_PFC_257","SCZ","Inh",0.0882302632155905
"796","MSSM_RNA_PFC_257","SCZ","Micro",0.0340128988800573
"797","MSSM_RNA_PFC_257","SCZ","Oligo",0.119012490985055
"798","MSSM_RNA_PFC_257","SCZ","OPC",0.0869773184416825
"799","MSSM_RNA_PFC_258","SCZ","Astro",0.203091928311179
"800","MSSM_RNA_PFC_258","SCZ","Exc",0.521012450446706
"801","MSSM_RNA_PFC_258","SCZ","Inh",0.063889233036739
"802","MSSM_RNA_PFC_258","SCZ","Micro",0.015896757081696
"803","MSSM_RNA_PFC_258","SCZ","Oligo",0.136147447962398
"804","MSSM_RNA_PFC_258","SCZ","OPC",0.0599621831612816
"805","MSSM_RNA_PFC_26","Control","Astro",0.124090443476358
"806","MSSM_RNA_PFC_26","Control","Exc",0.596767090228438
"807","MSSM_RNA_PFC_26","Control","Inh",0.0971086047162
"808","MSSM_RNA_PFC_26","Control","Micro",0.0184922644117235
"809","MSSM_RNA_PFC_26","Control","Oligo",0.126130204970158
"810","MSSM_RNA_PFC_26","Control","OPC",0.0374113921971221
"811","MSSM_RNA_PFC_304","SCZ","Astro",0.357675130792416
"812","MSSM_RNA_PFC_304","SCZ","Exc",0.334374331153874
"813","MSSM_RNA_PFC_304","SCZ","Inh",0.0478510963000275
"814","MSSM_RNA_PFC_304","SCZ","Micro",0.0277179714836341
"815","MSSM_RNA_PFC_304","SCZ","Oligo",0.141607376213093
"816","MSSM_RNA_PFC_304","SCZ","OPC",0.0907740940569554
"817","MSSM_RNA_PFC_261","SCZ","Astro",0.137226688444183
"818","MSSM_RNA_PFC_261","SCZ","Exc",0.597049961690959
"819","MSSM_RNA_PFC_261","SCZ","Inh",0.107576267951411
"820","MSSM_RNA_PFC_261","SCZ","Micro",0.013663061887555
"821","MSSM_RNA_PFC_261","SCZ","Oligo",0.0996157279401582
"822","MSSM_RNA_PFC_261","SCZ","OPC",0.0448682920857333
"823","MSSM_RNA_PFC_262","Control","Astro",0.167694544101079
"824","MSSM_RNA_PFC_262","Control","Exc",0.531552517307265
"825","MSSM_RNA_PFC_262","Control","Inh",0.0764603600290604
"826","MSSM_RNA_PFC_262","Control","Micro",0.009399832467806
"827","MSSM_RNA_PFC_262","Control","Oligo",0.150670900617213
"828","MSSM_RNA_PFC_262","Control","OPC",0.0642218454775773
"829","MSSM_RNA_PFC_264","Control","Astro",0.190222594869285
"830","MSSM_RNA_PFC_264","Control","Exc",0.465222353103629
"831","MSSM_RNA_PFC_264","Control","Inh",0.0734766232766529
"832","MSSM_RNA_PFC_264","Control","Micro",0.0377397167081251
"833","MSSM_RNA_PFC_264","Control","Oligo",0.181866057588792
"834","MSSM_RNA_PFC_264","Control","OPC",0.051472654453517
"835","MSSM_RNA_PFC_265","SCZ","Astro",0.137734667563302
"836","MSSM_RNA_PFC_265","SCZ","Exc",0.528810225561594
"837","MSSM_RNA_PFC_265","SCZ","Inh",0.150117027092948
"838","MSSM_RNA_PFC_265","SCZ","Micro",0.0296616538576179
"839","MSSM_RNA_PFC_265","SCZ","Oligo",0.108522259867378
"840","MSSM_RNA_PFC_265","SCZ","OPC",0.0451541660571589
"841","MSSM_RNA_PFC_266","SCZ","Astro",0.153720787212398
"842","MSSM_RNA_PFC_266","SCZ","Exc",0.567271698270247
"843","MSSM_RNA_PFC_266","SCZ","Inh",0.103980199434055
"844","MSSM_RNA_PFC_266","SCZ","Micro",0.0052151961053871
"845","MSSM_RNA_PFC_266","SCZ","Oligo",0.108564688476913
"846","MSSM_RNA_PFC_266","SCZ","OPC",0.0612474305009987
"847","MSSM_RNA_PFC_268","SCZ","Astro",0.155751434816864
"848","MSSM_RNA_PFC_268","SCZ","Exc",0.527408973098511
"849","MSSM_RNA_PFC_268","SCZ","Inh",0.0994259452698305
"850","MSSM_RNA_PFC_268","SCZ","Micro",0.0154187023294208
"851","MSSM_RNA_PFC_268","SCZ","Oligo",0.144687549094685
"852","MSSM_RNA_PFC_268","SCZ","OPC",0.0573073953906878
"853","MSSM_RNA_PFC_270","Control","Astro",0.342162894201165
"854","MSSM_RNA_PFC_270","Control","Exc",0.324973413097116
"855","MSSM_RNA_PFC_270","Control","Inh",0.0567131908832634
"856","MSSM_RNA_PFC_270","Control","Micro",0.066562576958525
"857","MSSM_RNA_PFC_270","Control","Oligo",0.0906398545542616
"858","MSSM_RNA_PFC_270","Control","OPC",0.118948070305669
"859","MSSM_RNA_PFC_271","SCZ","Astro",0.184466101678968
"860","MSSM_RNA_PFC_271","SCZ","Exc",0.437420684517363
"861","MSSM_RNA_PFC_271","SCZ","Inh",0.0928803430150975
"862","MSSM_RNA_PFC_271","SCZ","Micro",0.0118193196063985
"863","MSSM_RNA_PFC_271","SCZ","Oligo",0.168749464184544
"864","MSSM_RNA_PFC_271","SCZ","OPC",0.104664086997629
"865","MSSM_RNA_PFC_272","Control","Astro",0.230846271078467
"866","MSSM_RNA_PFC_272","Control","Exc",0.441986890810461
"867","MSSM_RNA_PFC_272","Control","Inh",0.039661829861447
"868","MSSM_RNA_PFC_272","Control","Micro",0.0355803977834002
"869","MSSM_RNA_PFC_272","Control","Oligo",0.173216937289659
"870","MSSM_RNA_PFC_272","Control","OPC",0.0787076731765656
"871","MSSM_RNA_PFC_273","SCZ","Astro",0.158132638145598
"872","MSSM_RNA_PFC_273","SCZ","Exc",0.590846539957101
"873","MSSM_RNA_PFC_273","SCZ","Inh",0.12925487368926
"874","MSSM_RNA_PFC_273","SCZ","Micro",0.0106654127943987
"875","MSSM_RNA_PFC_273","SCZ","Oligo",0.0545158066047673
"876","MSSM_RNA_PFC_273","SCZ","OPC",0.0565847288088741
"877","MSSM_RNA_PFC_274","Control","Astro",0.173091852896886
"878","MSSM_RNA_PFC_274","Control","Exc",0.492124715616258
"879","MSSM_RNA_PFC_274","Control","Inh",0.0739225886214261
"880","MSSM_RNA_PFC_274","Control","Micro",0.0330702229047822
"881","MSSM_RNA_PFC_274","Control","Oligo",0.162052538768497
"882","MSSM_RNA_PFC_274","Control","OPC",0.0657380811921504
"883","MSSM_RNA_PFC_276","Control","Astro",0.156952379376088
"884","MSSM_RNA_PFC_276","Control","Exc",0.564700382397456
"885","MSSM_RNA_PFC_276","Control","Inh",0.0413867215109796
"886","MSSM_RNA_PFC_276","Control","Micro",0.031386601003923
"887","MSSM_RNA_PFC_276","Control","Oligo",0.16130157758795
"888","MSSM_RNA_PFC_276","Control","OPC",0.0442723381236041
"889","MSSM_RNA_PFC_277","SCZ","Astro",0.160998944066433
"890","MSSM_RNA_PFC_277","SCZ","Exc",0.555243413521017
"891","MSSM_RNA_PFC_277","SCZ","Inh",0.145584219854474
"892","MSSM_RNA_PFC_277","SCZ","Micro",0.014403299429065
"893","MSSM_RNA_PFC_277","SCZ","Oligo",0.0660114578558228
"894","MSSM_RNA_PFC_277","SCZ","OPC",0.057758665273188
"895","MSSM_RNA_PFC_279","SCZ","Astro",0.250029917321979
"896","MSSM_RNA_PFC_279","SCZ","Exc",0.492474101520929
"897","MSSM_RNA_PFC_279","SCZ","Inh",0.0389834441103386
"898","MSSM_RNA_PFC_279","SCZ","Micro",0.0332717295715911
"899","MSSM_RNA_PFC_279","SCZ","Oligo",0.098496878810974
"900","MSSM_RNA_PFC_279","SCZ","OPC",0.0867439286641881
"901","MSSM_RNA_PFC_28","Control","Astro",0.129335542216373
"902","MSSM_RNA_PFC_28","Control","Exc",0.549005286324493
"903","MSSM_RNA_PFC_28","Control","Inh",0.127480234101621
"904","MSSM_RNA_PFC_28","Control","Micro",0.0380546908671221
"905","MSSM_RNA_PFC_28","Control","Oligo",0.106594662950117
"906","MSSM_RNA_PFC_28","Control","OPC",0.049529583540273
"907","MSSM_RNA_PFC_280","Control","Astro",0.11456881122813
"908","MSSM_RNA_PFC_280","Control","Exc",0.60020186568676
"909","MSSM_RNA_PFC_280","Control","Inh",0.10927750667059
"910","MSSM_RNA_PFC_280","Control","Micro",0.0282559646523491
"911","MSSM_RNA_PFC_280","Control","Oligo",0.129795133129762
"912","MSSM_RNA_PFC_280","Control","OPC",0.0179007186324088
"913","MSSM_RNA_PFC_281","Control","Astro",0.106797371098259
"914","MSSM_RNA_PFC_281","Control","Exc",0.632211842181446
"915","MSSM_RNA_PFC_281","Control","Inh",0.151962879210462
"916","MSSM_RNA_PFC_281","Control","Micro",0.0107843753855228
"917","MSSM_RNA_PFC_281","Control","Oligo",0.0627580061543471
"918","MSSM_RNA_PFC_281","Control","OPC",0.0354855259699624
"919","MSSM_RNA_PFC_284","Control","Astro",0.159666994305417
"920","MSSM_RNA_PFC_284","Control","Exc",0.545311305600371
"921","MSSM_RNA_PFC_284","Control","Inh",0.126782778366742
"922","MSSM_RNA_PFC_284","Control","Micro",0.0433961606886469
"923","MSSM_RNA_PFC_284","Control","Oligo",0.0755250935826917
"924","MSSM_RNA_PFC_284","Control","OPC",0.0493176674561316
"925","MSSM_RNA_PFC_286","Control","Astro",0.138739122424196
"926","MSSM_RNA_PFC_286","Control","Exc",0.545458519894746
"927","MSSM_RNA_PFC_286","Control","Inh",0.17544280988664
"928","MSSM_RNA_PFC_286","Control","Micro",0.0240252378588229
"929","MSSM_RNA_PFC_286","Control","Oligo",0.0629050178462942
"930","MSSM_RNA_PFC_286","Control","OPC",0.0534292920893008
"931","MSSM_RNA_PFC_287","Control","Astro",0.134206040006032
"932","MSSM_RNA_PFC_287","Control","Exc",0.593133620371904
"933","MSSM_RNA_PFC_287","Control","Inh",0.152164666875425
"934","MSSM_RNA_PFC_287","Control","Micro",0.0231278008725833
"935","MSSM_RNA_PFC_287","Control","Oligo",0.0526809549813363
"936","MSSM_RNA_PFC_287","Control","OPC",0.0446869168927202
"937","MSSM_RNA_PFC_288","Control","Astro",0.124798626017723
"938","MSSM_RNA_PFC_288","Control","Exc",0.578804986719908
"939","MSSM_RNA_PFC_288","Control","Inh",0.112249609005955
"940","MSSM_RNA_PFC_288","Control","Micro",0.0371660008211026
"941","MSSM_RNA_PFC_288","Control","Oligo",0.111065452939075
"942","MSSM_RNA_PFC_288","Control","OPC",0.035915324496236
"943","MSSM_RNA_PFC_289","Control","Astro",0.134044737645462
"944","MSSM_RNA_PFC_289","Control","Exc",0.588703246016449
"945","MSSM_RNA_PFC_289","Control","Inh",0.111564672501662
"946","MSSM_RNA_PFC_289","Control","Micro",0.010660632592017
"947","MSSM_RNA_PFC_289","Control","Oligo",0.0797445433320633
"948","MSSM_RNA_PFC_289","Control","OPC",0.0752821679123468
"949","MSSM_RNA_PFC_29","Control","Astro",0.129372068531555
"950","MSSM_RNA_PFC_29","Control","Exc",0.574606567398577
"951","MSSM_RNA_PFC_29","Control","Inh",0.0880710365002287
"952","MSSM_RNA_PFC_29","Control","Micro",0.021248844450448
"953","MSSM_RNA_PFC_29","Control","Oligo",0.141747744526079
"954","MSSM_RNA_PFC_29","Control","OPC",0.0449537385931118
"955","MSSM_RNA_PFC_290","Control","Astro",0.14710009037786
"956","MSSM_RNA_PFC_290","Control","Exc",0.619053406877531
"957","MSSM_RNA_PFC_290","Control","Inh",0.143252171488906
"958","MSSM_RNA_PFC_290","Control","Micro",0.0143367483870011
"959","MSSM_RNA_PFC_290","Control","Oligo",0.025938369382182
"960","MSSM_RNA_PFC_290","Control","OPC",0.0503192134865203
"961","MSSM_RNA_PFC_291","Control","Astro",0.2024956503127
"962","MSSM_RNA_PFC_291","Control","Exc",0.442750654606729
"963","MSSM_RNA_PFC_291","Control","Inh",0.0614830224638828
"964","MSSM_RNA_PFC_291","Control","Micro",0.0298492323959489
"965","MSSM_RNA_PFC_291","Control","Oligo",0.175559864545988
"966","MSSM_RNA_PFC_291","Control","OPC",0.0878615756747509
"967","MSSM_RNA_PFC_295","Control","Astro",0.11687692052052
"968","MSSM_RNA_PFC_295","Control","Exc",0.594767763325092
"969","MSSM_RNA_PFC_295","Control","Inh",0.13671147037917
"970","MSSM_RNA_PFC_295","Control","Micro",0.0144602358613784
"971","MSSM_RNA_PFC_295","Control","Oligo",0.0959876748966021
"972","MSSM_RNA_PFC_295","Control","OPC",0.0411959350172383
"973","MSSM_RNA_PFC_296","Control","Astro",0.0951033534168091
"974","MSSM_RNA_PFC_296","Control","Exc",0.686850269550535
"975","MSSM_RNA_PFC_296","Control","Inh",0.0856812537449101
"976","MSSM_RNA_PFC_296","Control","Micro",0.0268550629658642
"977","MSSM_RNA_PFC_296","Control","Oligo",0.0739011033063124
"978","MSSM_RNA_PFC_296","Control","OPC",0.0316089570155698
"979","MSSM_RNA_PFC_297","Control","Astro",0.136890100151904
"980","MSSM_RNA_PFC_297","Control","Exc",0.537772164963073
"981","MSSM_RNA_PFC_297","Control","Inh",0.122756490996555
"982","MSSM_RNA_PFC_297","Control","Micro",0.0198271463379601
"983","MSSM_RNA_PFC_297","Control","Oligo",0.133106799210974
"984","MSSM_RNA_PFC_297","Control","OPC",0.049647298339534
"985","MSSM_RNA_PFC_298","Control","Astro",0.12525614172999
"986","MSSM_RNA_PFC_298","Control","Exc",0.605658487230332
"987","MSSM_RNA_PFC_298","Control","Inh",0.132562694676281
"988","MSSM_RNA_PFC_298","Control","Micro",0.0175599855626139
"989","MSSM_RNA_PFC_298","Control","Oligo",0.0755052422488904
"990","MSSM_RNA_PFC_298","Control","OPC",0.0434574485518918
"991","MSSM_RNA_PFC_3","Control","Astro",0.160919215920187
"992","MSSM_RNA_PFC_3","Control","Exc",0.588054483850902
"993","MSSM_RNA_PFC_3","Control","Inh",0.0967056765157106
"994","MSSM_RNA_PFC_3","Control","Micro",0.0428000205026751
"995","MSSM_RNA_PFC_3","Control","Oligo",0.0716154006855734
"996","MSSM_RNA_PFC_3","Control","OPC",0.0399052025249516
"997","MSSM_RNA_PFC_30","SCZ","Astro",0.133701808087605
"998","MSSM_RNA_PFC_30","SCZ","Exc",0.565119518175735
"999","MSSM_RNA_PFC_30","SCZ","Inh",0.113931593899108
"1000","MSSM_RNA_PFC_30","SCZ","Micro",0.0187638684369922
"1001","MSSM_RNA_PFC_30","SCZ","Oligo",0.117847494691346
"1002","MSSM_RNA_PFC_30","SCZ","OPC",0.0506357167092149
"1003","MSSM_RNA_PFC_300","Control","Astro",0.115994757941
"1004","MSSM_RNA_PFC_300","Control","Exc",0.611915711317113
"1005","MSSM_RNA_PFC_300","Control","Inh",0.0712113830684037
"1006","MSSM_RNA_PFC_300","Control","Micro",0.0311733928906622
"1007","MSSM_RNA_PFC_300","Control","Oligo",0.139957139254093
"1008","MSSM_RNA_PFC_300","Control","OPC",0.0297476155287277
"1009","MSSM_RNA_PFC_302","Control","Astro",0.146157958168422
"1010","MSSM_RNA_PFC_302","Control","Exc",0.546608654440709
"1011","MSSM_RNA_PFC_302","Control","Inh",0.141848631321486
"1012","MSSM_RNA_PFC_302","Control","Micro",0.018842883594017
"1013","MSSM_RNA_PFC_302","Control","Oligo",0.100429921968477
"1014","MSSM_RNA_PFC_302","Control","OPC",0.0461119505068888
"1015","MSSM_RNA_PFC_303","Control","Astro",0.289694984710147
"1016","MSSM_RNA_PFC_303","Control","Exc",0.424391188620153
"1017","MSSM_RNA_PFC_303","Control","Inh",0.0394227921688715
"1018","MSSM_RNA_PFC_303","Control","Micro",0.0261343788547352
"1019","MSSM_RNA_PFC_303","Control","Oligo",0.121852715145866
"1020","MSSM_RNA_PFC_303","Control","OPC",0.0985039405002267
"1021","MSSM_RNA_PFC_331","SCZ","Astro",0.175633814787545
"1022","MSSM_RNA_PFC_331","SCZ","Exc",0.495349898093317
"1023","MSSM_RNA_PFC_331","SCZ","Inh",0.134084996489106
"1024","MSSM_RNA_PFC_331","SCZ","Micro",0.0240697256997256
"1025","MSSM_RNA_PFC_331","SCZ","Oligo",0.114091995338511
"1026","MSSM_RNA_PFC_331","SCZ","OPC",0.0567695695917963
"1027","MSSM_RNA_PFC_305","SCZ","Astro",0.111877868953169
"1028","MSSM_RNA_PFC_305","SCZ","Exc",0.634327196315278
"1029","MSSM_RNA_PFC_305","SCZ","Inh",0.0628009195337222
"1030","MSSM_RNA_PFC_305","SCZ","Micro",0.0208187856255678
"1031","MSSM_RNA_PFC_305","SCZ","Oligo",0.137533233266459
"1032","MSSM_RNA_PFC_305","SCZ","OPC",0.0326419963058038
"1033","MSSM_RNA_PFC_306","SCZ","Astro",0.230186964090925
"1034","MSSM_RNA_PFC_306","SCZ","Exc",0.419339159118114
"1035","MSSM_RNA_PFC_306","SCZ","Inh",0.0634083343047348
"1036","MSSM_RNA_PFC_306","SCZ","Micro",0.0401050886358762
"1037","MSSM_RNA_PFC_306","SCZ","Oligo",0.165370990550287
"1038","MSSM_RNA_PFC_306","SCZ","OPC",0.0815894633000632
"1039","MSSM_RNA_PFC_308","SCZ","Astro",0.139354593656629
"1040","MSSM_RNA_PFC_308","SCZ","Exc",0.570365408933994
"1041","MSSM_RNA_PFC_308","SCZ","Inh",0.10926436603309
"1042","MSSM_RNA_PFC_308","SCZ","Micro",0.0471388764250261
"1043","MSSM_RNA_PFC_308","SCZ","Oligo",0.0936043179081433
"1044","MSSM_RNA_PFC_308","SCZ","OPC",0.040272437043117
"1045","MSSM_RNA_PFC_309","SCZ","Astro",0.168786304018357
"1046","MSSM_RNA_PFC_309","SCZ","Exc",0.522343292963118
"1047","MSSM_RNA_PFC_309","SCZ","Inh",0.121229647432382
"1048","MSSM_RNA_PFC_309","SCZ","Micro",0.0101451910262335
"1049","MSSM_RNA_PFC_309","SCZ","Oligo",0.107480723313471
"1050","MSSM_RNA_PFC_309","SCZ","OPC",0.0700148412464391
"1051","MSSM_RNA_PFC_31","Control","Astro",0.116261873241119
"1052","MSSM_RNA_PFC_31","Control","Exc",0.547205240322073
"1053","MSSM_RNA_PFC_31","Control","Inh",0.116612413997855
"1054","MSSM_RNA_PFC_31","Control","Micro",0.0121739482623004
"1055","MSSM_RNA_PFC_31","Control","Oligo",0.158793391142986
"1056","MSSM_RNA_PFC_31","Control","OPC",0.0489531330336662
"1057","MSSM_RNA_PFC_310","SCZ","Astro",0.143501712185424
"1058","MSSM_RNA_PFC_310","SCZ","Exc",0.557124168599185
"1059","MSSM_RNA_PFC_310","SCZ","Inh",0.128893862608993
"1060","MSSM_RNA_PFC_310","SCZ","Micro",0.00911608946241191
"1061","MSSM_RNA_PFC_310","SCZ","Oligo",0.115631732635633
"1062","MSSM_RNA_PFC_310","SCZ","OPC",0.0457324345083525
"1063","MSSM_RNA_PFC_311","Control","Astro",0.166628233603724
"1064","MSSM_RNA_PFC_311","Control","Exc",0.595259464549407
"1065","MSSM_RNA_PFC_311","Control","Inh",0.0867854870389373
"1066","MSSM_RNA_PFC_311","Control","Micro",0.0124126493596039
"1067","MSSM_RNA_PFC_311","Control","Oligo",0.0910824182681173
"1068","MSSM_RNA_PFC_311","Control","OPC",0.0478317471802097
"1069","MSSM_RNA_PFC_312","SCZ","Astro",0.147055836733813
"1070","MSSM_RNA_PFC_312","SCZ","Exc",0.567163884627954
"1071","MSSM_RNA_PFC_312","SCZ","Inh",0.0443734019454199
"1072","MSSM_RNA_PFC_312","SCZ","Micro",0.0353986584934913
"1073","MSSM_RNA_PFC_312","SCZ","Oligo",0.159338643604948
"1074","MSSM_RNA_PFC_312","SCZ","OPC",0.0466695745943742
"1075","MSSM_RNA_PFC_313","Control","Astro",0.109026113259075
"1076","MSSM_RNA_PFC_313","Control","Exc",0.642122538632896
"1077","MSSM_RNA_PFC_313","Control","Inh",0.124675326597366
"1078","MSSM_RNA_PFC_313","Control","Micro",0.0186965368706266
"1079","MSSM_RNA_PFC_313","Control","Oligo",0.0813501675037888
"1080","MSSM_RNA_PFC_313","Control","OPC",0.0241293171362472
"1081","MSSM_RNA_PFC_314","Control","Astro",0.143092630397339
"1082","MSSM_RNA_PFC_314","Control","Exc",0.579142043711574
"1083","MSSM_RNA_PFC_314","Control","Inh",0.141249822532062
"1084","MSSM_RNA_PFC_314","Control","Micro",0.0159716354418513
"1085","MSSM_RNA_PFC_314","Control","Oligo",0.0793220980430782
"1086","MSSM_RNA_PFC_314","Control","OPC",0.0412217698740956
"1087","MSSM_RNA_PFC_315","SCZ","Astro",0.226412120927284
"1088","MSSM_RNA_PFC_315","SCZ","Exc",0.479068261031554
"1089","MSSM_RNA_PFC_315","SCZ","Inh",0.0684893652886731
"1090","MSSM_RNA_PFC_315","SCZ","Micro",0.0281974558194962
"1091","MSSM_RNA_PFC_315","SCZ","Oligo",0.109579309963992
"1092","MSSM_RNA_PFC_315","SCZ","OPC",0.0882534869690005
"1093","MSSM_RNA_PFC_316","SCZ","Astro",0.137013021925794
"1094","MSSM_RNA_PFC_316","SCZ","Exc",0.621002428438611
"1095","MSSM_RNA_PFC_316","SCZ","Inh",0.170606346303377
"1096","MSSM_RNA_PFC_316","SCZ","Micro",0.00526478212611227
"1097","MSSM_RNA_PFC_316","SCZ","Oligo",0.0236822631064079
"1098","MSSM_RNA_PFC_316","SCZ","OPC",0.0424311580996971
"1099","MSSM_RNA_PFC_319","SCZ","Astro",0.334965597845081
"1100","MSSM_RNA_PFC_319","SCZ","Exc",0.439986551107258
"1101","MSSM_RNA_PFC_319","SCZ","Inh",0.049529796845257
"1102","MSSM_RNA_PFC_319","SCZ","Micro",0.0317657008737025
"1103","MSSM_RNA_PFC_319","SCZ","Oligo",0.0398188619696314
"1104","MSSM_RNA_PFC_319","SCZ","OPC",0.10393349135907
"1105","MSSM_RNA_PFC_32","Control","Astro",0.143644655845936
"1106","MSSM_RNA_PFC_32","Control","Exc",0.472891691611956
"1107","MSSM_RNA_PFC_32","Control","Inh",0.0992650962672589
"1108","MSSM_RNA_PFC_32","Control","Micro",0.0300585027776653
"1109","MSSM_RNA_PFC_32","Control","Oligo",0.196634215542109
"1110","MSSM_RNA_PFC_32","Control","OPC",0.0575058379550744
"1111","MSSM_RNA_PFC_320","SCZ","Astro",0.139974191805726
"1112","MSSM_RNA_PFC_320","SCZ","Exc",0.55538968985239
"1113","MSSM_RNA_PFC_320","SCZ","Inh",0.106350036476081
"1114","MSSM_RNA_PFC_320","SCZ","Micro",0.0337227032018267
"1115","MSSM_RNA_PFC_320","SCZ","Oligo",0.127503934201882
"1116","MSSM_RNA_PFC_320","SCZ","OPC",0.0370594444620946
"1117","MSSM_RNA_PFC_321","Control","Astro",0.112095592446174
"1118","MSSM_RNA_PFC_321","Control","Exc",0.69479090573705
"1119","MSSM_RNA_PFC_321","Control","Inh",0.108944533945301
"1120","MSSM_RNA_PFC_321","Control","Micro",0.0167046781294733
"1121","MSSM_RNA_PFC_321","Control","Oligo",0.0397684094092865
"1122","MSSM_RNA_PFC_321","Control","OPC",0.0276958803327157
"1123","MSSM_RNA_PFC_323","Control","Astro",0.12107169500276
"1124","MSSM_RNA_PFC_323","Control","Exc",0.643511117342482
"1125","MSSM_RNA_PFC_323","Control","Inh",0.0981412581567819
"1126","MSSM_RNA_PFC_323","Control","Micro",0.0191453444867391
"1127","MSSM_RNA_PFC_323","Control","Oligo",0.0755239870702618
"1128","MSSM_RNA_PFC_323","Control","OPC",0.0426065979409748
"1129","MSSM_RNA_PFC_326","SCZ","Astro",0.151194818143314
"1130","MSSM_RNA_PFC_326","SCZ","Exc",0.623511222141526
"1131","MSSM_RNA_PFC_326","SCZ","Inh",0.129506229196906
"1132","MSSM_RNA_PFC_326","SCZ","Micro",0.00967690752669945
"1133","MSSM_RNA_PFC_326","SCZ","Oligo",0.0329211980708646
"1134","MSSM_RNA_PFC_326","SCZ","OPC",0.0531896249206906
"1135","MSSM_RNA_PFC_327","Control","Astro",0.116645220454174
"1136","MSSM_RNA_PFC_327","Control","Exc",0.595971991096184
"1137","MSSM_RNA_PFC_327","Control","Inh",0.149468401864615
"1138","MSSM_RNA_PFC_327","Control","Micro",0.0140678052126989
"1139","MSSM_RNA_PFC_327","Control","Oligo",0.0827619547869988
"1140","MSSM_RNA_PFC_327","Control","OPC",0.0410846265853297
"1141","MSSM_RNA_PFC_328","SCZ","Astro",0.0966187490698273
"1142","MSSM_RNA_PFC_328","SCZ","Exc",0.695805856842745
"1143","MSSM_RNA_PFC_328","SCZ","Inh",0.0858273758156253
"1144","MSSM_RNA_PFC_328","SCZ","Micro",0.0110909620731289
"1145","MSSM_RNA_PFC_328","SCZ","Oligo",0.0877367685245674
"1146","MSSM_RNA_PFC_328","SCZ","OPC",0.0229202876741062
"1147","MSSM_RNA_PFC_329","Control","Astro",0.194762295578559
"1148","MSSM_RNA_PFC_329","Control","Exc",0.434231780951793
"1149","MSSM_RNA_PFC_329","Control","Inh",0.0624017340470192
"1150","MSSM_RNA_PFC_329","Control","Micro",0.019458127499545
"1151","MSSM_RNA_PFC_329","Control","Oligo",0.219446675061908
"1152","MSSM_RNA_PFC_329","Control","OPC",0.0696993868611764
"1153","MSSM_RNA_PFC_33","Control","Astro",0.185990364017355
"1154","MSSM_RNA_PFC_33","Control","Exc",0.478309761563455
"1155","MSSM_RNA_PFC_33","Control","Inh",0.0778167870229001
"1156","MSSM_RNA_PFC_33","Control","Micro",0.0698667649733039
"1157","MSSM_RNA_PFC_33","Control","Oligo",0.126031199693869
"1158","MSSM_RNA_PFC_33","Control","OPC",0.0619851227291174
"1159","MSSM_RNA_PFC_330","Control","Astro",0.175146853888651
"1160","MSSM_RNA_PFC_330","Control","Exc",0.523595721004881
"1161","MSSM_RNA_PFC_330","Control","Inh",0.0800757749228036
"1162","MSSM_RNA_PFC_330","Control","Micro",0.0246322197140144
"1163","MSSM_RNA_PFC_330","Control","Oligo",0.146559920281265
"1164","MSSM_RNA_PFC_330","Control","OPC",0.0499895101883855
"1165","MSSM_RNA_PFC_336","SCZ","Astro",0.271363959216815
"1166","MSSM_RNA_PFC_336","SCZ","Exc",0.428131075116667
"1167","MSSM_RNA_PFC_336","SCZ","Inh",0.0668218710421731
"1168","MSSM_RNA_PFC_336","SCZ","Micro",0.0328322833473865
"1169","MSSM_RNA_PFC_336","SCZ","Oligo",0.114338527182705
"1170","MSSM_RNA_PFC_336","SCZ","OPC",0.086512284094253
"1171","MSSM_RNA_PFC_337","SCZ","Astro",0.125693820636474
"1172","MSSM_RNA_PFC_337","SCZ","Exc",0.610263031886373
"1173","MSSM_RNA_PFC_337","SCZ","Inh",0.1165181078924
"1174","MSSM_RNA_PFC_337","SCZ","Micro",0.0139159965388585
"1175","MSSM_RNA_PFC_337","SCZ","Oligo",0.0888533349808672
"1176","MSSM_RNA_PFC_337","SCZ","OPC",0.044755708065027
"1177","MSSM_RNA_PFC_338","SCZ","Astro",0.142068812815387
"1178","MSSM_RNA_PFC_338","SCZ","Exc",0.624870421011618
"1179","MSSM_RNA_PFC_338","SCZ","Inh",0.108639015036569
"1180","MSSM_RNA_PFC_338","SCZ","Micro",0.0272558054191005
