baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004961.10	263.35592627143	0.0505638582904609	0.06718287267825	0.752630190921124	0.451672170100428	0.957937729136279
ENSG00000004975.7	297.63906055304	-0.0574872415995202	0.0609919292508427	-0.942538501497327	0.345917008844937	0.956653910182263
ENSG00000005007.8	1712.02616074596	-0.0731934712965087	0.0576520511938882	-1.26957271737572	0.204236872799934	0.956653910182263
ENSG00000005020.8	786.295118854304	0.0696936472364144	0.0808581007192991	0.86192535585714	0.388728594936111	0.956653910182263
ENSG00000005022.5	1161.38270015601	-0.0128382431242408	0.0527655233774104	-0.243307415571604	0.80776726018264	0.98259303602758
ENSG00000005059.11	92.6884573625153	0.006298994062682	0.109721549428873	0.0574089055018799	0.954219469139139	0.99768811725712
ENSG00000005075.11	198.015405007616	-0.00383718536672302	0.0651273767776716	-0.058918162477543	0.953017291615953	0.99768811725712
ENSG00000005100.8	626.602343547994	0.0765934846511453	0.0397139838795437	1.92862758073984	0.0537771125119501	0.956653910182263
ENSG00000005108.11	1327.97946477599	0.112038685022722	0.0957388576430976	1.17025299633706	0.241899171331631	0.956653910182263
ENSG00000005156.7	588.280289861139	0.025739282335324	0.0366289895095144	0.702702495482115	0.4822411721817	0.959587488778933
ENSG00000005175.5	505.619244364133	-0.0097665437452575	0.0465621695525228	-0.209752763651631	0.833860641996127	0.986465518278213
ENSG00000005189.15	74.5880269627878	0.133718081486192	0.0787508878812619	1.69798823967302	0.0895099814817556	0.956653910182263
ENSG00000005194.10	625.905582665752	-0.00792535990240629	0.0533766612858343	-0.148479873253324	0.88196406870534	0.990251666458744
ENSG00000005206.12	461.377561682328	-0.0494346336111637	0.0849520451703662	-0.5819122248561	0.560625805680377	0.964672017428079
ENSG00000005238.15	420.381313764664	-0.016941034225273	0.0507766395721918	-0.333638349603404	0.738652476020977	0.975515916840668
ENSG00000005243.5	31.7084334516676	-0.236187370634297	0.123042649433253	-1.91955693186224	0.0549138885373097	0.956653910182263
ENSG00000005249.8	2366.02950079375	0.115722205805337	0.0902200055735959	1.28266679955963	0.19960883626045	0.956653910182263
ENSG00000005302.13	549.044545653783	0.0476973961696991	0.041674276651357	1.14452847181322	0.252404537097052	0.956653910182263
ENSG00000005339.8	2625.36680671299	0.0178227487552451	0.056696597039439	0.314353059723272	0.753252903271414	0.975926406617808
ENSG00000005379.11	4982.67066212959	-0.0428252618027428	0.074318040506673	-0.57624315052948	0.564450842600016	0.965207697762762
ENSG00000005381.6	26.2497368134353	-0.0394162542351821	0.133634999865836	-0.294954572340737	0.768028582632925	0.977248530143445
ENSG00000005421.4	14.0011883779949	-0.280475027545856	0.125816430776742	-2.22924005882468	0.0257979364993679	0.956653910182263
ENSG00000005436.9	490.607155930644	-0.0312133976731532	0.0473513027706026	-0.659187727619008	0.509775226645071	0.960946641515532
ENSG00000005448.12	194.134317358695	0.0887118242060168	0.0803627510703743	1.1038923260396	0.269639848137348	0.956653910182263
ENSG00000005469.7	211.717640594459	-0.0496969430004093	0.060223662873086	-0.82520624999412	0.409254505706998	0.956653910182263
ENSG00000005471.11	22.1532154595594	0.0122854638694702	0.167097957634993	0.0735225256092384	0.941390319736773	0.996339011969023
ENSG00000005483.15	3006.32007646602	-0.00901802746428606	0.0553902608994264	-0.162808900298562	0.870668900348935	0.988678309741241
ENSG00000005486.12	1953.52243258483	0.0484864409941329	0.0645234981157617	0.751454003735869	0.452379472467852	0.957937729136279
ENSG00000005513.9	1142.35082292665	-0.14654442279333	0.11984299540297	-1.22280340457594	0.221403959254411	0.956653910182263
ENSG00000005700.10	1626.27272741747	-0.028926211950107	0.0423413349410478	-0.683167216866951	0.494501185472632	0.960946641515532
ENSG00000005801.12	514.850241922848	0.0657362115689213	0.0437660461613766	1.50199109434138	0.133099408808208	0.956653910182263
ENSG00000005810.13	16497.8554480677	0.103623018692005	0.0780847755295646	1.32705790583686	0.184489528428943	0.956653910182263
ENSG00000005812.6	1572.26158788532	0.0221013906471892	0.048064427751192	0.459828436148209	0.64563937056089	0.970074855411671
ENSG00000005844.13	47.8668045274952	-0.315190250154317	0.251424953806069	-1.25361562320274	0.209981749821135	0.956653910182263
ENSG00000005882.7	977.027747255626	0.0418030811371741	0.0490698136465471	0.851910330010305	0.394263862980337	0.956653910182263
ENSG00000005884.13	699.411232582652	0.00309932604946972	0.0572754329023465	0.0541126603923537	0.956845405492875	0.998031249230237
ENSG00000005889.11	1267.95617140961	-0.0519261947715292	0.070668315307072	-0.734787500535374	0.462468920692632	0.957937729136279
ENSG00000005893.11	3013.21288719958	-0.137628700656025	0.122349408915522	-1.1248824320112	0.260638857390567	0.956653910182263
ENSG00000005955.8	1413.06718514151	-0.0115179280963227	0.0351731290936491	-0.327463845074916	0.743317084294615	0.975515916840668
ENSG00000005961.13	35.92176348826	0.148246938324726	0.129921782506045	1.14104760160467	0.253850114568361	0.956653910182263
ENSG00000005981.8	38.7785706158354	0.0178638094964973	0.178830192089146	0.0998925812683371	0.920429606182175	0.993473291688242
ENSG00000006007.7	1531.44450943253	0.0484436544491273	0.0481373609760309	1.00636290537923	0.314241030711008	0.956653910182263
ENSG00000006015.13	541.237116973176	0.00344996293459027	0.0527764567329741	0.0653693549767008	0.947879923061899	0.99686276153667
ENSG00000006016.6	239.920069490057	-0.113758388731693	0.135685145545683	-0.83839972514451	0.401806243769088	0.956653910182263
ENSG00000006025.7	245.209711799198	-0.0732427414597464	0.0637236836446826	-1.14938021894875	0.250399233045701	0.956653910182263
ENSG00000006042.7	359.97387796354	-0.211429704006989	0.175851426229061	-1.20232009794214	0.229239533084063	0.956653910182263
ENSG00000006047.8	41.5426106300402	0.15544855108814	0.116402149482269	1.33544399119381	0.181731074937714	0.956653910182263
ENSG00000006062.9	196.938207131525	-0.0381897933164873	0.0889026269544723	-0.429568783564119	0.66750934882948	0.970074855411671
ENSG00000006071.7	884.570877849163	0.081479186210312	0.0900144791614692	0.905178666469353	0.365370741906554	0.956653910182263
ENSG00000006114.11	1345.07043929927	0.00614823225617956	0.035265309335255	0.174342218232951	0.861596521910489	0.988550891220675
ENSG00000006116.3	969.479224374769	0.194566825555744	0.0934512475310726	2.0820142127161	0.0373411715349966	0.956653910182263
ENSG00000006118.10	3181.12576512279	-0.0487499203010207	0.0661566386074332	-0.736886294817634	0.461191499156004	0.957937729136279
ENSG00000006125.12	7719.33810565812	0.0607517839526524	0.059095414355183	1.02802873311818	0.303936311986331	0.956653910182263
ENSG00000006128.7	289.67851643719	0.0863148972261466	0.158848661367735	0.543378184511908	0.586869442859539	0.966322141801468
ENSG00000006194.6	735.90681863321	0.0201606286414438	0.0511962301434953	0.393791273008512	0.693735148042711	0.970612100240535
ENSG00000006210.6	2425.0104703796	0.0547281613232611	0.0914094877444332	0.598714232774967	0.549363464426486	0.964584053049341
ENSG00000006282.15	819.869515224739	-0.0703733303094593	0.0830277349395282	-0.847588222907858	0.396667335447907	0.956653910182263
ENSG00000006283.13	1432.22106300241	0.0366992403186222	0.0898074713639045	0.408643509958264	0.682801295345729	0.970367135586048
ENSG00000006377.9	39.0652687940079	0.118210600399303	0.0971519400049289	1.21676006051249	0.223695520069107	0.956653910182263
ENSG00000006432.11	2803.21806937467	0.126034976587364	0.0747548758916623	1.68597666819779	0.0918002933794781	0.956653910182263
ENSG00000006451.3	738.757989960576	0.0423317705635984	0.0492977603183967	0.858695613962837	0.3905084709279	0.956653910182263
ENSG00000006453.9	31.1491099588163	0.0170152697802188	0.114450973730471	0.148668632739546	0.88181511357282	0.990251666458744
ENSG00000006459.6	992.575333747688	0.0326960252836115	0.0559940935741339	0.583919181410147	0.559274687406681	0.964672017428079
ENSG00000006468.9	1307.55103437509	0.0865157376266402	0.0894371200110945	0.967335907237488	0.333376139002463	0.956653910182263
ENSG00000006530.11	999.434372975545	0.0388799446878526	0.0463228115877032	0.839326097774549	0.401286342094378	0.956653910182263
ENSG00000006534.11	43.4260838421417	-0.167926532646354	0.134892715155581	-1.24488955873319	0.213172349451115	0.956653910182263
ENSG00000006555.6	18.8321977385157	-0.0733681141297922	0.13219417353989	-0.555002631092916	0.57889286079023	0.966322141801468
ENSG00000006576.12	640.030431195506	0.0757153112755248	0.0530009884038	1.4285641373076	0.153129547966901	0.956653910182263
ENSG00000006607.9	813.605059888662	-0.0486753413460225	0.0525691218124753	-0.925930273662499	0.354482217262467	0.956653910182263
ENSG00000006611.11	73.1575549857535	-0.0770037974714819	0.160266878239786	-0.480472311666739	0.630891586789381	0.969315618676867
ENSG00000006625.13	463.083105215151	-0.0222265652242035	0.0736071945686937	-0.301961857865139	0.762681139499878	0.977248530143445
ENSG00000006634.3	114.871800398156	-0.064111722332148	0.0748308049157743	-0.856755749244028	0.391579885892332	0.956653910182263
ENSG00000006652.9	799.503772486007	0.0144108727668588	0.078727593483984	0.183047291668969	0.854760912050157	0.988131720950935
ENSG00000006695.6	207.211125508229	0.00936431825325425	0.0501906855718504	0.186574822530543	0.851994008794058	0.987389656563638
ENSG00000006704.6	265.884393120642	0.0106206410851542	0.0732683240346241	0.144955425486944	0.884746065297605	0.990971242892837
ENSG00000006712.10	635.22567528883	0.0523365747072255	0.0601405321103439	0.87023797214165	0.384170368545283	0.956653910182263
ENSG00000006715.11	3174.9456297865	0.0726477170281084	0.0606512209898086	1.19779479856334	0.230996912654931	0.956653910182263
ENSG00000006740.12	1745.60361676921	0.126986731555328	0.062443941834963	2.03361171354219	0.0419907598807729	0.956653910182263
ENSG00000006744.14	977.129963216337	-0.0205884649744278	0.0326961825596846	-0.629690176730725	0.528897310829289	0.963973864029135
ENSG00000006747.10	133.268339243736	-0.319183183081968	0.358962408068266	-0.889182755374394	0.37390486908021	0.956653910182263
ENSG00000006756.11	192.087690808852	-0.166987882205782	0.0944272192501532	-1.76842952203648	0.0769891248004448	0.956653910182263
ENSG00000006757.7	194.957317081374	0.00544293906805251	0.0623750409643453	0.0872614908768363	0.930463663045866	0.99461047295256
ENSG00000006831.9	1429.78728127328	-0.0653978637795566	0.103674080975189	-0.630802445166669	0.52816970442033	0.963764620248724
ENSG00000006837.7	162.080055084293	-0.0433721263769506	0.0610502364747501	-0.710433388655078	0.477435424312951	0.957952638036889
ENSG00000007001.8	70.3233523377766	0.0273030617130818	0.11683475489676	0.233689553568267	0.815225998277539	0.984215449577095
ENSG00000007047.10	819.300928223488	0.0277545163915893	0.0648937003252598	0.427691998645142	0.668875376045532	0.970074855411671
ENSG00000007062.7	159.314419359119	-0.0589292121017072	0.0923585327575271	-0.638048378880343	0.523442188056499	0.96190107374012
ENSG00000007080.6	444.734966358627	0.0583090843099932	0.0594996126891603	0.979990989430694	0.327090566463063	0.956653910182263
ENSG00000007168.8	10665.773417358	0.0928779083639586	0.0712719048642293	1.3031489552705	0.19252391293613	0.956653910182263
ENSG00000007171.12	174.25643922594	0.10854365651906	0.116577123767455	0.931088819240217	0.351807621691375	0.956653910182263
ENSG00000007174.13	223.111561178	0.0727080203763154	0.0965591424459707	0.752989499849783	0.451456223780633	0.957937729136279
ENSG00000007202.10	5015.06842266236	0.0322816179576377	0.033776661818936	0.955737370693628	0.339204936981448	0.956653910182263
ENSG00000007237.14	16014.2848493553	0.119036964673452	0.0661725953227227	1.7988861415048	0.0720366932298564	0.956653910182263
ENSG00000007255.6	72.5755441123264	-0.0490831915536146	0.0824889147170609	-0.595027728537478	0.551824936185227	0.964584053049341
ENSG00000007264.9	796.540068332419	0.030835354825862	0.064687559459861	0.476681375574163	0.633589027036777	0.969369665849552
ENSG00000007341.14	299.935519626353	0.0197433817696999	0.0418320838053123	0.471967446364521	0.636950024835234	0.969677157903166
ENSG00000007372.16	547.912236077709	-0.133724202895181	0.100413941202031	-1.3317294520502	0.182949107545441	0.956653910182263
ENSG00000007376.3	268.699308635699	0.0506319594106751	0.0524506748699522	0.965325222911116	0.334381942156614	0.956653910182263
ENSG00000007384.11	131.569032311272	-0.261826407732775	0.101882411770361	-2.56988819937755	0.0101731340443101	0.956653910182263
ENSG00000007392.12	1178.23810440469	-0.0260199429074903	0.0564755578502298	-0.460729276486189	0.644992847838432	0.970074855411671
ENSG00000007402.7	437.818074134773	0.0207016104982466	0.0744949308861911	0.277892874749737	0.781094593690957	0.977941718201372
ENSG00000007516.9	2527.67347656558	-0.0591115420643453	0.109215084972105	-0.541239720496884	0.588342362872988	0.966322141801468
ENSG00000007520.3	530.548205589627	0.0223887088199449	0.0405318833738534	0.552372773143515	0.58069298063819	0.966322141801468
ENSG00000007541.10	688.809611830457	-0.00564908717134555	0.0620173348059161	-0.0910888413541863	0.927421999091286	0.994478332301294
ENSG00000007545.11	717.123768190547	-0.0211109783113591	0.0492423149549442	-0.42871620334412	0.668129767352379	0.970074855411671
ENSG00000007866.14	27.9039736729527	-0.270885790660154	0.171202831236243	-1.58225064798349	0.113592362251458	0.956653910182263
ENSG00000007923.11	1002.34744444501	0.0469346605795601	0.0344831264457108	1.36109063815465	0.173485047810827	0.956653910182263
ENSG00000007944.10	493.733094575371	0.047196368561959	0.0857284711647581	0.550533188341294	0.581953719880839	0.966322141801468
ENSG00000008018.8	966.020054558436	-0.0649443608263606	0.0371313579345425	-1.74904351574883	0.0802834977036592	0.956653910182263
ENSG00000008056.8	4341.08144132564	0.0847741269781459	0.0895330967872759	0.946846808834983	0.343716845609133	0.956653910182263
ENSG00000008083.9	740.859196927031	-0.0521161059685003	0.061621440054846	-0.845746316900652	0.397694278812857	0.956653910182263
ENSG00000008086.6	2972.67566041204	0.151025186796114	0.0658686161593869	2.29282465006807	0.0218581022600786	0.956653910182263
ENSG00000008118.5	769.589101186525	0.111092707796201	0.0901931951208777	1.23171939576277	0.218053921958755	0.956653910182263
ENSG00000008128.18	208.990247160025	-0.116957539400487	0.109277428808399	-1.07028085008803	0.284492911501005	0.956653910182263
ENSG00000008130.11	613.54830783736	0.00928945044956487	0.0540080049725108	0.172001362655278	0.86343645772098	0.988550891220675
ENSG00000008226.15	41.8161109113152	-0.00405305636021698	0.122636256407362	-0.0330494135988128	0.973635182788905	0.998408234469215
ENSG00000008256.11	1182.75222122192	0.00673966757886183	0.0413127615909936	0.163137667861233	0.870410042386949	0.988617791237689
ENSG00000008277.10	6326.00586504654	0.133940308339886	0.0924209929771629	1.449241173734	0.147270242809356	0.956653910182263
ENSG00000008282.3	398.335488113023	-0.114302609211886	0.100969859396174	-1.13204682957316	0.257614746893356	0.956653910182263
ENSG00000008283.11	835.914982506884	0.0633039282061828	0.0763681598107278	0.82893090999019	0.407143503491948	0.956653910182263
ENSG00000008294.16	7326.7748210599	-0.00803775754313477	0.0366449753168226	-0.21934132779849	0.826384170697825	0.9855462830148
ENSG00000008300.10	2021.196281673	0.0755930064035494	0.058506251137818	1.29205007898185	0.19633980234169	0.956653910182263
ENSG00000008311.10	478.586166869885	-0.185690065117245	0.0967101874735193	-1.92006726455876	0.0548494035598266	0.956653910182263
ENSG00000008324.6	116.19368740984	-0.104119656921746	0.0609120206522796	-1.70934498325248	0.0873870654609174	0.956653910182263
ENSG00000008382.11	227.068063238872	0.0148851912916702	0.0631935142645801	0.235549351304448	0.813782379349688	0.983960411198247
ENSG00000008394.8	211.170468137745	-0.0574875630824933	0.15302382837535	-0.37567719807325	0.707156891530827	0.972069349587287
ENSG00000008405.7	312.189015203132	-0.136317520387787	0.0922821909472922	-1.47718123061952	0.13962706365312	0.956653910182263
ENSG00000008441.12	3294.12321285878	-0.0435834303402594	0.0921809183610918	-0.472803169193152	0.636353612838071	0.969677157903166
ENSG00000008513.10	786.370938795792	-0.0150577559012119	0.0547033978521886	-0.275261802601344	0.783115108415231	0.977941718201372
ENSG00000008517.12	36.7408404934997	0.189797425589227	0.278994564393413	0.680290764810714	0.496320370955706	0.960946641515532
ENSG00000008710.13	7240.09599731961	0.0170728146848632	0.0915126849940168	0.186562274792609	0.852003847706106	0.987389656563638
ENSG00000008735.10	4413.38581752496	0.0235038239932269	0.0590561469134155	0.397991152854703	0.690636707239734	0.970612100240535
ENSG00000008838.13	1029.16453249402	0.0562298813493086	0.0425126018758486	1.3226638424418	0.185947192916072	0.956653910182263
ENSG00000008853.12	3565.99395789269	0.0814648189433683	0.0697633923510924	1.16773018338023	0.242915617716306	0.956653910182263
ENSG00000008869.7	1988.73394755892	0.0779656906306074	0.0560291666724346	1.39151972554618	0.164067882319302	0.956653910182263
ENSG00000008952.12	4694.58247113325	0.0156198766026459	0.0410283505199495	0.380709348650292	0.703418931149805	0.971319625713938
ENSG00000008988.5	3087.84433586591	-0.0189439918858193	0.0528589225211385	-0.358387779816048	0.720053135439042	0.974739519032195
ENSG00000009307.11	8302.41928609963	0.0127697244030349	0.0361552237831218	0.35319168482083	0.72394474125649	0.975515916840668
ENSG00000009335.13	2068.89941868255	0.0526053040504071	0.0423036551796177	1.24351675587014	0.213677470325757	0.956653910182263
ENSG00000009413.11	2433.65185562407	0.00908055951602445	0.0618546631689743	0.146804768643202	0.883286120636136	0.990950480547808
ENSG00000009694.9	1493.37018278858	0.0682464372620036	0.0922357251470268	0.739913272793341	0.459352620228434	0.957937729136279
ENSG00000009709.7	94.4005316547549	0.0305002318781208	0.128626330996614	0.237122769823262	0.812561548274521	0.983661033988952
ENSG00000009724.12	78.2227880508901	0.0257139424843774	0.0734886377171122	0.349903648824746	0.726411008564767	0.975515916840668
ENSG00000009780.11	312.345274233299	0.0576435377779062	0.0563669772632518	1.02264731189491	0.306474631329881	0.956653910182263
ENSG00000009790.10	75.7985006431205	-0.134423789667938	0.0926084146646286	-1.45152889351081	0.146632642645179	0.956653910182263
ENSG00000009830.7	457.983521376202	-0.0356707702975102	0.0607899251819896	-0.586787534130384	0.557346410045849	0.964672017428079
ENSG00000009844.11	1134.95903381547	0.101245207696173	0.0640497914151971	1.58072657941788	0.113940568300951	0.956653910182263
ENSG00000009950.11	216.305329591266	-0.0841494297951335	0.10601648591133	-0.793739097007177	0.427347334458172	0.957937729136279
ENSG00000009954.6	2668.37633810856	-0.0130415431628233	0.0453215320287967	-0.28775600865692	0.773533513636113	0.977248530143445
ENSG00000010017.9	1888.51371427882	0.0656323795352482	0.0433902652915094	1.5126060901981	0.130379746283789	0.956653910182263
ENSG00000010072.11	209.983108834253	-0.0414695288115879	0.0559602316019114	-0.741053559366817	0.458660966340756	0.957937729136279
ENSG00000010165.15	546.943212609168	-0.00325695912241533	0.0486192929718645	-0.0669890268519557	0.946590438881228	0.996537632167451
ENSG00000010219.9	180.661770306868	-0.0508896176363493	0.0518802139710279	-0.980906086177058	0.326639055898325	0.956653910182263
ENSG00000010244.12	2583.11091191541	-0.00765132083771156	0.0338869749882226	-0.225789432086245	0.821365196823463	0.985015190464744
ENSG00000010256.6	2318.69805001461	0.0150944060418708	0.0534350274317049	0.282481487656443	0.777574339536084	0.977446174831813
ENSG00000010270.9	722.95035897919	-0.00983411279341226	0.0438620839104053	-0.22420532534432	0.822597539923435	0.985404334433041
ENSG00000010278.7	574.644377909478	-0.136073900196594	0.157055192498983	-0.866408159013752	0.386266371202529	0.956653910182263
ENSG00000010282.10	497.606663759107	-0.0848238816619389	0.11422198241119	-0.742623091206559	0.457709904380281	0.957937729136279
ENSG00000010292.8	407.053780454434	-0.108630841971892	0.0743635635318375	-1.4608073741031	0.144068311574243	0.956653910182263
ENSG00000010295.15	539.757536643128	-0.016077888243653	0.0518809657078227	-0.309899556114638	0.756637340369811	0.976172950865846
ENSG00000010310.4	14.5590235208521	-0.118752748547441	0.240337903100741	-0.494107450449311	0.621230296391987	0.968923900155712
ENSG00000010318.15	85.8571943302941	-0.059859551426239	0.0679852932730216	-0.880477946691346	0.378600446926761	0.956653910182263
ENSG00000010319.2	261.62022762119	-0.0953469451478475	0.166598812092926	-0.572314675897357	0.567108808942599	0.965207697762762
ENSG00000010322.11	5124.66788923418	0.00126327864756229	0.0512846838830522	0.0246326690916731	0.980347961033146	0.998687457290261
ENSG00000010327.6	688.089645914087	-0.434548134161874	0.209614010849083	-2.07308725405163	0.0381641599915067	0.956653910182263
