baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	qvalue
ENSG00000005436	1105.79010001882	-0.0374741599311876	0.0154728994581937	-2.42192227981828	0.0154386520395544	0.164331130874684	0.120916344903751
ENSG00000005448	167.276855170253	-0.0141362075239148	0.0268241229150478	-0.526996076206638	0.598196313300436	0.844273539336647	0.621224170564429
ENSG00000005469	347.101080116328	-0.0113694865985652	0.0185358982693714	-0.613376618351001	0.539627342674953	0.812999941986297	0.598212772398614
ENSG00000005471	36.2978575704156	0.0149485554782004	0.0427613900049484	0.34958067257567	0.726653417870222	0.904605197854464	0.66561675516557
ENSG00000005483	4075.48081279255	0.00618406529532183	0.0116425813090258	0.531159296308946	0.595308396632055	0.842428247051543	0.619866387670791
ENSG00000005486	1120.02135896584	0.0111350670293466	0.0288870935000928	0.385468584068895	0.699890277862924	0.891660924783686	0.656092240979953
ENSG00000005513	736.681996681276	-0.0249127616016178	0.0334449892174153	-0.744887715157206	0.456339602287873	0.761032399459222	0.559974580629606
ENSG00000005700	2981.10254423709	-0.0158307412579433	0.0131722692997173	-1.20182338348359	0.229431963718448	0.575045801523192	0.423123945550257
ENSG00000005801	830.582221071291	-0.0294174880926249	0.0155382704817335	-1.89322795784818	0.0583275609388917	0.311140194200072	0.228939792692145
ENSG00000005810	13710.5167767127	0.0513948151858784	0.0210924707115449	2.43664271904133	0.0148243182573372	0.160839210821256	0.118346958279869
ENSG00000005812	2686.70444286431	-0.018597576684397	0.0149180311783855	-1.24665087919529	0.212525537199929	0.557192693569445	0.409987465886003
ENSG00000005844	26.0425671667379	0.111258118531676	0.078636485545539	1.41484093242246	0.157115139731462	0.490774969670062	0.361116698868254
ENSG00000005882	338.014100754419	-0.0502920658593116	0.030070581508106	-1.67246735304253	0.094432200340701	0.391160102380804	0.287819170964825
ENSG00000005884	498.365006033434	-0.000606141313458924	0.0184376536789138	-0.032875187050082	0.973774119962999	0.991819449772149	0.729789797176967
ENSG00000005889	2115.50551689544	0.00211593988706407	0.0138997526916931	0.152228599601532	0.879006637608993	0.960648193054035	0.706853702181765
ENSG00000005893	5214.58405522983	-0.040696318793987	0.031157653247261	-1.30614197645211	0.191504280383861	0.533784528742147	0.39276352470848
ENSG00000005955	1926.52689370031	0.0178875641301346	0.0156163612131995	1.14543739645413	0.252028014567167	0.59882939385327	0.440624129708468
ENSG00000005961	44.6877714695268	0.0560540670680622	0.0381071309841446	1.47096004397143	0.141301922824414	0.466770121035104	0.343453712302913
ENSG00000005981	68.6292617534916	-0.054396693687248	0.0503144961966413	-1.08113362547948	0.279637677825117	0.624400465663285	0.459439557570984
ENSG00000006007	1550.54050126839	-0.0201250555348335	0.0147491653727566	-1.36448775413466	0.172414105748223	0.510851080787572	0.375888884535631
ENSG00000006015	646.079371479494	-0.0241406039214341	0.0282072832210717	-0.85582874934231	0.392092510536333	0.715530564598097	0.526493915532639
ENSG00000006016	274.524819672004	-0.102076540966643	0.0448356377648071	-2.27668314884027	0.0228051535197763	0.196385058562183	0.144501917248756
ENSG00000006025	148.76952668693	0.0109601152340265	0.0196863915067037	0.556735612531849	0.577708081361815	0.831479570746911	0.611810251786836
ENSG00000006042	391.17449081449	-0.0364177185208922	0.0507686139336495	-0.717327413517478	0.473172096051795	0.774329019343833	0.569758354814473
ENSG00000006047	16.4874460400277	-0.0509001169209258	0.0551636720702526	-0.922710816932254	0.356157927297952	0.690781322631877	0.508283197564806
ENSG00000006062	83.5269307366382	0.114981469672994	0.0292618353000717	3.92940047997304	8.51579114584861e-05	0.0118126928707681	0.00869188715370734
ENSG00000006071	547.706200347493	-0.0436308120443525	0.0255629410143843	-1.70679938665122	0.0878593464824531	0.378814668363142	0.278735288016289
ENSG00000006114	1262.44276450586	0.0352286189044012	0.0137781681314995	2.5568434474146	0.010562674278271	0.138268651720504	0.101739335035445
ENSG00000006116	317.872642956363	0.0174460721260823	0.0349078231016998	0.499775424988696	0.617233216478472	0.853752352395667	0.628198767666159
ENSG00000006118	1698.41511818621	0.0434173706545178	0.0247276020464651	1.75582616433786	0.0791180953959599	0.360860086688787	0.265524143062906
ENSG00000006125	4613.64557942497	0.0295079851084105	0.0226873097709808	1.30063834832255	0.193382274234389	0.536209477585767	0.394547824184717
ENSG00000006128	389.127739022677	0.187078580911963	0.0545319646879731	3.43062242452494	0.000602198168118671	0.0316123624213407	0.023260664594806
ENSG00000006194	724.831377427991	-0.00799021516015218	0.0175155363657458	-0.45617873145913	0.648261458240081	0.870152979524427	0.640266498691824
ENSG00000006210	747.265602133828	-0.0184301614620654	0.0291682533144848	-0.631856877522149	0.527480403518459	0.806642822008451	0.593535145537871
ENSG00000006282	670.108811865179	-0.0354263197732574	0.0288334021461985	-1.2286555569693	0.219200975907896	0.564513117836143	0.415373900828442
ENSG00000006283	471.668874764003	-0.0579561969487044	0.031268232793424	-1.85351686907273	0.0638083105561834	0.324632197709726	0.238867331930343
ENSG00000006327	34.6311987250607	0.787486454619237	0.135191369327024	5.82497579941165	5.71208764147128e-09	1.48312508708306e-05	1.09129696613539e-05
ENSG00000006377	24.5898492668126	-0.0080433136551244	0.0447183973894005	-0.179865874554594	0.857257866388981	0.953247363919679	0.701408104604359
ENSG00000006432	1870.24577039079	0.0311868832988653	0.0261453977334378	1.19282497121778	0.232937928229862	0.578255750184186	0.425485855051824
ENSG00000006451	701.88410308342	0.0103143762158228	0.0175606534309774	0.587357199227449	0.55696383290981	0.8208442610256	0.603984693892995
ENSG00000006453	25.7861654889729	0.0206003711650622	0.0426926378540219	0.482527484844123	0.629431278527384	0.859691783320788	0.632569055112313
ENSG00000006459	922.213565388221	0.0315919191366006	0.0206925437862264	1.52672960187859	0.126828263319659	0.444454810837673	0.327033903529586
ENSG00000006468	1283.39349355654	-0.0186691409504346	0.0342133062272519	-0.545669010367785	0.585293477663042	0.835372687476282	0.614674842584049
ENSG00000006530	1035.30078113869	-0.0073233986092245	0.0138770140803465	-0.527735906789656	0.597682647734112	0.843947871292849	0.6209845410475
ENSG00000006534	37.9938160539743	0.00250695355107065	0.0382832316158763	0.0654843764555917	0.947788345416749	0.983704834216555	0.723818989040621
ENSG00000006576	864.612527896518	0.0040553464792021	0.0203078561422328	0.19969348072978	0.841720312708565	0.94686069918115	0.696708738439238
ENSG00000006607	592.535827208444	-0.0123261844809993	0.0211725801457596	-0.582176777517972	0.560447613777441	0.822712128938959	0.605359088139807
ENSG00000006611	126.464167698232	-0.108160992713595	0.056517687657581	-1.91375474115114	0.0556515009007776	0.30500485123263	0.224425351378406
ENSG00000006625	608.981056478055	0.0132005000822487	0.0236780827037136	0.557498689713521	0.577186754065565	0.83114571762295	0.611564599613269
ENSG00000006634	201.453046073136	-0.00703063088469592	0.0226670561479345	-0.310169562329185	0.756432015612792	0.916609078130336	0.674449319755706
ENSG00000006652	1385.99772647797	0.0602552871630042	0.031291787116427	1.92559430814268	0.0541550499871224	0.300046689534195	0.220777090779057
ENSG00000006695	181.510410778829	-0.0200325075411813	0.0189331665669057	-1.05806429528789	0.290026130931122	0.633118409579614	0.465854300217903
ENSG00000006704	185.180973084418	0.0486687930032665	0.0220281166213163	2.20939419560592	0.0271472344102354	0.214413643206677	0.157767514262523
ENSG00000006712	357.0048074569	0.0120392000259383	0.0298448018790537	0.403393531467465	0.686658744592995	0.885780690491558	0.651765510956267
ENSG00000006715	3572.85868488825	0.000918769091820892	0.0145617146270341	0.0630948425616841	0.949690981157703	0.984299461838027	0.724256521467888
ENSG00000006740	1140.44638315325	0.0462246216358221	0.0165095616103739	2.79986971954341	0.00511232349436549	0.0990601482631598	0.0728893605846302
ENSG00000006744	876.731349693372	0.0129632751845137	0.0163970469962419	0.790585962672719	0.429185640909959	0.741885174059224	0.545885877545213
ENSG00000006747	195.297109277389	0.333067022311246	0.119483646878031	2.78755320090991	0.00531077334271233	0.100638428667551	0.0740506737011193
ENSG00000006756	152.585471379461	0.00275628002577196	0.0257709719758542	0.106952893680317	0.9148263507121	0.973629123981725	0.716405189552842
ENSG00000006757	246.310761338839	-0.042059748492159	0.024984235669914	-1.68345147907836	0.0922877248067305	0.387192434371763	0.284899724656075
ENSG00000006831	1662.77489923766	0.00775977849822946	0.0296281436627294	0.26190565924624	0.793394176430579	0.929344573146948	0.683820213144877
ENSG00000006837	483.572396806408	-0.0180942334411788	0.0217981883846032	-0.830079689280941	0.406493729706181	0.725213839094755	0.533618957225003
ENSG00000007001	136.016323441219	0.0430187432363384	0.0310577628937145	1.38512047321491	0.16601563267126	0.5036413331782	0.370583886487096
ENSG00000007047	361.826799829168	0.0378573418778878	0.0214467431240928	1.76517906046815	0.0775336766520763	0.358235767383152	0.263593144982331
ENSG00000007062	114.140969817194	0.0110853916033815	0.0373534037269107	0.296770588416154	0.766641661440517	0.920891416735552	0.677600303559121
ENSG00000007080	206.77446905413	0.0308247488336193	0.0299633112825455	1.02874974474452	0.303597287716346	0.644974828407677	0.474578361329797
ENSG00000007129	25.8120940797924	0.0813232091760436	0.0833262649929078	0.975961291232306	0.329083646972996	0.668522510825235	0.491904960822725
ENSG00000007168	13355.222668139	0.00835262330198751	0.0163787458157937	0.509967209695216	0.610074434342045	0.850813587890945	0.626036397940153
ENSG00000007171	107.29290868212	-0.0151036438854035	0.0374427084932976	-0.403380110392043	0.686668616316391	0.885780690491558	0.651765510956267
ENSG00000007174	262.520164763399	-0.0244744987383955	0.0231961118705234	-1.05511211857435	0.291374050221864	0.634515373560874	0.466882199056529
ENSG00000007202	2334.40361200006	-0.00536781003722414	0.0188212525759664	-0.28519940506396	0.775491376132772	0.922354658830991	0.678676970438659
ENSG00000007237	9754.26805600697	0.00673017583394205	0.0245240430973976	0.274431740607087	0.783752853491654	0.926028605187264	0.681380293676371
ENSG00000007255	98.6769758178177	-0.0319858732685291	0.0357939391645643	-0.893611432971169	0.371529827087794	0.70147335795285	0.516150494672253
ENSG00000007264	671.329993549514	-0.00973179729976675	0.0240847689733339	-0.404064382371347	0.6861653757726	0.885578061188353	0.651616414466858
ENSG00000007341	852.18031805426	-0.0136948897661844	0.0166208742287464	-0.823957246634993	0.409963850910773	0.727252676462307	0.535119152355563
ENSG00000007372	630.660674577728	-0.0298185845475134	0.0264700075782044	-1.12650457161433	0.259952006622425	0.605787077440981	0.445743656750878
ENSG00000007376	175.550379588167	-0.0428179175427007	0.0237144445837591	-1.80556274010417	0.0709866671294615	0.343979215917773	0.253103044385138
ENSG00000007384	81.257612393056	0.024696941485422	0.0315159981638138	0.783631898855061	0.433256132829727	0.744502937915207	0.547812052066144
ENSG00000007392	1217.0975681515	-0.0238056409489447	0.0190072061255065	-1.25245345327207	0.210404679139479	0.555045165701944	0.408407295294253
ENSG00000007402	258.540851463877	-0.0177633132157648	0.0239172549975529	-0.742698659088689	0.457664141768874	0.761767769286503	0.560515672455568
ENSG00000007516	1760.24093150199	0.104289249938773	0.0375362857073224	2.77835827316362	0.0054634341278866	0.101586644589004	0.0747483796244664
ENSG00000007520	253.379379301463	-0.0275771920393901	0.0304602681926142	-0.905349613634616	0.365280200108666	0.696838102217028	0.512739831225306
ENSG00000007541	511.16252110521	-0.0650303183556348	0.0264292948465645	-2.46053928919288	0.0138728381588503	0.155885707916854	0.114702125663661
ENSG00000007545	208.36746308995	0.0254334863847188	0.0207862281701409	1.22357390559455	0.22111300839252	0.5667290157324	0.417004378710929
ENSG00000007866	22.4351243141202	0.103537679648299	0.054712986018565	1.89237852259	0.0584405655244939	0.311310687217597	0.229065243009446
ENSG00000007908	84.3374762617508	0.37032247023556	0.174524941911302	2.121888517366	0.0338471009309885	0.239777727253117	0.176430638640739
ENSG00000007923	552.142614480264	-0.00954701417584207	0.0190080610507354	-0.502261337984954	0.615483701244855	0.853325387343265	0.627884602886404
ENSG00000007933	21.4380870053055	0.000697740877735547	0.0559035370188224	0.0124811579900682	0.990041735288047	0.997179094388432	0.733733472569052
ENSG00000007944	455.134676076271	0.00794892886759527	0.0257004534650337	0.309291385788584	0.757099883098886	0.916609078130336	0.674449319755706
ENSG00000008018	2113.09600449209	-0.0238075433584176	0.0233998752320948	-1.01742180769253	0.30895281210624	0.648668628090807	0.477296292826486
ENSG00000008056	1695.36429183241	0.0247109624571785	0.0364851970091789	0.677287351661052	0.49822365437554	0.789634994462782	0.581020630907385
ENSG00000008083	654.83973432458	0.0266407537154681	0.0179138867751108	1.48715653112659	0.136973473754137	0.459498659040605	0.338103304246926
ENSG00000008086	2098.84448070586	0.00760616087460657	0.0215535253571946	0.352896370712164	0.724166131768848	0.902974280735943	0.664416711474744
ENSG00000008118	687.771998763587	0.0378348316647703	0.0313539468953764	1.20670076373541	0.227547404862664	0.573526276645551	0.42200586528624
ENSG00000008128	28.401428859629	0.0155717723846676	0.0473975890056747	0.328535115632217	0.742507097912868	0.910859609015209	0.67021880794192
ENSG00000008130	568.058040192084	0.000686425846523908	0.0156560567600701	0.0438441081968097	0.965028667612366	0.989201969542695	0.727863831351023
ENSG00000008226	45.7031483563134	-0.0169871989361477	0.0413917718872777	-0.410400380597598	0.681512267135469	0.883382941143767	0.650001225117138
ENSG00000008256	1071.85602719453	-0.0298702634036878	0.0181482586825382	-1.64590244861498	0.0997838447564309	0.401022679667756	0.295076145285645
ENSG00000008277	7061.49619343941	0.0222241136070112	0.0181916267779523	1.2216671921802	0.221833507756323	0.567522098556167	0.417587936286084
ENSG00000008282	535.968728755144	-0.0403925216366682	0.0303495414460776	-1.33091044253285	0.183218480797618	0.522820285356332	0.384695934424209
ENSG00000008283	691.057207146556	-0.00206829427533005	0.0281204311374835	-0.0735513003060999	0.941367422843685	0.981998563799293	0.72256349970531
ENSG00000008294	9184.40727559914	0.00977402554009588	0.0129544897707699	0.754489425137353	0.450555392848082	0.756896918445144	0.556931655981187
ENSG00000008300	1198.22193808093	-0.0105556428634976	0.0192124497894745	-0.549416809369126	0.582719440998696	0.833808627442241	0.613523992945763
ENSG00000008311	832.349983639736	0.003624771422165	0.0249888897998628	0.145055320632327	0.884667194072733	0.962098516161831	0.707920863152365
ENSG00000008324	193.240814344859	0.0538341660486056	0.0252862095637656	2.1289931143238	0.0332548300931343	0.23766968172705	0.174879519515921
ENSG00000008382	106.859675172611	0.00449620729767035	0.0275092027176967	0.163443751671434	0.870169057151093	0.957648902547503	0.70464679687159
ENSG00000008394	539.775249557366	0.0162384159936025	0.045594553268813	0.356148154317145	0.721729616397236	0.901858335276854	0.663595588627803
ENSG00000008405	400.649671211277	0.0680598131426253	0.0282573658628345	2.40856891873778	0.0160152021763506	0.167931108811051	0.123565241503456
ENSG00000008438	22.2292013932008	-0.051354155511672	0.0428289892065977	-1.19905130760735	0.230507995858914	0.576214552418843	0.423983923119041
ENSG00000008441	1615.85109742398	-0.027286218738945	0.0234707721374532	-1.16256161404266	0.245007412590833	0.590575516300736	0.434550851324613
ENSG00000008513	634.098003497081	-0.00146036705853104	0.0206494914527978	-0.070721696070301	0.943619253103074	0.982380078879023	0.72284422198064
ENSG00000008517	17.0091946579531	0.0562903054207711	0.100588379287917	0.559610422389348	0.575745194286382	0.830460109549355	0.611060122939529
ENSG00000008710	3923.64772812236	-0.0069938326645423	0.0205184398741714	-0.340855966995138	0.733212015031158	0.907586719570544	0.667810586037668
ENSG00000008735	2882.64727103418	-0.015426251797077	0.0235340321308245	-0.655486986306609	0.512154262439336	0.798292303952202	0.58739075818996
ENSG00000008838	690.719518301699	-0.00633002307394916	0.0189855586390644	-0.333412526557139	0.738822908763689	0.909710989005483	0.669373642862606
ENSG00000008853	924.89317143935	0.0223540149410628	0.0290012657972053	0.770794457641118	0.440828772910328	0.750930917180484	0.552541817836862
ENSG00000008869	2389.87713769819	-0.0134904248705432	0.0128645278727253	-1.04865293184563	0.294337884592371	0.635915784972449	0.467912634545824
ENSG00000008952	6227.25072935407	0.0132004192128928	0.0139885657458031	0.943657802577308	0.345344544008104	0.681250937639066	0.501270653363823
ENSG00000008988	5073.05135118114	-0.00733140683055129	0.0289886937525734	-0.252905732597919	0.80034105948083	0.931780755033832	0.685612777996801
