Astro	Exc	Inh	Micro	Oligo	OPC
ENSG00000005513	0.425245982804498	0.462228026195079	0.364627997498885	0.203568608083034	0.105824940237204	0.408024045028919
ENSG00000005700	0.220996551974623	0.958168904801343	0.452759688465572	0.54759041578285	0.217461143300446	0.247324117343066
ENSG00000005801	0.735057631272002	0.209640063297354	0.577804651296561	0.52733457995961	0.124921094505471	0.349617779719727
ENSG00000005810	0.659301547654219	0.976598373811195	0.416446907490092	0.410972145859686	0.281985603904389	0.85101663334882
ENSG00000005812	0.245664866875943	0.495500237879551	0.160515674220362	0.629921726760436	0.21739059504244	0.205084403246268
ENSG00000005844	0.633652280351307	0.97804743476493	0.975868436546388	0.600785990912267	0.923256386918805	0.761759515732912
ENSG00000005882	0.336598312619655	0.338015990877142	0.363785793802586	0.418510666557612	0.204875698838104	0.563790293407361
ENSG00000005884	0.474326620022281	0.817159183644991	0.923069354797698	0.877863360944633	0.405789455518238	0.522497584322449
ENSG00000005889	0.972675434359959	0.848403878612345	0.433731620120545	0.515846675897693	0.150928711573171	0.762721023954838
ENSG00000005893	0.716508076988118	0.931113448274713	0.608204162150268	0.389454420250457	0.180308393483962	0.593247001343454
ENSG00000005955	0.576877823375468	0.453515433656549	0.80020797093734	0.681775387929548	0.858345242331835	0.983676370361777
ENSG00000005961	0.755892139194346	0.86508327115592	0.886501169030584	0.793475728370959	0.623164670816886	0.876376999370446
ENSG00000005981	0.618281807966602	0.957878508478948	0.313299016409901	0.321160402528543	0.0700228953808917	0.371785078677598
ENSG00000006007	0.626155992420211	0.211285505316692	0.580396207010824	0.890321007612587	0.377010936978205	0.674897785789277
ENSG00000006015	0.357383697092152	0.0778098661524702	0.019113292634424	0.140546183659161	0.42003000507088	0.0897248526399726
ENSG00000006016	0.710752433946817	0.256202014799407	0.38389496981245	0.695315152444883	0.822045138090204	0.837661119959402
ENSG00000006025	0.690835317663987	0.417409994852769	0.54367350301105	0.378065242012152	0.554558820387652	0.785819812446027
ENSG00000006042	0.703509432271489	0.528167346452154	0.442727815926631	0.688932507321778	0.0780022025904646	0.945276285398495
ENSG00000006047	0.88727627902518	0.977324217634837	0.90560044397685	0.727516321582403	0.717520414221326	0.95950827178926
ENSG00000006062	0.352825346454613	0.416142977947871	0.202602436061312	0.436452196076772	0.0026987750779529	0.890879628684993
ENSG00000006071	0.173174347181452	0.0588917901894177	0.317648570897917	0.972332566474262	0.230590846732727	0.15981373764182
ENSG00000006114	0.710943185577354	0.85716716849549	0.518843185339884	0.459809424327095	0.129807521313918	0.851603787775123
ENSG00000006116	0.953241490241461	0.884866744386554	0.964183044531175	0.818903188781839	0.534707881371763	0.562069935006177
ENSG00000006118	0.796377675393325	0.498351554005033	0.155521806305686	0.128268011437275	0.141200138901337	0.369344314349411
ENSG00000006125	0.463172485203534	0.556315388587439	0.814159321723303	0.317667330304268	0.369776474144563	0.617106154921796
ENSG00000006128	0.743838523747094	0.867549170517268	0.711010882854266	0.50400233254501	0.489832820392439	0.896552471531476
ENSG00000006194	0.878568032021875	0.697740089068805	0.913549768054392	0.9937195603836	0.733670488760112	0.87539483147414
ENSG00000006210	0.624655738731035	0.918948368077612	0.814649462866846	0.888654207476037	0.971704159611694	0.592163844718496
ENSG00000006282	0.982200807435114	0.329692612101758	0.669667991254298	0.279285964631472	0.918782281876672	0.9032138725265
ENSG00000006283	0.914314402794617	0.985305011788034	0.819984908223689	0.556855794436219	0.961408853568069	0.670960571407069
ENSG00000006327	0.721202046103395	0.241237669125307	0.178055919453634	0.978303254696281	0.881612327618035	0.583633926069298
ENSG00000006377	0.923493829499118	0.70753668961852	0.684298625551374	0.831446244556323	0.902778658182123	0.680978661148391
ENSG00000006432	0.295115306286274	0.252742068195607	0.743862692326722	0.532701157209174	0.415689295605629	0.612569133212543
ENSG00000006451	0.52825189067283	0.580389288187162	0.787866633183773	0.239486867915406	0.676175484654538	0.455910099983462
ENSG00000006453	0.827170843746786	0.712360609831199	0.68054750408452	0.948971988179421	0.421925295797424	0.459079504259067
ENSG00000006459	0.832906810029085	0.58213152087601	0.956007043674317	0.367964684597589	0.614764957499931	0.648206211106511
ENSG00000006468	0.454959495271032	0.804876414138775	0.581351921565718	0.58946370194779	0.0262891808309112	0.261456221889306
ENSG00000006530	0.795600580430873	0.421972501673998	0.954217836073375	0.579872306821253	0.480456399126307	0.626526868913966
ENSG00000006534	0.682451545187843	0.583547964378401	0.661376952987679	0.792492578613348	0.67700228432278	0.560018806018118
ENSG00000006576	0.887261530568537	0.583849993176836	0.796139147935152	0.606889096903695	0.384140716009443	0.750957021126262
ENSG00000006607	0.351279271323789	0.214731130944076	0.504442756064886	0.280905939353234	0.0708260369617762	0.392180175683545
ENSG00000006611	0.0753504960001081	0.161171335254003	0.388958081004432	0.122358470644617	0.571835820118404	0.345507007250267
ENSG00000006625	0.239787156695469	0.409938261433437	0.489447739654566	0.0297176872667838	0.741973256340914	0.40138057354284
ENSG00000006634	0.647054276576873	0.228330237876685	0.814386207406566	0.978678211483345	0.730347355879558	0.849314424513381
ENSG00000006652	0.381495446678423	0.62940136033339	0.943631065552485	0.432706592332011	0.128638393152421	0.313472109089276
ENSG00000006695	0.654122455312611	0.656304803540485	0.837207011805548	0.773891187686067	0.426096928967161	0.832839930776773
ENSG00000006704	0.235704845673826	0.446800079006684	0.806758910021512	0.324989945109097	0.597110146058734	0.661576837627804
ENSG00000006712	0.323037592341136	0.841035066425181	0.544807923581948	0.375104910950841	0.473942956098123	0.352106034220832
ENSG00000006715	0.788415281451867	0.93051711454633	0.397364056647717	0.760771288396444	0.0385161360155319	0.900669189680743
ENSG00000006740	0.262023712524127	0.188267529858487	0.871876668663928	0.326600043943687	0.143157523708162	0.559609919808332
ENSG00000006744	0.995292993978885	0.665120928557252	0.729660524467692	0.913232991710187	0.661440794345709	0.757982684995898
ENSG00000006747	0.308528462721849	0.790634418257249	0.333937942604128	0.995666700191652	0.865604469248788	0.0214515479963665
ENSG00000006756	0.294136140931726	0.471138047036732	0.597026408261971	0.016487994644893	0.0849096056216785	0.490473562786814
ENSG00000006757	0.366510256007345	0.853824294602273	0.652168211328406	0.225972036397444	0.924877898692586	0.37900275170022
ENSG00000006831	0.864203066362192	0.960788842146707	0.864018930961773	0.369935025052277	0.442923744930492	0.941568314295085
ENSG00000006837	0.386528137546328	0.956493614364624	0.349601612555256	0.932554230385918	0.506913683040468	0.117324561253037
ENSG00000007001	0.91822198787141	0.698403505028921	0.685367023641035	0.852340597532851	0.157826051577426	0.91524404991632
ENSG00000007047	0.85820943039593	0.279461596923167	0.459585726961652	0.373936667717873	0.401723909369719	0.799384893542247
ENSG00000007062	0.155389614871583	0.161239130104806	0.661866250217648	0.640509066512437	0.686755606012487	0.387681225493888
ENSG00000007080	0.698586793975037	0.890592282514359	0.329873241826331	0.473745497080569	0.3121656219145	0.471520875992086
ENSG00000007129	0.484465101749523	0.483538340874583	0.382440343460103	0.716414262743321	0.539845180230904	0.74654115973216
ENSG00000007168	0.657077379775019	0.764709307119741	0.340478160875892	0.627676386260959	0.0578498945539453	0.653931170053039
ENSG00000007171	0.246355638946653	0.330876102464521	0.871557243807483	0.799177460048333	0.490243489300925	0.177170705530536
ENSG00000007174	0.365724529032865	0.788438884629612	0.966865188626089	0.584334992743535	0.639345949175636	0.368523650786187
ENSG00000007202	0.296858196016172	0.599908564604831	0.964572811779095	0.323809021574913	0.557132668239142	0.487283585364744
ENSG00000007237	0.318232517777476	0.662090248522137	0.746225770458414	0.422733567839449	0.730031141211337	0.470080352924539
ENSG00000007255	0.101908264317841	0.428072121599211	0.226617393750508	0.930495046517688	0.221712689244718	0.0907318685966233
ENSG00000007264	0.19196385925494	0.81485018689727	0.383225762124248	0.762227252288302	0.290350355241888	0.110568064597768
ENSG00000007341	0.694181663477339	0.671593102374228	0.776662887409274	0.797384529633116	0.335622417215381	0.396635835676393
ENSG00000007372	0.412879577128563	0.736751762367001	0.973627087189786	0.398741337964176	0.578989245772201	0.369293183238465
ENSG00000007376	0.621381887816387	0.726822400049432	0.205559259343658	0.795509065113257	0.314873107991288	0.453331105853138
ENSG00000007384	0.703385098573468	0.638514090218876	0.942014826261795	0.469322073817844	0.765135309599987	0.504281340022035
ENSG00000007392	0.859388680047903	0.42661962085763	0.684879548910039	0.803002157145805	0.507646652832487	0.889175968548008
ENSG00000007402	0.587744681652585	0.948583322744675	0.709883467620953	0.500847740163822	0.762785404409389	0.733909136230205
ENSG00000007516	0.320743143484127	0.634937606834596	0.574796394589832	0.446505890088861	0.300014326456547	0.23775883538959
ENSG00000007520	0.323917564446785	0.474845524904751	0.70561801335014	0.933130134329814	0.748839908676844	0.0873399364378561
ENSG00000007541	0.130226214692755	0.621855459827293	0.739746311205313	0.405185524391066	0.124498021735208	0.330447420035387
ENSG00000007545	0.655543119200128	0.88592364455063	0.814728432129552	0.65861789748671	0.677178009803645	0.781936902340696
ENSG00000007866	0.492355874205395	0.639157830123292	0.409331724342897	0.174315463989216	0.934206287571248	0.97167327820338
ENSG00000007908	0.0959534018365068	0.744711585027587	0.29180984976709	0.756233482860386	0.265931484469593	0.815507422651325
ENSG00000007923	0.433717789242115	0.384699665565308	0.523702741826351	0.366616614826426	0.762703936146695	0.650376178048492
ENSG00000007933	0.12373654640079	0.614641678335372	0.519001705058477	0.255705757255964	0.818368706676262	0.0961677315807995
ENSG00000007944	0.269798520954583	0.598287489706244	0.745980816890241	0.497151889187475	0.0382024188780632	0.146551150334202
ENSG00000008018	0.664453825086596	0.559767832092973	0.585430773424086	0.735734472142715	0.419101996697302	0.951766966425143
ENSG00000008056	0.893823384204499	0.916818867500364	0.629009018615244	0.182959190097385	0.364282667371503	0.446976088131177
ENSG00000008083	0.3305725072795	0.0575488713232166	0.201096442482456	0.797822805867602	0.599367658860236	0.348297703544647
ENSG00000008086	0.508301101751511	0.926301215685458	0.79416985725807	0.444563063108773	0.896713311197587	0.674747678232397
ENSG00000008118	0.759578548592416	0.365887098128527	0.756221021081309	0.304463158355237	0.094652626565605	0.971618680161729
ENSG00000008128	0.854824499994808	0.881747997549893	0.834720356795609	0.495713648930072	0.953882057625306	0.756041616812578
ENSG00000008130	0.759969131944095	0.361032337404352	0.86739057721095	0.675913976909843	0.277437361920793	0.895256026623517
ENSG00000008226	0.825935703873499	0.672037122988168	0.936557794337678	0.776308633123416	0.840567611262627	0.932765115336714
ENSG00000008256	0.792346343430462	0.476088597250915	0.70364483270025	0.996690201130121	0.961714176031938	0.513771112906943
ENSG00000008277	0.822289611097256	0.978495214588428	0.314895582115508	0.819482916288649	0.216744834473478	0.81582691492841
ENSG00000008282	0.140722141766442	0.245627098501626	0.337744734189959	0.64639258479818	0.386072405160807	0.507999784607769
ENSG00000008283	0.399928971970492	0.884472767050996	0.427495920702816	0.841044239257335	0.198028011770675	0.447131162063782
ENSG00000008294	0.99985229243718	0.64320149210733	0.869761944096875	0.858669098947458	0.283629585716612	0.888641973348484
ENSG00000008300	0.946622697674697	0.623697814146126	0.985549764652092	0.44614861233006	0.250481284320172	0.827514119289531
ENSG00000008311	0.338375520112286	0.0551198562837397	0.209287995199219	0.234958136224022	0.0764355690574131	0.665567299073991
ENSG00000008324	0.47098389346898	0.412575954864783	0.134839352052812	0.542483145956538	0.965135378577283	0.527455258297864
ENSG00000008382	0.280843795265913	0.477829224046394	0.165353817366581	0.885690790570297	0.837140574235222	0.104180660218027
ENSG00000008394	0.119012235694146	0.196750646764086	0.838110140534358	0.611961551349707	0.78621218364778	0.525151373451469
ENSG00000008405	0.217731766513749	0.441189079071952	0.715129808016151	0.725300328063343	0.757410051159399	0.398399073831614
ENSG00000008438	0.330609486781154	0.80805649040357	0.659676625386814	0.664048202086385	0.980228047663392	0.105082136867158
ENSG00000008441	0.864546045985672	0.570388372118781	0.341769168915223	0.353222773786383	0.223473044219313	0.904854700260044
ENSG00000008513	0.952129109437658	0.166330215797213	0.157717031774644	0.910233517146431	0.364630446195412	0.5587712215451
ENSG00000008517	0.991254835573339	0.75849946798466	0.850458389986216	0.702560767092028	0.753039482986922	0.880227250719032
ENSG00000008710	0.882320471548855	0.940757871041042	0.242151693971707	0.762630660626223	0.089521097649019	0.875769159532971
ENSG00000008735	0.469010539385257	0.358761802818673	0.185403788890251	0.178382506903432	0.129371298774586	0.462432794027907
ENSG00000008838	0.743042691336889	0.362327122363446	0.962164660895641	0.550245841749892	0.347646859374308	0.644015669091555
ENSG00000008853	0.67552353767488	0.257354559705572	0.331849347717927	0.842746799371648	0.457387326019586	0.521944695412878
ENSG00000008869	0.581672214387	0.76136071510083	0.512369103928367	0.62389976423951	0.0676201356533171	0.527296589341714
ENSG00000008952	0.448126927217305	0.799487438449781	0.173335363553622	0.875933466665205	0.206323593258883	0.220384530712201
ENSG00000008988	0.893894282078546	0.791699841916297	0.933559991900015	0.563322557503063	0.907232900836799	0.83718200358632
ENSG00000009307	0.408959988270092	0.288758708538935	0.892339691386504	0.407496729412575	0.341849730680414	0.728536924072327
ENSG00000009335	0.903178497870297	0.691230788597431	0.502128370752864	0.704621913822576	0.0787183375022414	0.820857376755379
ENSG00000009413	0.462771429508679	0.200717470028589	0.557096310999495	0.829169364296057	0.698331342548925	0.837250834462783
ENSG00000009694	0.82859977764642	0.418515844728006	0.695123181245717	0.675530035160042	0.290181988694373	0.981621371942239
ENSG00000009709	0.922099774706725	0.893958090923354	0.840653504000845	0.191396979330383	0.631234469345404	0.264675346380692
ENSG00000009724	0.880545276081815	0.869585247651259	0.96928766806942	0.258733669781295	0.45784567963415	0.716108561881243
ENSG00000009780	0.666991891072573	0.847702517343239	0.571700789843743	0.961675498553154	0.131925905618502	0.737511106844406
ENSG00000009790	0.678899935877482	0.505858131328551	0.884964424040612	0.775863429814393	0.69259108029074	0.311495469070488
ENSG00000009830	0.742492109819432	0.695619983274701	0.760967008193092	0.960355738395352	0.322270760213564	0.402848943642604
ENSG00000009844	0.62657534364622	0.644636861850764	0.115750855157445	0.717164956299809	0.111487919974459	0.514260308172781
ENSG00000009950	0.538650787351755	0.707282550763846	0.325034567152518	0.36912278993677	0.403816139176279	0.268722410991358
ENSG00000009954	0.598879055161491	0.402598285877428	0.651449066718411	0.733359635627492	0.984675679817796	0.847355196348053
ENSG00000010017	0.91177872224326	0.799524178222862	0.614722189596571	0.508501420522437	0.203125574451095	0.96239533820221
ENSG00000010072	0.792036461366464	0.528717899992069	0.881547495871548	0.390945547218533	0.106830592362376	0.590136356538927
ENSG00000010165	0.726743821363173	0.525772120904857	0.811881781912443	0.682125914089943	0.177156618232885	0.928092554381359
ENSG00000010219	0.739661465875868	0.366226958442089	0.979259362161807	0.674353381519014	0.616156532368135	0.752599758748009
ENSG00000010244	0.498452952146617	0.885084801724119	0.483538746987385	0.597213024623844	0.295569561247893	0.282202730337309
ENSG00000010256	0.419895538818213	0.610655372490562	0.727956978174137	0.335017999397629	0.117182416047134	0.436235941894908
ENSG00000010270	0.565912395728642	0.681540214899296	0.65183686178135	0.562010128432678	0.258805003436875	0.57480875882805
ENSG00000010278	0.512755204283245	0.612223330400598	0.750308107670303	0.149435402507798	0.962096536489104	0.339245738110796
ENSG00000010282	0.503288780359698	0.0622152323830381	0.127753714066001	0.104795617855439	0.0665489798180151	0.805891570811607
ENSG00000010292	0.107752669025956	0.0295428962812156	0.215789372089764	0.640906073274789	0.14571494148363	0.20945469699317
ENSG00000010295	0.772737810191218	0.746721838753912	0.653510927294608	0.92286871923694	0.422437250870512	0.699136636873868
ENSG00000010318	0.921382752748365	0.198384218830912	0.321595125422867	0.858913799740322	0.99083813435253	0.929893657034238
ENSG00000010319	0.322095170064539	0.616427626130052	0.975726980319668	0.441392698706866	0.774610472180837	0.114601233541188
ENSG00000010322	0.666892030558698	0.916793826431422	0.65388256499934	0.601479715318477	0.538414760181909	0.496621145649133
ENSG00000010327	0.690034572496554	0.679993685354254	0.759777864328336	0.741469404099771	0.339355949174323	0.264324109657577
ENSG00000010361	0.582116249032252	0.378387721736459	0.207803173076497	0.524783627972387	0.576577048953072	0.359184355291191
ENSG00000010379	0.99840943875827	0.152630023935191	0.0629119699318116	0.302525465047371	0.46216503221867	0.707765024681258
ENSG00000010404	0.395000987526988	0.966775770057244	0.936295561909659	0.325613405684633	0.715051709276565	0.114044335835412
ENSG00000010438	0.827230804332817	0.923496543036661	0.862609772864065	0.730189527256992	0.553033854576245	0.772430372634061
ENSG00000010539	0.506576479483747	0.638822385779152	0.687145117877068	0.356737440983319	0.200483824593653	0.1054494660133
ENSG00000010610	0.272260304771259	0.621765537060332	0.758779779577939	0.696388637021923	0.306656238089757	0.122291705060091
ENSG00000010626	0.542849232153099	0.51044601349439	0.682000214798219	0.774585309473813	0.939052851084145	0.761884844973569
ENSG00000010671	0.847643012889497	0.135816145352979	0.32449315740977	0.194509709704321	0.46291387042925	0.699800539507701
ENSG00000010704	0.749765834453846	0.873909415919168	0.963593349157042	0.0735517897306608	0.0642760474484747	0.352374839287205
ENSG00000010803	0.408880295465517	0.557315638601787	0.75073700180539	0.621909764004464	0.516304140331458	0.275507677077229
ENSG00000010810	0.349752051093741	0.173827740153735	0.640102781840562	0.774110419449752	0.724854983173671	0.77749840470323
