n,DE_pattern,DE_pattern_index,replicate,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,power_ct1,power_ct2,power_ct3,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3
50,3_3_1,2,1,TOAST_TPM_without_RIN,0.08225,0.0294985250737463,317,12,0,326,13,0,0.3945,0.1105,0.031,0.025875,0.02375,0.023125
50,3_3_1,2,1,csSAM,0.0545,0.043859649122807,205,13,0,215,13,0,NA,NA,NA,NA,NA,NA
50,3_0.333_1,3,1,CARseq_with_RIN,0.1825,0.077117572692794,728,2,0,789,2,0,0.555,0.051,0.0425,0.0505315822388993,0.0367729831144465,0.0487804878048781
50,3_0.333_1,3,1,CARseq_without_RIN,0.10275,0.0214285714285715,410,1,0,419,1,0,0.4535,0.025,0.021,0.0295077850326469,0.0207182320441989,0.0247363134103466
50,3_0.333_1,3,1,CIBERSORTx_with_B_mode,0.22675,0.426675094816688,875,32,580,930,33,619,0.449,0.0265,0.316,0.0350615441999254,0.0178963893249608,0.0448759439050701
50,3_0.333_1,3,1,CIBERSORTx_with_B_mode_without_RIN,0.2235,0.417589576547231,858,36,568,893,36,606,0.4415,0.0265,0.3105,0.0210742260350615,0.0194662480376766,0.0422869471413161
50,3_0.333_1,3,1,CIBERSORTx_without_B_mode,0.29775,0.419590643274854,1136,55,733,1214,55,783,0.5805,0.041,0.3955,0.03905181583346,0.0151959477472674,0.0452186805040771
50,3_0.333_1,3,1,CIBERSORTx_without_B_mode_without_RIN,0.29,0.412955465587045,1105,55,717,1150,55,771,0.573,0.04,0.387,0.025072177480626,0.0149293521727539,0.04058561897702
50,3_0.333_1,3,1,TOAST_with_RIN,0.18625,0.0825123152709359,745,0,0,812,0,0,0.5625,0.064,0.05,0.052,0.034375,0.047125
50,3_0.333_1,3,1,TOAST_without_RIN,0.12125,0.041501976284585,485,0,0,506,0,0,0.486,0.033,0.0335,0.0405,0.01575,0.027125
50,3_0.333_1,3,1,TOAST_TPM_with_RIN,0.1085,0.0805084745762712,434,0,0,472,0,0,0.461,0.0585,0.0495,0.05175,0.042375,0.045
50,3_0.333_1,3,1,TOAST_TPM_without_RIN,0.04475,0.0218579234972678,179,0,0,183,0,0,0.3605,0.0365,0.0375,0.02675,0.02175,0.034
50,3_0.333_1,3,1,csSAM,0.02975,0,119,0,0,119,0,0,NA,NA,NA,NA,NA,NA
50,1_3_1,4,1,CARseq_with_RIN,0.0735,0.0925925925925926,0,147,0,2,160,0,0.047,0.2285,0.039,0.0471308913614202,0.0362545318164771,0.0407550943867983
50,1_3_1,4,1,CARseq_without_RIN,0.0325,0.0441176470588235,0,65,0,0,68,0,0.046,0.1615,0.0215,0.0421951525806857,0.0263719703629285,0.021599899535351
50,1_3_1,4,1,CIBERSORTx_with_B_mode,0.128,0.537070524412297,123,256,144,133,264,156,0.1325,0.1655,0.1555,0.0347717546362339,0.0145324924595558,0.0354229282954058
50,1_3_1,4,1,CIBERSORTx_with_B_mode_without_RIN,0.115,0.470046082949309,82,230,105,88,236,110,0.117,0.153,0.1405,0.0272824536376605,0.0137098985467508,0.0377844568484328
50,1_3_1,4,1,CIBERSORTx_without_B_mode,0.118,0.61437908496732,192,236,148,213,240,159,0.1875,0.158,0.181,0.0379978635739356,0.00944841675178754,0.0329791132282888
50,1_3_1,4,1,CIBERSORTx_without_B_mode_without_RIN,0.1025,0.558189655172414,136,205,100,147,210,107,0.1645,0.148,0.158,0.0302151686250572,0.0107252298263534,0.0291315500183217
50,1_3_1,4,1,TOAST_with_RIN,0.0395,0.217821782178218,0,79,0,0,101,0,0.0345,0.179,0.0225,0.033625,0.0685,0.023375
50,1_3_1,4,1,TOAST_without_RIN,0.0175,0.0277777777777778,0,35,0,0,36,0,0.056,0.176,0.0165,0.047875,0.0715,0.01575
50,1_3_1,4,1,TOAST_TPM_with_RIN,0.037,0.0975609756097561,0,74,0,0,82,0,0.05,0.1835,0.059,0.04825,0.0505,0.054625
50,1_3_1,4,1,TOAST_TPM_without_RIN,0.027,0.0526315789473685,0,54,0,0,57,0,0.058,0.1635,0.0415,0.05525,0.04275,0.03475
50,1_3_1,4,1,csSAM,0.011,0.0434782608695652,0,22,0,0,23,0,NA,NA,NA,NA,NA,NA
50,4_1_1,1,1,CARseq_with_RIN,0.5405,0.0792163543441227,1081,0,0,1174,0,0,0.6865,0.034,0.0425,0.0462615653913478,0.0436359089772443,0.0477619404851213
50,4_1_1,1,1,CARseq_without_RIN,0.403,0.0347305389221557,806,0,0,835,0,0,0.6115,0.033,0.042,0.0287724588516145,0.038698328935796,0.0481216233195125
50,4_1_1,1,1,CIBERSORTx_with_B_mode,0.63,0.295695919508105,1260,126,264,1379,135,275,0.6325,0.0695,0.143,0.043042270904042,0.0196491228070175,0.0307546723444523
50,4_1_1,1,1,CIBERSORTx_with_B_mode_without_RIN,0.621,0.278326554328879,1242,119,262,1330,122,269,0.628,0.069,0.142,0.0350200555384141,0.0147368421052632,0.0293352259285545
50,4_1_1,1,1,CIBERSORTx_without_B_mode,0.7235,0.313241575700048,1447,156,350,1576,168,363,0.7275,0.0875,0.191,0.0408249752789942,0.0172711571675302,0.0295920524202071
50,4_1_1,1,1,CIBERSORTx_without_B_mode_without_RIN,0.714,0.301369863013699,1428,154,350,1517,163,364,0.723,0.0875,0.189,0.0353157225596836,0.0127374784110535,0.0295920524202071
50,4_1_1,1,1,TOAST_with_RIN,0.2245,0.0606694560669456,449,1,0,476,2,0,0.4785,0.089,0.05,0.0375,0.093625,0.042625
50,4_1_1,1,1,TOAST_without_RIN,0.155,0.0342679127725857,310,0,0,321,0,0,0.447,0.1085,0.066,0.023875,0.116375,0.07225
50,4_1_1,1,1,TOAST_TPM_with_RIN,0.3665,0.0721518987341773,733,0,0,790,0,0,0.571,0.0575,0.0585,0.041125,0.05,0.043875
50,4_1_1,1,1,TOAST_TPM_without_RIN,0.2785,0.0413080895008606,557,0,0,581,0,0,0.5145,0.0535,0.059,0.02925,0.0515,0.05
50,4_1_1,1,1,csSAM,0.2695,0.0864406779661017,539,0,0,590,0,0,NA,NA,NA,NA,NA,NA
50,4_4_1,2,1,CARseq_with_RIN,0.18225,0.0470588235294118,604,125,0,637,128,0,0.497,0.2125,0.0415,0.042125,0.0415,0.044125
50,4_4_1,2,1,CARseq_without_RIN,0.0845,0.00879765395894427,276,62,0,277,64,0,0.3745,0.1625,0.022,0.0225366220107675,0.0265431325904595,0.0256667084011519
50,4_4_1,2,1,CIBERSORTx_with_B_mode,0.1795,0.327715355805243,391,327,294,410,339,319,0.1955,0.164,0.1545,0.0307167235494881,0.0235540434441246,0.0404351395730706
50,4_4_1,2,1,CIBERSORTx_with_B_mode_without_RIN,0.17825,0.348858447488585,391,322,294,421,339,335,0.1955,0.1635,0.1505,0.0398890784982935,0.0264328709761842,0.0630131362889984
50,4_4_1,2,1,CIBERSORTx_without_B_mode,0.275,0.327217125382263,741,359,448,782,368,485,0.3715,0.1815,0.2295,0.0344237026888166,0.020511583011583,0.0422119815668203
50,4_4_1,2,1,CIBERSORTx_without_B_mode_without_RIN,0.27425,0.339951865222623,740,357,441,807,375,480,0.371,0.181,0.228,0.0470971056687789,0.0253378378378378,0.0604608294930876
50,4_4_1,2,1,TOAST_with_RIN,0.02625,0,99,6,0,99,6,0,0.313,0.0815,0.0305,0.020625,0.036125,0.03075
50,4_4_1,2,1,TOAST_without_RIN,0.02,0,70,10,0,70,10,0,0.303,0.0935,0.0225,0.01525,0.03625,0.01925
50,4_4_1,2,1,TOAST_TPM_with_RIN,0.0805,0.0584795321637427,255,67,1,271,69,2,0.357,0.172,0.055,0.042125,0.04625,0.046625
50,4_4_1,2,1,TOAST_TPM_without_RIN,0.05225,0.0324074074074074,165,44,1,169,46,1,0.3065,0.146,0.041,0.0245,0.0285,0.031375
50,4_4_1,2,1,csSAM,0.0535,0.0228310502283106,186,28,0,190,29,0,NA,NA,NA,NA,NA,NA
50,4_0.25_1,3,1,CARseq_with_RIN,0.23325,0.0585267406659939,931,2,0,989,2,0,0.622,0.034,0.04,0.0467616904226057,0.0341335333833458,0.0563890972743186
50,4_0.25_1,3,1,CARseq_without_RIN,0.161,0.0359281437125748,644,0,0,668,0,0,0.529,0.0155,0.036,0.039613889933559,0.0162968534536793,0.0550332205089633
50,4_0.25_1,3,1,CIBERSORTx_with_B_mode,0.3855,0.265014299332698,1294,248,403,1387,262,449,0.6525,0.1345,0.226,0.0391701244813278,0.0212155963302752,0.0518699492576583
50,4_0.25_1,3,1,CIBERSORTx_with_B_mode_without_RIN,0.382,0.238664673642252,1284,244,380,1339,256,412,0.6485,0.1335,0.2225,0.0258921161825726,0.0172018348623853,0.0405938733320804
50,4_0.25_1,3,1,CIBERSORTx_without_B_mode,0.45,0.281723862729449,1541,259,537,1642,268,596,0.777,0.1395,0.2905,0.0359342915811088,0.0171130952380952,0.0498494479759117
50,4_0.25_1,3,1,CIBERSORTx_without_B_mode_without_RIN,0.44575,0.260165975103734,1528,255,517,1593,262,555,0.772,0.1385,0.2865,0.0233206218832502,0.0133928571428571,0.0394780863164938
50,4_0.25_1,3,1,TOAST_with_RIN,0.13575,0.0423280423280423,543,0,0,567,0,0,0.5305,0.0455,0.026,0.0315,0.0325,0.0345
50,4_0.25_1,3,1,TOAST_without_RIN,0.10625,0.0340909090909091,425,0,0,440,0,0,0.4875,0.0385,0.0265,0.03175,0.020875,0.03775
50,4_0.25_1,3,1,TOAST_TPM_with_RIN,0.149,0.0773993808049536,596,0,0,645,0,1,0.5245,0.056,0.0475,0.0475,0.05,0.056375
50,4_0.25_1,3,1,TOAST_TPM_without_RIN,0.10125,0.0689655172413793,405,0,0,435,0,0,0.446,0.0395,0.0445,0.042,0.02875,0.0505
50,4_0.25_1,3,1,csSAM,0.0775,0.03125,310,0,0,320,0,0,NA,NA,NA,NA,NA,NA
50,1_4_1,4,1,CARseq_with_RIN,0.1285,0.078853046594982,0,257,0,3,274,2,0.037,0.2835,0.0345,0.0461307663457932,0.0405050631328916,0.0488811101387673
50,1_4_1,4,1,CARseq_without_RIN,0.1155,0.076,0,231,0,1,249,0,0.07,0.2865,0.022,0.0671426781911562,0.0786671677314293,0.0328197419516473
50,1_4_1,4,1,CIBERSORTx_with_B_mode,0.1615,0.488924050632911,201,323,84,210,328,94,0.186,0.175,0.0985,0.0309979440139174,0.0138799225306649,0.0417721518987342
50,1_4_1,4,1,CIBERSORTx_with_B_mode_without_RIN,0.1595,0.421052631578947,155,319,60,159,325,67,0.158,0.1745,0.094,0.0218250830302072,0.0171078114912847,0.0415189873417722
50,1_4_1,4,1,CIBERSORTx_without_B_mode,0.165,0.591584158415842,342,330,103,361,335,112,0.274,0.1865,0.1315,0.035976200359762,0.0123283833006444,0.0434312878133103
50,1_4_1,4,1,CIBERSORTx_without_B_mode_without_RIN,0.166,0.541436464088398,280,332,89,290,339,95,0.2405,0.187,0.122,0.026290300262903,0.0148500980666853,0.0438634399308557
50,1_4_1,4,1,TOAST_with_RIN,0.0045,0.25,0,9,0,1,9,2,0.0645,0.1375,0.0435,0.050875,0.024625,0.04875
50,1_4_1,4,1,TOAST_without_RIN,0.0265,0.0535714285714286,0,53,0,0,56,0,0.058,0.2075,0.02,0.0555,0.062375,0.028875
50,1_4_1,4,1,TOAST_TPM_with_RIN,0.0765,0.0670731707317073,0,153,0,1,162,1,0.05,0.239,0.046,0.051,0.04725,0.05225
50,1_4_1,4,1,TOAST_TPM_without_RIN,0.111,0.115537848605578,0,222,0,0,251,0,0.062,0.2825,0.0275,0.059875,0.085375,0.033875
50,1_4_1,4,1,csSAM,0.045,0.0721649484536082,0,90,0,2,95,0,NA,NA,NA,NA,NA,NA
100,2_1_1,1,1,CARseq_with_RIN,0.379,0.0900360144057623,758,0,0,833,0,0,0.5555,0.0375,0.049,0.050375,0.039875,0.0475
100,2_1_1,1,1,CARseq_without_RIN,0.223,0.0490405117270789,446,0,0,469,0,0,0.4665,0.0445,0.029,0.032665832290363,0.0456821026282854,0.0265331664580726
100,2_1_1,1,1,CIBERSORTx_with_B_mode,0.7535,0.367338371116709,1507,203,516,1633,207,542,0.7665,0.1175,0.2985,0.0449685073970998,0.0121076233183857,0.0342881037006063
100,2_1_1,1,1,CIBERSORTx_with_B_mode_without_RIN,0.7335,0.342741935483871,1467,192,481,1538,192,502,0.7495,0.114,0.286,0.0319320345686246,0.0123318385650224,0.0296884800334518
100,2_1_1,1,1,CIBERSORTx_without_B_mode,0.815,0.348,1630,179,536,1759,181,560,0.8295,0.108,0.309,0.0436196152804118,0.0121465968586387,0.0316478076379067
100,2_1_1,1,1,CIBERSORTx_without_B_mode_without_RIN,0.7935,0.322952218430034,1587,167,490,1665,171,508,0.816,0.104,0.298,0.0318341912760769,0.0110994764397906,0.0254596888260255
100,2_1_1,1,1,TOAST_with_RIN,0.266,0.104377104377104,532,0,0,594,0,0,0.4935,0.074,0.057,0.0575,0.0515,0.055
100,2_1_1,1,1,TOAST_without_RIN,0.1425,0.0594059405940595,285,0,0,303,0,0,0.3925,0.058,0.03,0.034875,0.052375,0.031625
100,2_1_1,1,1,TOAST_TPM_with_RIN,0.2605,0.0762411347517731,521,0,1,563,0,1,0.484,0.053,0.0545,0.051,0.04975,0.051125
100,2_1_1,1,1,TOAST_TPM_without_RIN,0.1405,0.0570469798657718,281,0,1,297,0,1,0.397,0.038,0.036,0.0335,0.045375,0.032
100,2_1_1,1,1,csSAM,0.0925,0.0512820512820513,185,0,0,195,0,0,NA,NA,NA,NA,NA,NA
100,2_2_1,2,1,CARseq_with_RIN,0.13125,0.0821678321678322,478,47,0,523,49,0,0.463,0.1505,0.0455,0.047625,0.038875,0.047375
100,2_2_1,2,1,CARseq_without_RIN,0.06925,0.0578231292517006,267,10,0,284,10,0,0.3605,0.1205,0.09,0.0362726704190119,0.0362726704190119,0.0865540963101939
100,2_2_1,2,1,CIBERSORTx_with_B_mode,0.46325,0.294364051789794,1485,368,628,1571,373,682,0.748,0.192,0.3315,0.0373321528700015,0.0141548709408826,0.0364487884341275
100,2_2_1,2,1,CIBERSORTx_with_B_mode_without_RIN,0.45825,0.272907576358588,1471,362,604,1519,364,638,0.7455,0.192,0.327,0.0237568245536373,0.00957535387177352,0.0252494400325799
100,2_2_1,2,1,CIBERSORTx_without_B_mode,0.49775,0.288674526616649,1614,377,656,1708,387,704,0.813,0.195,0.3495,0.0379333786539769,0.0149820215741111,0.0302977232924694
100,2_2_1,2,1,CIBERSORTx_without_B_mode_without_RIN,0.492,0.269487750556793,1597,371,634,1649,378,667,0.8105,0.1945,0.3425,0.0235214140040789,0.0101877746703955,0.0217162872154116
100,2_2_1,2,1,TOAST_with_RIN,0.0465,0.0558375634517766,136,50,0,144,53,0,0.2875,0.182,0.0405,0.041375,0.05375,0.0475
100,2_2_1,2,1,TOAST_without_RIN,0.02075,0.0119047619047619,63,20,0,64,20,0,0.226,0.144,0.0515,0.028,0.0445,0.056875
100,2_2_1,2,1,TOAST_TPM_with_RIN,0.077,0.0805970149253732,283,25,0,309,26,0,0.3615,0.126,0.049,0.045375,0.0515,0.0455
100,2_2_1,2,1,TOAST_TPM_without_RIN,0.04575,0.046875,173,10,0,182,10,0,0.296,0.1125,0.069,0.032375,0.04375,0.06875
100,2_2_1,2,1,csSAM,0.022,0.0434782608695652,85,3,0,89,3,0,NA,NA,NA,NA,NA,NA
100,2_0.5_1,3,1,CARseq_with_RIN,0.2225,0.0853031860226104,869,21,0,952,21,0,0.6035,0.086,0.0465,0.0515,0.042,0.044375
100,2_0.5_1,3,1,CARseq_without_RIN,0.171,0.120822622107969,679,5,0,773,5,0,0.5105,0.054,0.0635,0.0820410205102551,0.0241370685342671,0.056528264132066
100,2_0.5_1,3,1,CIBERSORTx_with_B_mode,0.37675,0.312186216339571,1367,140,560,1457,144,590,0.701,0.094,0.341,0.0351097178683386,0.0188966116420504,0.0296786389413989
100,2_0.5_1,3,1,CIBERSORTx_with_B_mode_without_RIN,0.3685,0.294061302681992,1348,126,494,1436,129,523,0.6905,0.0905,0.313,0.0404388714733542,0.0180278019113814,0.0319470699432892
100,2_0.5_1,3,1,CIBERSORTx_without_B_mode,0.399,0.307291666666667,1460,136,579,1563,137,604,0.7545,0.0965,0.35,0.0373858447488584,0.0154761904761905,0.0326489397509256
100,2_0.5_1,3,1,CIBERSORTx_without_B_mode_without_RIN,0.3885,0.291058394160584,1433,121,509,1538,123,531,0.74,0.094,0.327,0.0429509132420091,0.014484126984127,0.0311342982160889
100,2_0.5_1,3,1,TOAST_with_RIN,0.165,0.0717299578059072,643,17,0,694,17,0,0.523,0.066,0.0425,0.04675,0.03725,0.04425
100,2_0.5_1,3,1,TOAST_without_RIN,0.15175,0.19281914893617,597,10,0,742,10,0,0.475,0.045,0.072,0.117625,0.02175,0.07025
100,2_0.5_1,3,1,TOAST_TPM_with_RIN,0.1545,0.0830860534124629,595,23,0,646,28,0,0.5005,0.086,0.05,0.045625,0.049125,0.044
100,2_0.5_1,3,1,TOAST_TPM_without_RIN,0.11725,0.0620000000000001,459,10,0,490,10,0,0.4345,0.062,0.0505,0.054125,0.028375,0.045125
100,2_0.5_1,3,1,csSAM,0.05475,0.0987654320987654,218,1,0,242,1,0,NA,NA,NA,NA,NA,NA
100,1_2_1,4,1,CARseq_with_RIN,0.0625,0.0808823529411765,0,125,0,0,136,0,0.0465,0.2055,0.05,0.047875,0.042875,0.04575
100,1_2_1,4,1,CARseq_without_RIN,0.0325,0.0298507462686567,0,65,0,0,67,0,0.04,0.1555,0.046,0.0418231905835212,0.0284247433007764,0.0504633107938893
100,1_2_1,4,1,CIBERSORTx_with_B_mode,0.107,0.533769063180828,178,214,51,190,216,53,0.212,0.155,0.0925,0.0346655206990403,0.0136948015651202,0.0279001468428781
100,1_2_1,4,1,CIBERSORTx_with_B_mode_without_RIN,0.0945,0.411214953271028,98,189,29,100,191,30,0.174,0.147,0.0805,0.0233490903881965,0.0103409726103969,0.0212922173274596
100,1_2_1,4,1,CIBERSORTx_without_B_mode,0.108,0.586998087954111,236,216,51,255,217,51,0.251,0.1605,0.098,0.03560474729964,0.0138364779874214,0.028402125051083
100,1_2_1,4,1,CIBERSORTx_without_B_mode_without_RIN,0.096,0.483870967741935,136,192,39,140,193,39,0.2095,0.1495,0.084,0.0248033071076143,0.0108176100628931,0.0218635063342869
100,1_2_1,4,1,TOAST_with_RIN,0.0285,0.0338983050847458,0,57,0,0,59,0,0.0405,0.178,0.047,0.039875,0.05625,0.043
100,1_2_1,4,1,TOAST_without_RIN,0.013,0.0370370370370371,0,26,0,0,27,0,0.0355,0.1245,0.032,0.0345,0.0245,0.030125
100,1_2_1,4,1,TOAST_TPM_with_RIN,0.048,0.111111111111111,0,96,0,0,108,0,0.0455,0.189,0.059,0.045625,0.0545,0.051
100,1_2_1,4,1,TOAST_TPM_without_RIN,0.0255,0.0727272727272728,0,51,0,0,55,0,0.0405,0.1405,0.0595,0.040625,0.03525,0.05225
100,1_2_1,4,1,csSAM,0.011,0,0,22,0,0,22,0,NA,NA,NA,NA,NA,NA
100,3_1_1,1,1,CARseq_with_RIN,0.6535,0.0750176928520877,1307,0,0,1413,0,0,0.758,0.037,0.034,0.047,0.041625,0.052625
100,3_1_1,1,1,CARseq_without_RIN,0.4985,0.0468451242829828,997,0,0,1046,0,0,0.6525,0.0605,0.024,0.0358974358974359,0.066541588492808,0.0301438398999375
100,3_1_1,1,1,CIBERSORTx_with_B_mode,0.632,0.489086499595796,1264,296,799,1325,305,844,0.6325,0.158,0.408,0.0293065258135969,0.0219172016825327,0.0381595764104437
100,3_1_1,1,1,CIBERSORTx_with_B_mode_without_RIN,0.63,0.479553903345725,1260,285,782,1310,296,815,0.6315,0.1565,0.404,0.0262395638098484,0.0265663050697366,0.0365163410626255
100,3_1_1,1,1,CIBERSORTx_without_B_mode,0.7645,0.488799732530926,1529,338,991,1605,351,1035,0.765,0.179,0.505,0.0301250188281368,0.0218151883103519,0.0341825217671719
100,3_1_1,1,1,CIBERSORTx_without_B_mode_without_RIN,0.762,0.482336956521739,1524,329,974,1592,341,1011,0.764,0.1765,0.4995,0.0278656424160265,0.0236674212800988,0.0328926152853918
100,3_1_1,1,1,TOAST_with_RIN,0.6125,0.0705614567526556,1225,0,0,1318,0,0,0.724,0.067,0.151,0.04175,0.06025,0.033625
100,3_1_1,1,1,TOAST_without_RIN,0.533,0.0448028673835126,1066,0,0,1116,0,0,0.6715,0.055,0.079,0.034625,0.04525,0.024875
100,3_1_1,1,1,TOAST_TPM_with_RIN,0.4825,0.0667311411992263,965,0,0,1034,0,0,0.6305,0.057,0.054,0.04525,0.052875,0.049
100,3_1_1,1,1,TOAST_TPM_without_RIN,0.421,0.0507328072153326,842,0,0,887,0,0,0.5875,0.078,0.033,0.0375,0.0705,0.035375
100,3_1_1,1,1,csSAM,0.309,0.0433436532507739,618,0,0,646,0,0,NA,NA,NA,NA,NA,NA
100,3_3_1,2,1,CARseq_with_RIN,0.36375,0.0744274809160306,1249,206,0,1355,217,0,0.7385,0.24,0.035,0.048,0.040375,0.0465
100,3_3_1,2,1,CARseq_without_RIN,0.2905,0.0785091197462332,1045,117,0,1140,121,0,0.6655,0.1965,0.041,0.0566274116762716,0.0303182159859684,0.0474818341267853
100,3_3_1,2,1,CIBERSORTx_with_B_mode,0.4235,0.44166117336849,1373,321,869,1557,332,1145,0.6875,0.1635,0.4375,0.0570279928528886,0.021519659936238,0.104699583581202
100,3_3_1,2,1,CIBERSORTx_with_B_mode_without_RIN,0.42225,0.405281690140845,1369,320,865,1451,328,1061,0.688,0.163,0.4355,0.0312686122692079,0.0191285866099894,0.0854650009914733
100,3_3_1,2,1,CIBERSORTx_without_B_mode,0.4745,0.426239419588875,1559,339,935,1776,353,1179,0.7815,0.1715,0.4695,0.063533269572346,0.0180666353824496,0.0935917583376986
100,3_3_1,2,1,CIBERSORTx_without_B_mode_without_RIN,0.47325,0.395400830405621,1556,337,929,1673,347,1111,0.7815,0.1715,0.469,0.0371635469326411,0.015954950727358,0.071590710668762
100,3_3_1,2,1,TOAST_with_RIN,0.26175,0.0429616087751371,960,87,0,1000,94,0,0.674,0.171,0.037,0.031625,0.04725,0.037125
100,3_3_1,2,1,TOAST_without_RIN,0.20325,0.0424028268551236,772,41,0,806,43,0,0.5815,0.1335,0.0305,0.038125,0.03175,0.031375
100,3_3_1,2,1,TOAST_TPM_with_RIN,0.30575,0.0671243325705568,1079,144,0,1157,154,0,0.688,0.2195,0.0555,0.044625,0.046,0.04675
100,3_3_1,2,1,TOAST_TPM_without_RIN,0.22475,0.0645161290322581,840,59,0,900,61,0,0.603,0.169,0.043,0.04825,0.028125,0.042875
100,3_3_1,2,1,csSAM,0.1705,0.0695770804911323,657,25,0,707,26,0,NA,NA,NA,NA,NA,NA
100,3_0.333_1,3,1,CARseq_with_RIN,0.33725,0.0741249142072752,1335,14,0,1442,15,0,0.7625,0.065,0.0445,0.049625,0.03775,0.050875
100,3_0.333_1,3,1,CARseq_without_RIN,0.29575,0.0475040257648953,1174,9,0,1233,9,0,0.726,0.055,0.0295,0.0352439483255989,0.0351185250219491,0.0280948200175593
100,3_0.333_1,3,1,CIBERSORTx_with_B_mode,0.3445,0.3834451901566,1302,76,689,1403,81,751,0.652,0.05,0.3615,0.0440040309035942,0.0172676485525648,0.040099803956514
100,3_0.333_1,3,1,CIBERSORTx_with_B_mode_without_RIN,0.344,0.362076958738989,1302,74,671,1367,77,713,0.651,0.049,0.356,0.0275445078938529,0.0139664804469274,0.0285154161468544
100,3_0.333_1,3,1,CIBERSORTx_without_B_mode,0.4245,0.411030176899064,1549,149,972,1679,154,1050,0.777,0.0835,0.499,0.0450557620817844,0.0175927912465136,0.0397117448635388
100,3_0.333_1,3,1,CIBERSORTx_without_B_mode_without_RIN,0.42225,0.392446043165468,1543,146,957,1620,149,1011,0.775,0.083,0.4945,0.0286988847583643,0.0120145891439605,0.0271389144434223
100,3_0.333_1,3,1,TOAST_with_RIN,0.1805,0.0437086092715232,715,7,0,748,7,0,0.563,0.064,0.0625,0.033625,0.050625,0.05175
100,3_0.333_1,3,1,TOAST_without_RIN,0.133,0.0274223034734917,525,7,0,540,7,0,0.511,0.057,0.0455,0.026625,0.038625,0.03575
100,3_0.333_1,3,1,TOAST_TPM_with_RIN,0.269,0.0561403508771929,1064,12,0,1127,13,0,0.6825,0.074,0.061,0.0415,0.052875,0.0505
100,3_0.333_1,3,1,TOAST_TPM_without_RIN,0.2235,0.047923322683706,881,13,0,926,13,0,0.623,0.073,0.0385,0.036375,0.05975,0.02825
100,3_0.333_1,3,1,csSAM,0.174,0.0594594594594594,695,1,0,739,1,0,NA,NA,NA,NA,NA,NA
100,1_3_1,4,1,CARseq_with_RIN,0.2355,0.0728346456692913,0,471,0,0,508,0,0.0415,0.3945,0.042,0.04525,0.042875,0.042625
100,1_3_1,4,1,CARseq_without_RIN,0.136,0.025089605734767,0,272,0,0,279,0,0.0215,0.317,0.0225,0.0236427320490368,0.0240180135101326,0.0261446084563423
100,1_3_1,4,1,CIBERSORTx_with_B_mode,0.2915,0.503407155025554,384,583,144,411,614,149,0.276,0.351,0.143,0.0355390082924353,0.0265165967188096,0.0394791236047954
100,1_3_1,4,1,CIBERSORTx_with_B_mode_without_RIN,0.2685,0.455375253549696,306,537,110,320,554,112,0.2465,0.3275,0.129,0.0250465391775258,0.0167874856924838,0.0274906986357999
100,1_3_1,4,1,CIBERSORTx_without_B_mode,0.2975,0.542659492697925,477,595,165,510,619,172,0.3395,0.363,0.1615,0.0392878163625662,0.0260084925690021,0.0346077187896358
100,1_3_1,4,1,CIBERSORTx_without_B_mode_without_RIN,0.2715,0.5,386,543,129,399,556,131,0.3005,0.341,0.145,0.0251618599175986,0.0164543524416136,0.0251857220510962
100,1_3_1,4,1,TOAST_with_RIN,0.129,0.0373134328358209,0,258,0,2,266,0,0.0495,0.29,0.055,0.05275,0.041125,0.046625
100,1_3_1,4,1,TOAST_without_RIN,0.0715,0.0272108843537415,0,143,0,0,147,0,0.032,0.2375,0.0285,0.03025,0.02225,0.025
100,1_3_1,4,1,TOAST_TPM_with_RIN,0.184,0.0730478589420654,0,368,0,0,397,0,0.038,0.3505,0.0425,0.040625,0.046875,0.048625
100,1_3_1,4,1,TOAST_TPM_without_RIN,0.113,0.0504201680672269,0,226,0,0,238,0,0.0245,0.278,0.0285,0.023625,0.027,0.033
100,1_3_1,4,1,csSAM,0.038,0.012987012987013,0,76,0,0,77,0,NA,NA,NA,NA,NA,NA
100,4_1_1,1,1,CARseq_with_RIN,0.767,0.0747889022919179,1534,0,0,1658,0,0,0.831,0.031,0.04,0.050125,0.037125,0.040625
100,4_1_1,1,1,CARseq_without_RIN,0.698,0.0477489768076398,1396,0,0,1466,0,0,0.8045,0.02,0.0215,0.0331872260488416,0.0211646837820914,0.0269254852849092
100,4_1_1,1,1,CIBERSORTx_with_B_mode,0.8645,0.335,1729,206,497,1862,210,528,0.868,0.1075,0.254,0.0441679201422125,0.0137542277339346,0.0299955888839877
100,4_1_1,1,1,CIBERSORTx_with_B_mode_without_RIN,0.8625,0.356583364416263,1725,205,497,1946,209,526,0.8655,0.1065,0.2525,0.0648160809517298,0.009695603156708,0.0399205999117777
100,4_1_1,1,1,CIBERSORTx_without_B_mode,0.917,0.331632653061224,1834,197,537,1980,201,563,0.921,0.102,0.274,0.0459063562647136,0.0116354234001293,0.0296973158195317
100,4_1_1,1,1,CIBERSORTx_without_B_mode_without_RIN,0.916,0.356063268892794,1832,196,535,2078,199,568,0.918,0.1015,0.273,0.0678786293486791,0.00883430295195001,0.0354083380925186
