n,DE_pattern,DE_pattern_index,replicate,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_true_discoveries_ct4,number_of_true_discoveries_ct5,number_of_true_discoveries_ct6,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,number_of_discoveries_ct4,number_of_discoveries_ct5,number_of_discoveries_ct6,power_ct1,power_ct2,power_ct3,power_ct4,power_ct5,power_ct6,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3,type_I_error_ct4,type_I_error_ct5,type_I_error_ct6
50,4_1_1,1,205,TOAST_TPM_without_RIN,0.0645,0.0514705882352942,0,129,1,0,0,0,0,135,1,0,0,0,0.048,0.329,0.073,0.039,0.0305,0.0405,0.04,0.036875,0.0875,0.039125,0.023625,0.03575
50,4_1_1,1,205,csSAM,0.1095,0.0478260869565217,0,219,0,0,2,0,0,228,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,206,CARseq_with_RIN,0.2155,0.0379464285714286,0,431,0,0,0,0,0,448,0,0,0,0,0.0215,0.431,0.0315,0.0235,0.046,0.0265,0.030875,0.03875,0.03325,0.025625,0.04625,0.039125
50,4_1_1,1,206,CARseq_without_RIN,0.1095,0.106122448979592,1,219,1,0,0,0,2,238,5,0,0,0,0.096,0.338,0.0845,0.019,0.0335,0.0605,0.0925,0.05175,0.1,0.02125,0.0255,0.048375
50,4_1_1,1,206,TOAST_TPM_with_RIN,0.039,0.0602409638554217,0,78,0,0,0,1,0,81,1,0,0,1,0.0665,0.2485,0.038,0.06,0.0615,0.0785,0.04325,0.045,0.045125,0.04675,0.052375,0.04825
50,4_1_1,1,206,TOAST_TPM_without_RIN,0.0645,0.245614035087719,13,129,0,0,0,1,25,138,7,0,0,1,0.16,0.2765,0.147,0.065,0.047,0.138,0.13075,0.048,0.14225,0.04525,0.034,0.111875
50,4_1_1,1,206,csSAM,0.0865,0.494152046783626,29,173,25,0,0,36,47,181,46,0,0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,207,CARseq_with_RIN,0.393,0.0849825378346915,0,786,0,0,0,0,0,858,1,0,0,0,0.0415,0.5685,0.0245,0.028,0.0335,0.02,0.0457671626860073,0.0511441790671502,0.0320120045016881,0.0323871451794423,0.034763036138552,0.0330123796423659
50,4_1_1,1,207,CARseq_without_RIN,0.209,0.0256410256410257,0,418,0,0,0,0,0,429,0,0,0,0,0.035,0.404,0.076,0.016,0.027,0.027,0.0402650994122796,0.0265099412279605,0.0969113417531574,0.0176316118544454,0.0301363011129173,0.0313867700387645
50,4_1_1,1,207,TOAST_TPM_with_RIN,0.061,0.0542635658914729,0,122,0,0,0,0,0,129,0,0,0,0,0.065,0.2835,0.041,0.058,0.0425,0.043,0.042625,0.0375,0.034625,0.04675,0.034375,0.038125
50,4_1_1,1,207,TOAST_TPM_without_RIN,0.0705,0.0342465753424658,0,141,0,0,0,0,0,144,1,0,1,0,0.046,0.2665,0.1585,0.0275,0.04,0.048,0.034625,0.024,0.17275,0.028875,0.03975,0.057125
50,4_1_1,1,207,csSAM,0.1085,0.0524017467248908,0,217,2,0,0,1,0,222,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,208,CARseq_with_RIN,0.2795,0.0729684908789386,0,559,0,0,0,0,0,603,0,0,0,0,0.051,0.4845,0.0265,0.0315,0.033,0.027,0.049125,0.04575,0.03925,0.033875,0.040125,0.035875
50,4_1_1,1,208,CARseq_without_RIN,0.123,0.031496062992126,0,246,0,0,0,0,0,254,0,0,0,0,0.033,0.352,0.0155,0.0205,0.043,0.0185,0.0295036879609951,0.0307538442305288,0.0207525940742593,0.0163770471308914,0.0290036254531816,0.0230028753594199
50,4_1_1,1,208,TOAST_TPM_with_RIN,0.1115,0.0785123966942148,1,223,0,0,2,0,1,237,0,0,4,0,0.0655,0.356,0.0585,0.0445,0.074,0.0765,0.037625,0.043875,0.04725,0.046125,0.047375,0.039375
50,4_1_1,1,208,TOAST_TPM_without_RIN,0.09,0.0476190476190477,0,180,0,0,0,0,0,189,0,0,0,0,0.028,0.3275,0.037,0.0295,0.048,0.0405,0.0255,0.042375,0.029875,0.025375,0.040875,0.029625
50,4_1_1,1,208,csSAM,0.1165,0.0450819672131147,0,233,0,0,0,0,0,244,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,209,CARseq_with_RIN,0.2765,0.0721476510067114,1,553,0,0,0,0,1,595,0,0,0,0,0.042,0.485,0.0315,0.0245,0.036,0.026,0.04075,0.047625,0.057375,0.02525,0.043625,0.033375
50,4_1_1,1,209,CARseq_without_RIN,0.1165,0.0127118644067796,0,233,0,0,0,0,0,236,0,0,0,0,0.054,0.3305,0.013,0.015,0.039,0.0275,0.0803850481310164,0.0265033129141143,0.0260032504063008,0.0146268283535442,0.0350043755469434,0.0283785473184148
50,4_1_1,1,209,TOAST_TPM_with_RIN,0.068,0.0422535211267606,0,136,0,0,0,0,0,141,0,1,0,0,0.067,0.2685,0.0525,0.0655,0.054,0.0575,0.066875,0.03975,0.05075,0.062375,0.040125,0.062625
50,4_1_1,1,209,TOAST_TPM_without_RIN,0.058,0,0,116,0,0,0,0,0,116,0,0,0,0,0.091,0.252,0.023,0.0375,0.0355,0.0435,0.0975,0.02575,0.020125,0.029125,0.03225,0.03075
50,4_1_1,1,209,csSAM,0.094,0.0408163265306123,0,188,1,1,0,0,0,194,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,210,CARseq_with_RIN,0.169,0.0765027322404371,0,338,0,0,0,0,0,363,0,1,0,2,0.0255,0.4015,0.03,0.0225,0.0395,0.0355,0.0351337834458615,0.0388847211802951,0.043010752688172,0.0286321580395099,0.0452613153288322,0.0446361590397599
50,4_1_1,1,210,CARseq_without_RIN,0.0355,0,0,71,0,0,0,0,0,71,0,0,0,0,0.017,0.2735,0.0265,0.0585,0.043,0.037,0.018125,0.02175,0.03325,0.0825,0.04225,0.034625
50,4_1_1,1,210,TOAST_TPM_with_RIN,0.078,0.103448275862069,0,156,0,0,0,0,0,174,0,0,0,0,0.0445,0.3565,0.0545,0.0795,0.0445,0.0745,0.0375,0.041375,0.04625,0.045,0.04,0.046375
50,4_1_1,1,210,TOAST_TPM_without_RIN,0.035,0.770491803278688,0,70,0,55,0,0,0,73,0,232,0,0,0.0275,0.2825,0.0515,0.213,0.0305,0.0945,0.021125,0.031125,0.04625,0.234625,0.026875,0.07775
50,4_1_1,1,210,csSAM,0.1065,0.0739130434782609,0,213,0,0,1,3,0,226,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,201,CARseq_with_RIN,0.124,0.0350194552529183,0,248,0,0,0,0,0,257,0,0,0,0,0.039,0.353,0.0325,0.019,0.036,0.033,0.042875,0.042625,0.039375,0.019125,0.036375,0.0375
100,2_1_1,1,201,CARseq_without_RIN,0.0495,0.0571428571428572,0,99,0,0,0,0,0,105,0,0,0,0,0.06,0.2565,0.0195,0.0295,0.021,0.0295,0.07175,0.024125,0.02375,0.0285,0.021,0.02625
100,2_1_1,1,201,TOAST_TPM_with_RIN,0.0485,0,0,97,0,0,0,0,0,97,0,0,0,0,0.0445,0.2665,0.0485,0.0405,0.039,0.064,0.04425,0.0375,0.040375,0.0485,0.042625,0.052375
100,2_1_1,1,201,TOAST_TPM_without_RIN,0.0255,0.0192307692307693,0,51,0,0,0,0,0,52,0,0,0,0,0.102,0.2215,0.024,0.059,0.026,0.035,0.112125,0.020625,0.023875,0.062625,0.0295,0.031375
100,2_1_1,1,201,csSAM,0.0145,0,0,29,0,0,0,0,0,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,202,CARseq_with_RIN,0.1215,0.0617760617760618,0,243,0,0,0,0,0,258,0,0,1,0,0.0365,0.336,0.031,0.0325,0.038,0.0285,0.041625,0.04975,0.04025,0.03275,0.045875,0.0285
100,2_1_1,1,202,CARseq_without_RIN,0.041,0.0120481927710844,0,82,0,0,0,0,0,83,0,0,0,0,0.0195,0.275,0.023,0.024,0.0215,0.021,0.02575,0.039875,0.02425,0.024875,0.02775,0.02075
100,2_1_1,1,202,TOAST_TPM_with_RIN,0.0775,0.0988372093023255,0,155,0,0,0,0,0,170,0,0,2,0,0.045,0.3075,0.0425,0.0465,0.0545,0.051,0.05325,0.04825,0.045125,0.045625,0.04875,0.039875
100,2_1_1,1,202,TOAST_TPM_without_RIN,0.0225,0.0425531914893617,0,45,1,0,0,0,0,46,1,0,0,0,0.0275,0.256,0.0325,0.0235,0.028,0.043,0.028875,0.04075,0.026,0.02625,0.02875,0.029375
100,2_1_1,1,202,csSAM,0.0295,0.0166666666666667,0,59,0,0,0,0,0,60,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,203,CARseq_with_RIN,0.1405,0.0876623376623377,0,281,0,0,0,0,0,308,0,0,0,0,0.054,0.3745,0.037,0.036,0.033,0.0275,0.0470058757344668,0.0587573446680835,0.042005250656332,0.0365045630703838,0.0303787973496687,0.0316289536192024
100,2_1_1,1,203,CARseq_without_RIN,0.076,0.116279069767442,0,152,0,0,0,0,0,172,0,0,0,0,0.049,0.317,0.023,0.0275,0.031,0.0165,0.0473809226153269,0.077884735591949,0.0223777972246531,0.0235029378672334,0.0262532816602075,0.0183772971621453
100,2_1_1,1,203,TOAST_TPM_with_RIN,0.0735,0.0576923076923077,0,147,0,0,0,0,0,156,0,0,0,0,0.044,0.32,0.0545,0.041,0.052,0.0535,0.046875,0.050625,0.042375,0.05125,0.04825,0.058625
100,2_1_1,1,203,TOAST_TPM_without_RIN,0.053,0.101694915254237,0,106,0,0,0,0,0,118,0,0,0,0,0.0405,0.293,0.033,0.028,0.0695,0.0345,0.036375,0.067875,0.022875,0.034375,0.073375,0.040875
100,2_1_1,1,203,csSAM,0.042,0.0666666666666667,0,84,0,0,0,0,0,90,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,204,CARseq_with_RIN,0.1845,0.0634517766497462,1,369,0,0,0,0,2,392,0,0,0,0,0.045,0.3945,0.0365,0.0255,0.0325,0.031,0.045,0.044625,0.0365,0.031625,0.03275,0.030375
100,2_1_1,1,204,CARseq_without_RIN,0.102,0.0599078341013825,1,204,0,0,0,0,2,215,0,0,0,0,0.039,0.3185,0.046,0.059,0.04,0.0275,0.045,0.05075,0.050125,0.072125,0.03825,0.02775
100,2_1_1,1,204,TOAST_TPM_with_RIN,0.1235,0.0608365019011406,0,247,0,0,0,0,0,263,0,0,0,0,0.068,0.323,0.051,0.0465,0.05,0.051,0.062375,0.041,0.0505,0.04675,0.04775,0.04025
100,2_1_1,1,204,TOAST_TPM_without_RIN,0.0615,0.0538461538461539,0,123,0,0,0,0,0,130,0,0,0,0,0.0465,0.257,0.0705,0.126,0.0405,0.042,0.047875,0.037875,0.07025,0.125,0.039,0.037375
100,2_1_1,1,204,csSAM,0.0465,0.07,0,93,0,0,0,0,0,99,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,205,CARseq_with_RIN,0.1655,0.072829131652661,0,331,0,0,0,0,0,357,0,0,0,0,0.032,0.4045,0.0255,0.026,0.0325,0.0285,0.037125,0.0465,0.03175,0.02825,0.03475,0.037625
100,2_1_1,1,205,CARseq_without_RIN,0.0555,0.0263157894736842,0,111,0,0,0,0,0,114,0,0,0,0,0.016,0.2865,0.0125,0.011,0.036,0.023,0.019625,0.03225,0.018875,0.013125,0.034625,0.0305
100,2_1_1,1,205,TOAST_TPM_with_RIN,0.054,0.0689655172413793,0,108,0,0,0,0,0,116,0,0,0,0,0.0435,0.314,0.045,0.047,0.055,0.0425,0.046375,0.041125,0.044,0.05125,0.049375,0.049
100,2_1_1,1,205,TOAST_TPM_without_RIN,0.022,0.0222222222222223,0,44,0,0,0,0,0,45,0,0,0,0,0.0255,0.223,0.0265,0.0255,0.0465,0.0365,0.02675,0.025875,0.024375,0.028375,0.0395,0.039375
100,2_1_1,1,205,csSAM,0.022,0,0,44,0,0,0,0,0,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,206,CARseq_with_RIN,0.1055,0.0622222222222222,0,211,0,0,0,0,0,225,0,0,0,0,0.041,0.3265,0.0335,0.0275,0.038,0.0335,0.040125,0.04175,0.039125,0.0275,0.041625,0.02925
100,2_1_1,1,206,CARseq_without_RIN,0.031,0,0,62,0,0,0,0,0,62,0,0,0,0,0.026,0.2515,0.02,0.0385,0.033,0.038,0.024625,0.0315,0.02375,0.036125,0.033625,0.03575
100,2_1_1,1,206,TOAST_TPM_with_RIN,0.059,0.0852713178294574,0,118,0,0,0,0,0,129,0,0,0,0,0.0515,0.275,0.039,0.047,0.0465,0.047,0.045,0.042375,0.050375,0.041125,0.040125,0.0425
100,2_1_1,1,206,TOAST_TPM_without_RIN,0.0355,0.0405405405405406,0,71,0,0,0,0,0,74,0,0,0,0,0.0375,0.245,0.031,0.056,0.047,0.07,0.02925,0.044375,0.03125,0.051125,0.04375,0.06875
100,2_1_1,1,206,csSAM,0.045,0.0425531914893617,0,90,0,1,0,0,0,93,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,207,CARseq_with_RIN,0.097,0.0536585365853659,0,194,0,0,0,0,0,205,0,0,0,0,0.0355,0.308,0.0335,0.031,0.0315,0.0235,0.042125,0.044875,0.03525,0.031875,0.033,0.028875
100,2_1_1,1,207,CARseq_without_RIN,0.03,0.032258064516129,0,60,0,0,0,0,0,62,0,0,0,0,0.0265,0.2435,0.0455,0.051,0.0185,0.066,0.029625,0.042375,0.050875,0.05825,0.01875,0.067
100,2_1_1,1,207,TOAST_TPM_with_RIN,0.055,0.0756302521008403,0,110,0,0,0,0,0,119,0,0,0,0,0.0575,0.2885,0.0475,0.0435,0.0395,0.051,0.054,0.04775,0.041625,0.042625,0.04225,0.049375
100,2_1_1,1,207,TOAST_TPM_without_RIN,0.0215,0.0652173913043478,0,43,2,0,0,0,0,44,2,0,0,0,0.039,0.2395,0.0905,0.0885,0.02,0.119,0.03425,0.043,0.0795,0.078375,0.027875,0.11175
100,2_1_1,1,207,csSAM,0.025,0.404761904761905,0,50,0,0,0,10,0,54,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,208,CARseq_with_RIN,0.088,0.0638297872340425,0,176,0,0,0,0,0,188,0,0,0,0,0.049,0.322,0.04,0.027,0.0315,0.0385,0.04875,0.04175,0.04175,0.028625,0.03475,0.034875
100,2_1_1,1,208,CARseq_without_RIN,0.0275,0.0178571428571429,0,55,0,0,0,0,0,56,0,0,0,0,0.032,0.271,0.0175,0.0185,0.0155,0.0275,0.028,0.03725,0.02325,0.022375,0.019875,0.024625
100,2_1_1,1,208,TOAST_TPM_with_RIN,0.0165,0.0833333333333334,0,33,0,0,0,0,0,36,0,0,0,0,0.06,0.2405,0.034,0.0395,0.0395,0.052,0.04875,0.0455,0.041625,0.046,0.042625,0.045375
100,2_1_1,1,208,TOAST_TPM_without_RIN,0.041,0.108695652173913,0,82,0,0,0,0,0,92,0,0,0,0,0.036,0.26,0.025,0.025,0.0285,0.0365,0.028,0.0595,0.029625,0.028625,0.030125,0.034625
100,2_1_1,1,208,csSAM,0.042,0.0454545454545454,0,84,0,0,0,0,0,88,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,209,CARseq_with_RIN,0.122,0.0579150579150579,0,244,0,0,0,0,0,259,0,0,0,0,0.037,0.359,0.0375,0.042,0.041,0.027,0.041875,0.045375,0.03825,0.0355,0.044375,0.034125
100,2_1_1,1,209,CARseq_without_RIN,0.028,0,0,56,0,0,0,0,0,56,0,0,0,0,0.0215,0.2315,0.0305,0.021,0.0895,0.0185,0.02375,0.022,0.034,0.01825,0.092375,0.02375
100,2_1_1,1,209,TOAST_TPM_with_RIN,0.069,0.034965034965035,0,138,0,0,0,0,0,143,0,0,0,0,0.039,0.286,0.04,0.0405,0.0655,0.034,0.03975,0.037,0.0395,0.047875,0.05575,0.04175
100,2_1_1,1,209,TOAST_TPM_without_RIN,0.0235,0.0208333333333334,0,47,0,0,0,0,0,48,0,0,0,0,0.022,0.21,0.031,0.0235,0.143,0.035,0.0225,0.020875,0.031125,0.02275,0.12225,0.042125
100,2_1_1,1,209,csSAM,0.023,0,0,46,0,0,0,0,0,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2_1_1,1,210,CARseq_with_RIN,0.1335,0.107023411371237,0,267,0,0,0,0,0,296,0,0,3,0,0.044,0.3545,0.0355,0.0235,0.0285,0.0225,0.04575,0.050375,0.0385,0.032,0.03325,0.026625
100,2_1_1,1,210,CARseq_without_RIN,0.0475,0.0594059405940595,0,95,0,0,0,0,0,101,0,0,0,0,0.0275,0.2745,0.0335,0.016,0.0165,0.025,0.02775,0.039875,0.037,0.0185,0.01825,0.02725
100,2_1_1,1,210,TOAST_TPM_with_RIN,0.0535,0.100840336134454,0,107,0,0,0,0,0,117,0,0,2,0,0.0535,0.253,0.049,0.0355,0.052,0.06,0.046875,0.045125,0.041,0.041375,0.046625,0.051375
100,2_1_1,1,210,TOAST_TPM_without_RIN,0.0255,0.0377358490566038,0,51,0,0,0,0,0,53,0,0,0,0,0.034,0.2215,0.037,0.021,0.0305,0.05,0.027375,0.0365,0.040125,0.023375,0.02275,0.042125
100,2_1_1,1,210,csSAM,0.0445,0.0631578947368421,0,89,0,0,0,0,0,95,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,201,CARseq_with_RIN,0.356,0.059445178335535,0,712,0,0,0,0,0,757,0,0,0,0,0.0365,0.55,0.026,0.028,0.0285,0.0405,0.0485,0.04525,0.035,0.027625,0.03475,0.0445
100,3_1_1,1,201,CARseq_without_RIN,0.248,0.0350194552529183,0,496,0,0,0,0,0,514,0,0,0,0,0.0305,0.457,0.013,0.0335,0.021,0.0235,0.03575,0.039,0.020375,0.034625,0.0265,0.02525
100,3_1_1,1,201,TOAST_TPM_with_RIN,0.279,0.0653266331658291,0,558,0,0,0,0,0,597,0,0,0,0,0.041,0.4735,0.0395,0.046,0.0455,0.0435,0.039625,0.045625,0.0465,0.049875,0.0545,0.038125
100,3_1_1,1,201,TOAST_TPM_without_RIN,0.194,0.0650602409638554,0,388,0,0,0,0,0,415,0,0,0,0,0.03,0.395,0.0265,0.074,0.03,0.0345,0.03125,0.038375,0.026125,0.065,0.033125,0.02825
100,3_1_1,1,201,csSAM,0.182,0.0666666666666667,0,364,0,0,0,0,0,390,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,202,CARseq_with_RIN,0.447,0.0802469135802469,0,894,0,0,0,0,0,972,0,0,0,0,0.037,0.611,0.029,0.0255,0.042,0.031,0.04325,0.05025,0.039625,0.027625,0.04475,0.037625
100,3_1_1,1,202,CARseq_without_RIN,0.2515,0.0419047619047619,0,503,0,0,0,0,0,525,0,0,0,0,0.0275,0.477,0.025,0.0105,0.0435,0.0305,0.031,0.02675,0.034625,0.01675,0.053625,0.02575
100,3_1_1,1,202,TOAST_TPM_with_RIN,0.242,0.0763358778625954,0,484,0,0,0,0,0,524,0,0,0,0,0.054,0.4515,0.049,0.0515,0.044,0.0685,0.04425,0.043875,0.053125,0.05225,0.040625,0.05225
100,3_1_1,1,202,TOAST_TPM_without_RIN,0.1515,0.0411392405063291,0,303,0,0,0,0,0,315,1,0,0,0,0.0385,0.385,0.034,0.027,0.042,0.0425,0.03525,0.024875,0.034125,0.029375,0.037625,0.032
100,3_1_1,1,202,csSAM,0.174,0.0413223140495868,0,348,0,0,0,0,0,363,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,203,CARseq_with_RIN,0.423,0.0641592920353983,0,846,0,0,1,0,0,903,0,0,1,0,0.0435,0.589,0.0345,0.0375,0.028,0.0265,0.04425,0.0495,0.0375,0.034625,0.036625,0.031875
100,3_1_1,1,203,CARseq_without_RIN,0.297,0.101361573373676,0,594,0,0,0,0,0,661,0,0,0,0,0.04,0.491,0.035,0.021,0.035,0.016,0.048,0.075125,0.0365,0.027125,0.0355,0.01425
100,3_1_1,1,203,TOAST_TPM_with_RIN,0.2955,0.066350710900474,0,591,0,0,1,0,0,632,0,0,1,0,0.057,0.489,0.053,0.046,0.0565,0.0365,0.03925,0.05475,0.046,0.039875,0.05725,0.03475
100,3_1_1,1,203,TOAST_TPM_without_RIN,0.235,0.0674603174603174,0,470,0,0,1,0,0,503,0,0,1,0,0.0465,0.477,0.044,0.042,0.052,0.0355,0.0405,0.06325,0.043375,0.0315,0.059,0.02925
100,3_1_1,1,203,csSAM,0.203,0.0709382151029748,0,406,1,0,0,0,0,436,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,204,CARseq_with_RIN,0.363,0.0833333333333334,0,726,0,0,0,0,0,792,0,0,0,0,0.0285,0.541,0.0335,0.025,0.0415,0.0305,0.0425,0.049,0.0385,0.033375,0.034875,0.037875
100,3_1_1,1,204,CARseq_without_RIN,0.2215,0.0411255411255411,0,443,0,0,0,0,0,462,0,0,0,0,0.022,0.43,0.028,0.039,0.0335,0.027,0.028875,0.033875,0.03075,0.035,0.024,0.032125
100,3_1_1,1,204,TOAST_TPM_with_RIN,0.2195,0.0910973084886129,0,439,0,0,0,0,0,483,0,0,0,0,0.052,0.436,0.045,0.084,0.0425,0.054,0.048375,0.05225,0.050125,0.061875,0.045625,0.049125
100,3_1_1,1,204,TOAST_TPM_without_RIN,0.1405,0.0209059233449478,0,281,0,0,0,0,0,287,0,0,0,0,0.0375,0.3675,0.0385,0.0665,0.0325,0.0405,0.029125,0.02875,0.038375,0.049125,0.03075,0.034625
100,3_1_1,1,204,csSAM,0.1415,0.0241379310344828,0,283,0,0,0,0,0,290,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,205,CARseq_with_RIN,0.382,0.0509316770186335,0,764,0,0,0,0,0,805,0,0,0,0,0.034,0.56,0.032,0.0295,0.0525,0.0265,0.0445,0.041375,0.040875,0.032,0.049125,0.0315
100,3_1_1,1,205,CARseq_without_RIN,0.2825,0.0551839464882943,0,565,0,0,0,0,1,597,0,0,0,0,0.0435,0.492,0.0335,0.011,0.0365,0.0135,0.037,0.0415,0.041875,0.01625,0.028625,0.017875
100,3_1_1,1,205,TOAST_TPM_with_RIN,0.3055,0.0657492354740061,0,611,1,0,0,0,0,652,2,0,0,0,0.0605,0.523,0.045,0.0335,0.0745,0.0385,0.048,0.04725,0.045,0.04475,0.0625,0.043
100,3_1_1,1,205,TOAST_TPM_without_RIN,0.201,0.0313253012048192,0,402,0,0,0,0,0,415,0,0,0,0,0.05,0.445,0.044,0.0235,0.043,0.033,0.040875,0.0335,0.0375,0.027375,0.032,0.031125
100,3_1_1,1,205,csSAM,0.1595,0.0303951367781155,0,319,0,0,0,1,0,328,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,206,CARseq_with_RIN,0.375,0.0589711417816813,0,750,0,0,0,0,0,797,0,0,0,0,0.03,0.5395,0.042,0.023,0.0355,0.0345,0.03725,0.041,0.041625,0.024375,0.042125,0.036875
100,3_1_1,1,206,CARseq_without_RIN,0.2015,0.0218446601941747,0,403,0,0,0,0,0,412,0,0,0,0,0.0395,0.4075,0.028,0.051,0.022,0.027,0.037625,0.022125,0.034,0.058125,0.0235,0.029625
100,3_1_1,1,206,TOAST_TPM_with_RIN,0.211,0.0643015521064302,0,422,0,0,0,0,0,451,0,0,0,0,0.06,0.433,0.072,0.0445,0.064,0.044,0.041375,0.048375,0.044625,0.046875,0.049125,0.0445
100,3_1_1,1,206,TOAST_TPM_without_RIN,0.156,0.0370370370370371,0,312,0,0,0,0,0,324,0,0,0,0,0.043,0.366,0.051,0.09,0.033,0.0355,0.037875,0.02525,0.039875,0.08825,0.0355,0.03
100,3_1_1,1,206,csSAM,0.1385,0.00359712230215825,0,277,0,0,0,0,0,278,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,207,CARseq_with_RIN,0.41,0.0617848970251716,0,820,0,0,0,0,0,872,1,0,1,0,0.0405,0.5835,0.036,0.0225,0.026,0.0325,0.045875,0.044375,0.039,0.030625,0.0325,0.033
100,3_1_1,1,207,CARseq_without_RIN,0.251,0.0271317829457365,0,502,0,0,0,0,0,515,0,0,1,0,0.0325,0.4725,0.0225,0.013,0.0775,0.0275,0.03325,0.028625,0.026375,0.014375,0.106875,0.03525
100,3_1_1,1,207,TOAST_TPM_with_RIN,0.296,0.0573248407643312,0,592,0,0,0,0,0,628,0,0,0,0,0.0515,0.519,0.06,0.039,0.036,0.0445,0.04225,0.043,0.04,0.04225,0.047625,0.04975
100,3_1_1,1,207,TOAST_TPM_without_RIN,0.1745,0.0196629213483146,0,349,0,0,0,0,0,355,0,0,1,0,0.0355,0.4145,0.047,0.021,0.1635,0.0685,0.026,0.02625,0.03225,0.02475,0.181375,0.063375
100,3_1_1,1,207,csSAM,0.171,0.142857142857143,0,342,0,0,11,0,0,356,0,0,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,208,CARseq_with_RIN,0.4015,0.0833333333333334,0,803,0,0,0,0,0,876,0,0,0,0,0.048,0.5725,0.033,0.019,0.0255,0.0255,0.0480060007500938,0.0485060632579072,0.0398799849981248,0.0283785473184148,0.0367545943242905,0.0322540317539692
100,3_1_1,1,208,CARseq_without_RIN,0.208,0.0325581395348837,0,416,0,0,0,0,0,430,0,0,0,0,0.024,0.443,0.031,0.019,0.014,0.019,0.0266283285410676,0.0287535941992749,0.0357544693086636,0.0212526565820728,0.0185023127890986,0.0198774846855857
100,3_1_1,1,208,TOAST_TPM_with_RIN,0.2545,0.0778985507246377,0,509,0,0,0,0,0,552,0,0,0,0,0.052,0.4895,0.051,0.0545,0.0395,0.0465,0.04575,0.0505,0.046375,0.03925,0.04725,0.0455
100,3_1_1,1,208,TOAST_TPM_without_RIN,0.153,0.0467289719626168,0,306,0,0,0,0,0,321,0,0,0,0,0.0295,0.3805,0.048,0.0405,0.0285,0.039,0.0245,0.027875,0.0435,0.035375,0.02375,0.031375
100,3_1_1,1,208,csSAM,0.128,0.0447761194029851,0,256,0,0,1,0,0,267,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3_1_1,1,209,CARseq_with_RIN,0.4025,0.0831435079726651,0,805,0,0,0,0,0,878,0,0,0,0,0.0425,0.5965,0.0525,0.0425,0.034,0.0405,0.050625,0.048,0.04725,0.039625,0.03325,0.034
100,3_1_1,1,209,CARseq_without_RIN,0.225,0.0196078431372549,0,450,0,0,0,0,0,459,0,0,0,0,0.0315,0.4725,0.038,0.0535,0.017,0.0335,0.033375,0.025875,0.03675,0.04775,0.016125,0.03075
100,3_1_1,1,209,TOAST_TPM_with_RIN,0.293,0.0624,0,586,0,0,0,0,0,625,0,0,0,0,0.0435,0.5115,0.0405,0.053,0.047,0.0515,0.043875,0.0435,0.044,0.040625,0.03825,0.04375
