n,DE_pattern,DE_pattern_index,replicate,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_true_discoveries_ct4,number_of_true_discoveries_ct5,number_of_true_discoveries_ct6,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,number_of_discoveries_ct4,number_of_discoveries_ct5,number_of_discoveries_ct6,power_ct1,power_ct2,power_ct3,power_ct4,power_ct5,power_ct6,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3,type_I_error_ct4,type_I_error_ct5,type_I_error_ct6
50,2_1_1,1,405,TOAST_TPM_without_RIN,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0.0225,0.0975,0.031,0.08,0.024,0.0275,0.01875,0.024,0.034125,0.0685,0.026625,0.0295
50,2_1_1,1,405,csSAM,0.0015,0.5,0,3,1,0,0,0,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2_1_1,1,406,CARseq_with_RIN,0.017,0.105263157894737,0,34,0,0,0,0,0,38,0,0,0,0,0.0405,0.202,0.036,0.023,0.029,0.0355,0.040125,0.043,0.038375,0.024625,0.03475,0.031625
50,2_1_1,1,406,CARseq_without_RIN,0.002,0,0,4,0,0,0,0,0,4,0,0,0,0,0.02,0.1525,0.017,0.069,0.016,0.02,0.0218777347168396,0.0313789223652957,0.0201275159394924,0.0666333291661458,0.0163770471308914,0.0165020627578447
50,2_1_1,1,406,TOAST_TPM_with_RIN,0.0025,0.166666666666667,0,5,0,0,0,0,0,6,0,0,0,0,0.056,0.1445,0.0665,0.0765,0.047,0.046,0.051,0.042125,0.054875,0.061625,0.05025,0.04375
50,2_1_1,1,406,TOAST_TPM_without_RIN,0,1,0,0,0,44,0,0,0,0,0,196,0,0,0.03,0.102,0.03,0.1465,0.039,0.027,0.03,0.02275,0.029,0.145875,0.0275,0.027125
50,2_1_1,1,406,csSAM,0,1,0,0,0,5,0,0,0,0,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2_1_1,1,407,CARseq_with_RIN,0.0035,0.3,3,7,0,0,0,0,3,7,0,0,0,0,0.0465,0.186,0.039,0.03,0.027,0.0375,0.0455056882110264,0.040630078759845,0.047755969496187,0.032504063007876,0.0366295786973372,0.0455056882110264
50,2_1_1,1,407,CARseq_without_RIN,5e-04,0.666666666666667,2,1,0,0,0,0,2,1,0,0,0,0,0.037,0.116,0.0325,0.0195,0.0295,0.016,0.036375,0.0235,0.031,0.026625,0.0375,0.024875
50,2_1_1,1,407,TOAST_TPM_with_RIN,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.1355,0.066,0.049,0.039,0.0395,0.04325,0.04925,0.05625,0.0485,0.047,0.043875
50,2_1_1,1,407,TOAST_TPM_without_RIN,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0525,0.0945,0.0415,0.0405,0.027,0.026,0.03825,0.026125,0.034625,0.03475,0.034375,0.0245
50,2_1_1,1,407,csSAM,0.0025,0,0,5,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2_1_1,1,408,CARseq_with_RIN,0.018,0.027027027027027,0,36,0,0,0,0,0,37,0,0,0,0,0.0315,0.167,0.0405,0.0285,0.027,0.0365,0.0323790473809226,0.0353794224278035,0.0401300162520315,0.0286285785723215,0.0351293911738967,0.0341292661582698
50,2_1_1,1,408,CARseq_without_RIN,0.0095,0.136363636363636,0,19,0,0,0,0,1,21,0,0,0,0,0.046,0.1735,0.0505,0.0615,0.0485,0.027,0.0492561570196275,0.0661332666583323,0.0491311413926741,0.067383422927866,0.0517564695586948,0.0258782347793474
50,2_1_1,1,408,TOAST_TPM_with_RIN,0.006,0.0769230769230769,0,12,0,0,0,0,0,13,0,0,0,0,0.052,0.1425,0.054,0.049,0.047,0.0505,0.04925,0.046125,0.048125,0.040625,0.043125,0.0455
50,2_1_1,1,408,TOAST_TPM_without_RIN,0.051,0.389221556886228,0,102,0,0,0,0,2,164,1,0,0,0,0.104,0.242,0.083,0.1205,0.0465,0.03,0.085375,0.14725,0.06675,0.112625,0.0495,0.031
50,2_1_1,1,408,csSAM,0.038,0.24,2,76,0,0,0,0,8,91,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2_1_1,1,409,CARseq_with_RIN,0.0325,0.121621621621622,0,65,0,0,0,0,0,73,0,0,1,0,0.05,0.2205,0.039,0.0395,0.036,0.042,0.045625,0.052375,0.04225,0.037125,0.049125,0.038875
50,2_1_1,1,409,CARseq_without_RIN,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0475,0.133,0.089,0.025,0.026,0.0305,0.05125,0.0295,0.10775,0.024125,0.03325,0.02825
50,2_1_1,1,409,TOAST_TPM_with_RIN,0.0055,0.153846153846154,0,11,0,0,0,0,0,13,0,0,0,0,0.0565,0.1705,0.046,0.0535,0.0445,0.047,0.041125,0.047125,0.047875,0.047625,0.052625,0.046875
50,2_1_1,1,409,TOAST_TPM_without_RIN,0.001,0.6,0,2,1,0,0,0,0,2,3,0,0,0,0.05,0.1205,0.1665,0.0395,0.0285,0.032,0.055875,0.02775,0.1745,0.038125,0.031,0.03
50,2_1_1,1,409,csSAM,0.009,0.795454545454545,0,18,11,0,0,0,0,18,67,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2_1_1,1,410,CARseq_with_RIN,0.009,0,0,18,0,0,0,0,0,18,0,0,0,0,0.0335,0.184,0.051,0.0315,0.0335,0.053,0.0421302662832854,0.0465058132266533,0.0428803600450056,0.0317539692461558,0.0341292661582698,0.0351293911738967
50,2_1_1,1,410,CARseq_without_RIN,0.0025,0,0,5,0,0,0,0,0,5,0,0,0,0,0.018,0.1215,0.032,0.023,0.032,0.036,0.0235029378672334,0.0260032504063008,0.0280035004375547,0.0232529066133267,0.0311288911113889,0.0222527815976997
50,2_1_1,1,410,TOAST_TPM_with_RIN,5e-04,0.5,0,1,0,0,0,1,0,1,0,0,0,1,0.048,0.1345,0.044,0.0645,0.056,0.0615,0.03725,0.045125,0.04475,0.05,0.04275,0.041875
50,2_1_1,1,410,TOAST_TPM_without_RIN,0.001,0.333333333333333,0,2,0,0,1,0,0,2,0,0,1,0,0.0205,0.1365,0.032,0.0345,0.0765,0.0335,0.0235,0.03275,0.028375,0.03125,0.0675,0.0285
50,2_1_1,1,410,csSAM,0.002,0.2,0,4,0,0,0,0,0,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,401,CARseq_with_RIN,0.0055,0,0,11,0,0,0,0,0,11,0,0,0,0,0.04,0.188,0.0495,0.039,0.042,0.035,0.034875,0.03225,0.046375,0.037125,0.044375,0.0345
50,3_1_1,1,401,CARseq_without_RIN,0.001,0,0,2,0,0,0,0,0,2,0,0,0,0,0.033,0.104,0.021,0.026,0.058,0.0265,0.028125,0.015375,0.024375,0.023,0.048875,0.023625
50,3_1_1,1,401,TOAST_TPM_with_RIN,0.003,0,0,6,0,0,0,0,0,6,0,0,0,0,0.055,0.1465,0.038,0.0435,0.0535,0.0435,0.04375,0.050375,0.045125,0.04725,0.043,0.04775
50,3_1_1,1,401,TOAST_TPM_without_RIN,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0365,0.1055,0.0275,0.026,0.0475,0.0385,0.039625,0.0275,0.0255,0.029,0.042,0.035125
50,3_1_1,1,401,csSAM,0.0035,0,0,7,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,402,CARseq_with_RIN,0.1075,0.0652173913043478,0,215,0,0,0,0,0,230,0,0,0,0,0.0435,0.3225,0.037,0.0295,0.034,0.039,0.04575,0.043,0.042125,0.028,0.04125,0.04175
50,3_1_1,1,402,CARseq_without_RIN,0.0195,0,0,39,0,0,0,0,0,39,0,0,0,0,0.0335,0.21,0.026,0.0265,0.0195,0.0535,0.02875,0.02,0.0255,0.023625,0.02075,0.0645
50,3_1_1,1,402,TOAST_TPM_with_RIN,0.0395,0.193877551020408,0,79,6,0,0,0,0,85,13,0,0,0,0.042,0.238,0.0705,0.055,0.0535,0.0415,0.043,0.039,0.069625,0.04525,0.047375,0.04325
50,3_1_1,1,402,TOAST_TPM_without_RIN,0.011,0,0,22,0,0,0,0,0,22,0,0,0,0,0.03,0.168,0.0325,0.0385,0.0205,0.0815,0.025375,0.021375,0.0305,0.028625,0.02425,0.081625
50,3_1_1,1,402,csSAM,0.0285,0,0,57,0,0,0,0,0,57,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,403,CARseq_with_RIN,0.12,0.0204081632653061,0,240,0,0,0,0,0,245,0,0,0,0,0.041,0.326,0.0345,0.0275,0.0385,0.0355,0.0473809226153269,0.0390048756094512,0.0421302662832854,0.0345043130391299,0.0438804850606326,0.0390048756094512
50,3_1_1,1,403,CARseq_without_RIN,0.026,0,0,52,0,0,0,0,0,52,0,0,0,0,0.02,0.2335,0.0205,0.021,0.037,0.022,0.02575,0.024375,0.02225,0.028125,0.042375,0.02125
50,3_1_1,1,403,TOAST_TPM_with_RIN,0.019,0.136363636363636,0,38,0,1,0,0,0,43,0,1,0,0,0.059,0.22,0.0375,0.04,0.0445,0.0515,0.05025,0.0445,0.045125,0.042375,0.037375,0.047375
50,3_1_1,1,403,TOAST_TPM_without_RIN,0.012,0.04,0,24,0,1,0,0,0,24,0,1,0,0,0.029,0.213,0.026,0.0405,0.042,0.037,0.03325,0.028375,0.023625,0.04375,0.037625,0.026
50,3_1_1,1,403,csSAM,0.057,0.05,0,114,0,0,0,0,0,120,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,404,CARseq_with_RIN,0.065,0.0441176470588235,0,130,0,0,0,0,0,136,0,0,0,0,0.042,0.2795,0.0415,0.0385,0.0395,0.029,0.0448862215553888,0.0368842210552638,0.0436359089772443,0.0390097524381095,0.036384096024006,0.0321330332583146
50,3_1_1,1,404,CARseq_without_RIN,0.0325,0.10958904109589,0,65,0,0,0,1,0,69,0,0,0,4,0.0175,0.2455,0.0205,0.0195,0.0505,0.1445,0.021875,0.076625,0.0215,0.0235,0.052,0.17925
50,3_1_1,1,404,TOAST_TPM_with_RIN,0.0125,0.0384615384615384,0,25,0,0,0,0,0,26,0,0,0,0,0.0715,0.201,0.045,0.048,0.0675,0.052,0.0675,0.06175,0.044625,0.047125,0.052375,0.04075
50,3_1_1,1,404,TOAST_TPM_without_RIN,0.046,0.948285553681844,0,92,0,0,0,313,0,124,0,0,0,1655,0.0285,0.288,0.032,0.032,0.077,0.293,0.027375,0.155125,0.024625,0.024875,0.078875,0.30125
50,3_1_1,1,404,csSAM,0.0475,0.649446494464945,0,95,0,0,1,42,0,114,1,0,1,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,405,CARseq_with_RIN,0.04,0.0697674418604651,0,80,0,0,0,0,0,86,0,0,0,0,0.039,0.2375,0.0575,0.029,0.033,0.0335,0.0402550318789849,0.035879484935617,0.0450056257032129,0.035879484935617,0.0377547193399175,0.0330041255156895
50,3_1_1,1,405,CARseq_without_RIN,0.0115,0,0,23,0,0,0,0,0,23,0,0,0,0,0.02,0.156,0.0575,0.0195,0.0235,0.023,0.0247530941367671,0.0238779847480935,0.0287535941992749,0.0218777347168396,0.0293786723340418,0.0212526565820728
50,3_1_1,1,405,TOAST_TPM_with_RIN,0.0035,0,0,7,0,0,0,0,0,7,0,0,0,0,0.039,0.1725,0.045,0.0475,0.0355,0.053,0.045,0.0435,0.046625,0.047125,0.043625,0.05775
50,3_1_1,1,405,TOAST_TPM_without_RIN,0.002,0.2,0,4,0,0,0,0,0,5,0,0,0,0,0.032,0.1655,0.064,0.03,0.0305,0.0335,0.037875,0.04925,0.040875,0.028,0.033375,0.02625
50,3_1_1,1,405,csSAM,0.03,0.0476190476190477,0,60,0,0,1,0,0,62,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,406,CARseq_with_RIN,0.0675,0.0625,0,135,0,0,0,0,0,144,0,0,0,0,0.0455,0.2735,0.038,0.0325,0.0385,0.028,0.0441525953721076,0.0372732958098812,0.041400875547217,0.0346466541588493,0.0355222013758599,0.0311444652908068
50,3_1_1,1,406,CARseq_without_RIN,0.004,0,0,8,0,0,0,0,0,8,0,0,0,0,0.0515,0.182,0.021,0.025,0.0275,0.066,0.0348837209302326,0.0190047511877969,0.0226306576644161,0.0278819704926232,0.0267566891722931,0.0867716929232308
50,3_1_1,1,406,TOAST_TPM_with_RIN,0.0225,0.166666666666667,0,45,0,4,0,0,0,46,0,8,0,0,0.064,0.26,0.0425,0.0865,0.0535,0.0525,0.043625,0.0425,0.038,0.074625,0.047,0.046625
50,3_1_1,1,406,TOAST_TPM_without_RIN,0.0055,0.0833333333333334,0,11,0,0,0,0,0,11,0,0,0,1,0.091,0.205,0.028,0.0565,0.0715,0.164,0.042875,0.021625,0.02425,0.05725,0.075,0.166125
50,3_1_1,1,406,csSAM,0.0255,0.0192307692307693,0,51,0,0,0,0,0,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,407,CARseq_with_RIN,0.172,0.0727762803234502,0,344,0,0,0,0,1,370,0,0,0,0,0.033,0.402,0.032,0.0215,0.0425,0.039,0.036375,0.045875,0.039625,0.026125,0.043875,0.03675
50,3_1_1,1,407,CARseq_without_RIN,0.0745,0.0324675324675324,0,149,0,0,0,0,1,153,0,0,0,0,0.065,0.3,0.019,0.0195,0.057,0.0225,0.081625,0.028,0.024125,0.02125,0.0655,0.02375
50,3_1_1,1,407,TOAST_TPM_with_RIN,0.0155,0.0882352941176471,0,31,0,0,0,0,0,34,0,0,0,0,0.0555,0.2445,0.0515,0.0495,0.055,0.0525,0.048,0.05075,0.041875,0.045625,0.055125,0.057875
50,3_1_1,1,407,TOAST_TPM_without_RIN,0.02,0.607843137254902,0,40,0,0,12,0,0,42,0,0,60,0,0.102,0.2425,0.0325,0.037,0.113,0.037,0.098625,0.03525,0.03125,0.030125,0.127875,0.032
50,3_1_1,1,407,csSAM,0.041,0.0681818181818182,0,82,0,0,0,0,0,88,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,408,CARseq_with_RIN,0.205,0.0969162995594713,0,410,0,0,0,0,0,454,0,0,0,0,0.0315,0.416,0.035,0.023,0.0335,0.03,0.039629953744218,0.0485060632579072,0.0328791098887361,0.0295036879609951,0.0355044380547568,0.0426303287910989
50,3_1_1,1,408,CARseq_without_RIN,0.0655,0.083916083916084,0,131,0,2,0,0,0,135,0,8,0,0,0.0265,0.288,0.0465,0.12,0.0165,0.054,0.036,0.028875,0.039375,0.153625,0.019125,0.068875
50,3_1_1,1,408,TOAST_TPM_with_RIN,0.019,0.0952380952380952,0,38,0,0,0,0,0,42,0,0,0,0,0.0495,0.2465,0.05,0.044,0.053,0.0405,0.053,0.042625,0.047625,0.043625,0.042875,0.04975
50,3_1_1,1,408,TOAST_TPM_without_RIN,0.044,0.666666666666667,0,88,0,49,0,1,0,91,0,168,1,4,0.087,0.267,0.0645,0.187,0.041,0.07,0.070875,0.03175,0.046875,0.195625,0.03175,0.07375
50,3_1_1,1,408,csSAM,0.0655,0.295698924731183,0,131,0,19,0,0,0,135,0,51,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,409,CARseq_with_RIN,0.115,0.0456431535269709,0,230,0,0,0,0,0,241,0,0,0,0,0.045,0.3555,0.046,0.0355,0.043,0.0425,0.052,0.04825,0.041,0.036,0.04675,0.03925
50,3_1_1,1,409,CARseq_without_RIN,0.0645,0.0227272727272727,0,129,0,0,0,0,0,132,0,0,0,0,0.041,0.2935,0.018,0.0205,0.02,0.0165,0.0440165061898212,0.0671501813179942,0.0230086282355883,0.0170063773915218,0.0246342378391897,0.0166312367137677
50,3_1_1,1,409,TOAST_TPM_with_RIN,0.054,0.0689655172413793,0,108,0,0,0,1,0,115,0,0,0,1,0.0365,0.303,0.049,0.0445,0.054,0.0405,0.037375,0.046625,0.0435,0.0495,0.048125,0.035
50,3_1_1,1,409,TOAST_TPM_without_RIN,0.031,0.0746268656716418,0,62,0,0,0,0,0,66,0,0,1,0,0.037,0.2785,0.0325,0.029,0.027,0.022,0.034,0.054625,0.030375,0.02975,0.029625,0.019
50,3_1_1,1,409,csSAM,0.0425,0.0555555555555556,0,85,0,0,0,0,0,90,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3_1_1,1,410,CARseq_with_RIN,0.1495,0.093939393939394,1,299,1,0,1,0,1,325,1,0,3,0,0.0425,0.3635,0.046,0.038,0.0415,0.0435,0.047125,0.046125,0.0485,0.03575,0.046125,0.04275
50,3_1_1,1,410,CARseq_without_RIN,0.046,0.0212765957446809,0,92,1,0,0,0,0,93,1,0,0,0,0.0265,0.2665,0.0895,0.0305,0.035,0.033,0.029125,0.0255,0.106875,0.025625,0.032875,0.029875
50,3_1_1,1,410,TOAST_TPM_with_RIN,0.0645,0.14,0,129,0,0,0,0,0,150,0,0,0,0,0.059,0.302,0.0575,0.0565,0.055,0.0475,0.051,0.055125,0.049875,0.045375,0.049875,0.045625
50,3_1_1,1,410,TOAST_TPM_without_RIN,0.0255,0.0192307692307693,0,51,0,0,0,0,0,52,0,0,0,0,0.03,0.2455,0.101,0.0405,0.034,0.0475,0.029375,0.02775,0.108,0.03425,0.02925,0.04325
50,3_1_1,1,410,csSAM,0.0585,0.0330578512396694,0,117,0,0,0,0,0,121,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,401,CARseq_with_RIN,0.159,0.0507462686567164,0,318,0,0,0,0,0,335,0,0,0,0,0.0335,0.3715,0.04,0.033,0.0345,0.0465,0.040875,0.04325,0.04225,0.035875,0.03825,0.037875
50,4_1_1,1,401,CARseq_without_RIN,0.043,0.0227272727272727,0,86,0,0,0,0,0,87,0,0,0,1,0.02,0.2565,0.055,0.032,0.024,0.048,0.022,0.0205,0.07425,0.024,0.02425,0.04525
50,4_1_1,1,401,TOAST_TPM_with_RIN,0.039,0.0370370370370371,0,78,0,0,0,0,0,81,0,0,0,0,0.0405,0.2775,0.05,0.036,0.05,0.0595,0.052625,0.04675,0.05125,0.038625,0.046625,0.050875
50,4_1_1,1,401,TOAST_TPM_without_RIN,0.018,0.027027027027027,0,36,1,0,0,0,0,36,1,0,0,0,0.0305,0.2215,0.063,0.0275,0.0375,0.072,0.026125,0.025375,0.0505,0.028125,0.033625,0.0595
50,4_1_1,1,401,csSAM,0.0785,0.0368098159509203,0,157,0,0,0,0,0,162,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,402,CARseq_with_RIN,0.136,0.0456140350877193,0,272,1,0,0,0,0,284,1,0,0,0,0.0405,0.359,0.0335,0.038,0.0455,0.036,0.0446305788223528,0.0417552194024253,0.0450056257032129,0.0412551568946118,0.0450056257032129,0.0442555319414927
50,4_1_1,1,402,CARseq_without_RIN,0.0715,0.0337837837837838,0,143,1,0,0,0,0,147,1,0,0,0,0.0735,0.3045,0.0195,0.0185,0.0575,0.0325,0.091625,0.03175,0.0255,0.02575,0.0405,0.03075
50,4_1_1,1,402,TOAST_TPM_with_RIN,0.0535,0.0854700854700855,1,107,0,0,0,0,1,116,0,0,0,0,0.045,0.33,0.0425,0.051,0.0675,0.0595,0.043125,0.045875,0.046875,0.048,0.0475,0.046875
50,4_1_1,1,402,TOAST_TPM_without_RIN,0.0615,0.0681818181818182,1,123,1,0,0,0,1,130,1,0,0,0,0.1025,0.3605,0.0335,0.033,0.1035,0.0695,0.094,0.03325,0.0315,0.034375,0.06775,0.048625
50,4_1_1,1,402,csSAM,0.0915,0.0418848167539267,0,183,0,0,0,0,0,190,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,403,CARseq_with_RIN,0.305,0.0743550834597876,0,610,0,0,0,0,0,659,0,0,0,0,0.0345,0.507,0.0295,0.0265,0.029,0.021,0.0411301412676585,0.0481310163770471,0.0390048756094512,0.0333791723965496,0.0421302662832854,0.0290036254531816
50,4_1_1,1,403,CARseq_without_RIN,0.1485,0.0747663551401869,0,297,1,0,0,0,0,304,17,0,0,0,0.0245,0.4025,0.109,0.0175,0.0455,0.019,0.027,0.028375,0.158625,0.02875,0.05925,0.023625
50,4_1_1,1,403,TOAST_TPM_with_RIN,0.1405,0.0695364238410596,0,281,0,0,0,0,0,302,0,0,0,0,0.074,0.389,0.0385,0.0475,0.0425,0.0405,0.045125,0.041,0.040625,0.053375,0.048125,0.041875
50,4_1_1,1,403,TOAST_TPM_without_RIN,0.099,0.0388349514563107,0,198,0,0,0,0,0,205,1,0,0,0,0.045,0.337,0.1865,0.043,0.0585,0.0375,0.03075,0.024,0.207125,0.055,0.07125,0.03475
50,4_1_1,1,403,csSAM,0.1225,0.0392156862745098,0,245,1,0,0,0,0,252,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4_1_1,1,404,CARseq_with_RIN,0.121,0.0763358778625954,0,242,0,1,0,0,3,258,0,1,0,0,0.057,0.3515,0.0355,0.0225,0.0385,0.0355,0.0455056882110264,0.0410051256407051,0.0426303287910989,0.0330041255156895,0.0457557194649331,0.0327540942617827
