Input Sample,Astro,Exc,Inh,Micro,Oligo,OPC,P-value,Pearson Correlation,RMSE
MSSM_RNA_PFC_129,0.09667780453219015,0.7543594304437478,0.018498319595177205,0.009908460651414383,0.11730999401205118,0.003245990765419412,0,0.5321696564791221,0.8787926694883957
MSSM_RNA_PFC_13,0.09454430068742281,0.7738431795016646,0.014624791414629357,0.00550861704033403,0.11147911135594922,0,0,0.4418493221603225,0.9105193554087853
MSSM_RNA_PFC_130,0.06738865552057108,0.8002726930515538,0.04736533303519366,0.0069612654048002735,0.07801205298788123,0,0,0.4905385906647425,0.9040741070616409
MSSM_RNA_PFC_131,0.09262397474036414,0.8205105485926407,0.01821169355070894,0.011164776740421987,0.05748900637586427,0,0,0.5565442382231353,0.8923484112623483
MSSM_RNA_PFC_132,0.10003804042001337,0.685501498681669,0.029575410243732562,0.013669493491585482,0.16290941574685425,0.00830614141614541,0,0.5925793410802989,0.8368896981277719
MSSM_RNA_PFC_134,0.09782255041456575,0.7876109639944064,0.015889585018003787,0.027689063880336907,0.07098783669268705,0,0,0.5000646182431445,0.9044814491702396
MSSM_RNA_PFC_135,0.09154074448973556,0.8303676967593979,0.012823332594546093,0.00509826050038675,0.0589733933589231,0.001196572297010575,0,0.5511055360205692,0.892787439573511
MSSM_RNA_PFC_136,0.07717190427444441,0.8352003221715872,0.0062515228592340795,0.01152904818530971,0.06984720250942451,0,0,0.5181948597001512,0.8981794742229646
MSSM_RNA_PFC_137,0.08422044620254121,0.8257292192846287,0.02654125224856579,0.005130684075832643,0.0583783981884317,0,0,0.38433458237417434,0.9369446400934124
MSSM_RNA_PFC_140,0.08820510026574788,0.8132580112307418,0.017713096739880814,0.021767573676864455,0.059056218086765096,0,0,0.3486166826668179,0.9461088817906377
MSSM_RNA_PFC_141,0.07161592069045532,0.8975838529091068,0.009211147964077735,0,0.021589078436360248,0,0,0.4794564393989617,0.9161093676474082
MSSM_RNA_PFC_142,0.09392647674444683,0.7713875226525999,0.00843412979829702,0.005758198714621139,0.12049367209003509,0,0,0.4456189233073396,0.907172876568024
MSSM_RNA_PFC_143,0.0663377630266747,0.7480225189527626,0.004866318998267877,0.003469922671523539,0.17730347635077126,0,0,0.6174914351877467,0.8175077868757458
MSSM_RNA_PFC_144,0.07367888789617671,0.8093563482510002,0.023520425281910867,0.008633723472383482,0.0848106150985287,0,0,0.590381924851526,0.8720913361302411
MSSM_RNA_PFC_145,0.05798220632590509,0.8590333541852176,0.015549669788786698,0.004899200596673564,0.06253556910341694,0,0,0.5248435316821877,0.8973436323873485
MSSM_RNA_PFC_146,0.0665786007820909,0.8581772981652235,0.014483359592604515,0.008688774138458425,0.05207196732162275,0,0,0.4849825988064051,0.9110993277930737
MSSM_RNA_PFC_147,0.07940347375693917,0.8117088294611888,0.012795560199418415,0.015263895290984248,0.07887447240820916,0.001953768883260141,0,0.6381375526864161,0.8606699321684231
MSSM_RNA_PFC_148,0.08376884756074154,0.7766951141082535,0.024246746428102192,0.017822119314298772,0.09746717258860389,0,0,0.5784158106201229,0.8713997527657344
MSSM_RNA_PFC_149,0.09190577024666642,0.7208824555437092,0.01744682798270007,0.0029073556050242207,0.1668575906219001,0,0,0.4918492239359191,0.879012286678183
MSSM_RNA_PFC_15,0.06101168740192577,0.7915359533615726,0.023780841239229206,0.010375876359581305,0.11329564163769124,0,0,0.5836436350893144,0.8614101029153738
MSSM_RNA_PFC_151,0.07003876317806552,0.8093417690831552,0.03212529845837347,0.008886387605100054,0.07960778167530572,0,0,0.5587594623712573,0.88366745111327
MSSM_RNA_PFC_152,0.08058119976829144,0.8712821964070194,0.017757577389674366,0,0.030379026435014722,0,0,0.5844706013874376,0.8893600898740102
MSSM_RNA_PFC_153,0.09118733210203134,0.798564213006035,0.017938535015455153,0,0.09230991987647846,0,0,0.5497451378705014,0.8817456897014372
MSSM_RNA_PFC_154,0.2520302119530323,0.6478982664939896,0,0,0.08302156563036273,0.017049955922615247,0,0.23481430310428317,0.9737975600938652
MSSM_RNA_PFC_155,0.10100586634181914,0.7306510517976603,0.00849728010218997,0.008652398078637482,0.14397638169967292,0.007217021980020144,0,0.5121477972032513,0.8769318796845282
MSSM_RNA_PFC_156,0.0978563085959997,0.8124738531822228,0.015426414314276351,0.007324267105340061,0.066919156802161,0,0,0.4286035154980346,0.9241747728820635
MSSM_RNA_PFC_157,0.09650909934617966,0.7497408495798347,0.013320493850591072,0.022887657218024656,0.10480517548770739,0.012736724517662496,0,0.4119126716064676,0.9217205058351065
MSSM_RNA_PFC_158,0.19709189680237219,0.5940020757231814,0,0,0.2089060274744465,0,0,0.5256866950319715,0.8547876997632267
MSSM_RNA_PFC_16,0.17146324979851568,0.6083610973143383,0,0.0048421800226682845,0.21533347286447774,0,0,0.4817463164748396,0.8769108226239903
MSSM_RNA_PFC_160,0.07134757614318041,0.8677058998738517,0.0074065748520584,0,0.05353994913090946,0,0,0.5677368099246629,0.8879242996909021
MSSM_RNA_PFC_161,0.0890092387690471,0.7062750257697606,0.006599399361269809,0.01381848188446883,0.18429785421545364,0,0,0.4947749897172896,0.8741753528577276
MSSM_RNA_PFC_162,0.10648496587384934,0.776602917508359,0.013067128268578344,0.013265005518289814,0.09057998283092354,0,0,0.40124873321329596,0.9275080584878144
MSSM_RNA_PFC_163,0.2307713398510801,0.4853784670596836,0.003355113136765723,0.029949999532881275,0.24546202386237598,0.00508305655721333,0,0.5299368171849372,0.8480228165962173
MSSM_RNA_PFC_164,0.11172071993843925,0.8542701775935051,0.0030454032104314027,0,0.03096369925762421,0,0,0.46835472210326773,0.9195580298942673
MSSM_RNA_PFC_165,0.07546127244891059,0.8036730843598948,0.019760016463321546,0,0.10110562672787314,0,0,0.6700292041174124,0.8376259964475172
MSSM_RNA_PFC_166,0.07298234453981042,0.8111900720067932,0.02455780788166255,0,0.09126977557173395,0,0,0.5979411683651792,0.8663785393684691
MSSM_RNA_PFC_167,0.07652057394017253,0.8182762518612654,0.02397230329225875,0.00924678631177602,0.07198408459452735,0,0,0.2462740814165765,0.9715483737022518
MSSM_RNA_PFC_168,0.2819686601477247,0.6025920581850969,0.009378195287950182,0.004158370026020629,0.10190271635320768,0,0,0.46811474625117944,0.9057937697080533
MSSM_RNA_PFC_170,0.05679288971737373,0.8194999525112865,0.01770433316919284,0.005168020346960472,0.09612677266576802,0.004708031589418438,0,0.5975040856894294,0.8638914680380048
MSSM_RNA_PFC_171,0.10765167029308591,0.7685191081359549,0.0016115451868736242,0,0.12221767638408561,0,0,0.5444931162238594,0.8721064729635937
MSSM_RNA_PFC_172,0.09074245563482353,0.8191533353722233,0.01657595985567338,0,0.0735282491372797,0,0,0.45559020175630627,0.9150128889115944
MSSM_RNA_PFC_173,0.2856757976683372,0.5612444167461169,0,0.0008,0.15007073489282255,0.0021985537910493894,0,0.29586883395665964,0.957179862504312
MSSM_RNA_PFC_174,0.2195628932296515,0.5329949618619582,0,0.022297947228886113,0.21762847036423755,0.0075157273152667075,0,0.252939687582579,0.9888071628283245
MSSM_RNA_PFC_175,0.05754970421212654,0.8414084984742932,0.024500840961141697,0,0.07654095635243859,0,0,0.5946540328604351,0.8725754505113911
MSSM_RNA_PFC_176,0.1326519926829457,0.7401284189947426,0.002746143568874628,0.007263144666978046,0.1172103000864591,0,0,0.5466395838270562,0.8742082470886047
MSSM_RNA_PFC_177,0.06326362467113794,0.8313101332972055,0.016790827006822356,0.007115044293969265,0.08152037073086489,0,0,0.6515254522163924,0.8537165091020648
MSSM_RNA_PFC_179,0.11968447555255302,0.7200979121758593,0.012140870668225882,0.010721881231801645,0.1373548603715601,0,0,0.5057948536542993,0.8816773075378271
MSSM_RNA_PFC_180,0.05680739004152155,0.8432974328847511,0.029236798113188425,0.0013415625170898906,0.06931681644344906,0,0,0.6577916193627489,0.8568566827314673
MSSM_RNA_PFC_181,0.08905052653816725,0.8442846396427486,0.010414818671576545,0,0.056250015147507604,0,0,0.48567952482970694,0.9104309147976068
MSSM_RNA_PFC_182,0.15111557968791076,0.6471318773710226,0.006531479822366769,0.01477066079130612,0.18045040232739382,0,0,0.4986892783377896,0.8733936926375787
MSSM_RNA_PFC_184,0.07998556646658685,0.7914427090914257,0.032225811880036294,0.0003,0.09607743853539565,0,0,0.5892881046791765,0.8676098695338952
MSSM_RNA_PFC_183,0.07308107566822795,0.8153510151323456,0.024465824774437525,0.002642069527023714,0.08376436160060985,0.0007,0,0.5578740450998281,0.882018338259102
MSSM_RNA_PFC_185,0.07120561392130584,0.8237819776950196,0.022470197620341158,0.0004,0.08213653629908968,0,0,0.6650718424620619,0.8493444059415179
MSSM_RNA_PFC_186,0.04192475777636278,0.7781191062917299,0.027566191565841502,0.0059734234196129705,0.14641652094645294,0,0,0.7405871345910611,0.7781701911740114
MSSM_RNA_PFC_187,0.082766999360389,0.7506683487578436,0.024111775786932025,0.01450513903084957,0.1279477370639858,0,0,0.2819744026096706,0.9614127469223696
MSSM_RNA_PFC_188,0.05435951073608591,0.8744178232193502,0.02333396185124213,0,0.04788870419332172,0,0,0.6185259533498769,0.8749759924593338
MSSM_RNA_PFC_189,0.07693122323073578,0.8608743555101127,0.010530976247290933,0,0.05166344501186056,0,0,0.5215238662686491,0.9013269676212038
MSSM_RNA_PFC_192,0.08944214250367821,0.8199987921234595,0.03983019562822262,0.007671174809205529,0.0430576949354342,0,0,0.5623770841420523,0.8947664261324505
MSSM_RNA_PFC_194,0.09057961933055204,0.7614022935342024,0.025185879905000576,0.017155534184294222,0.10567667304595074,0,0,0.6291579432277866,0.8511365004936816
MSSM_RNA_PFC_195,0.07786497879894844,0.7884565470867333,0.00967767857916685,0,0.12400079553515152,0,0,0.6041683855499796,0.8488026946507324
MSSM_RNA_PFC_196,0.11879898806086106,0.8187402636814647,0.0038121414926394178,0,0.058648606765034715,0,0,0.3977481203999105,0.9336770533062198
MSSM_RNA_PFC_197,0.07905641487874347,0.8258452006431128,0.02654659944970189,0.0028560871261841866,0.06569569790225757,0,0,0.5416368186169565,0.8930523214347849
MSSM_RNA_PFC_2,0.07580458574411834,0.8174593460095428,0.003998121915200434,0.0202489880388365,0.08248895829230186,0,0,0.41120814655131355,0.9255539837764607
MSSM_RNA_PFC_20,0.14816446943494183,0.6100333146503941,0.0037073578162258197,0.02499461458369131,0.2131002435147469,0,0,0.5216231401371416,0.8561911974726479
MSSM_RNA_PFC_200,0.10298756963450381,0.8008128625191787,0.02366619671492122,0.008156576908055957,0.06437679422334032,0,0,0.5265227481716501,0.898913063330707
MSSM_RNA_PFC_201,0.10295066362403878,0.7443781177545209,0.025231677504317245,0.04455145066223412,0.08288809045488899,0,0,0.2727033040168524,0.9637213466330169
MSSM_RNA_PFC_202,0.06714905686447975,0.8039352304723261,0.03711380423758806,0.007555888040290663,0.08424602038531541,0,0,0.5668103152969186,0.8794467166500735
MSSM_RNA_PFC_204,0.09077441250363896,0.6930324981043564,0.014753628419589025,0.00349895184074468,0.19794050913167094,0,0,0.44876156393386735,0.8944464054009985
MSSM_RNA_PFC_205,0.05843731482075375,0.8097764430036785,0.05333405264851266,0.0007,0.07774729448875695,0,0,0.599543852814743,0.8715148073648706
MSSM_RNA_PFC_208,0.09487548596006802,0.7861308593302976,0.05359045738178855,0.0019230719979568608,0.06348012532988889,0,0,0.2388466332765435,0.9734796000033309
MSSM_RNA_PFC_209,0.2509352545929276,0.47132129525920047,0,0.0118011838436158,0.26594226630425616,0,0.010101010101010102,0.22002665310213837,1.028071564130358
MSSM_RNA_PFC_211,0.29184513147902047,0.4491205102835999,0,0.02391272999504269,0.19415467758782698,0.04096695065450986,0,0.2456804570851204,0.9842541977614576
MSSM_RNA_PFC_212,0.11912200635098327,0.6381363835323515,0.0020728798331445314,0.0036196439913381622,0.23704908629218246,0,0,0.49884462539279373,0.8668580383798872
MSSM_RNA_PFC_22,0.0716037385868127,0.8133351187778188,0.015268481473626387,0.010581211155771575,0.08921145000597043,0,0,0.6234394946747087,0.8595937149070763
MSSM_RNA_PFC_220,0.2106844374645285,0.6126718096769295,0.02230903755648607,0.0097470453671202,0.1445876699349357,0,0,0.33857498012586673,0.9416985932498104
MSSM_RNA_PFC_221,0.09915549854759048,0.8086767060492431,0.00945039237778345,0.0003,0.08055196599493715,0.0018390577195704348,0,0.30026293939078924,0.9569533537539319
MSSM_RNA_PFC_223,0.11095053489554549,0.7989002314471334,0.019975703006635082,0,0.07017353065068604,0,0,0.37052418797984976,0.9392129747663808
MSSM_RNA_PFC_226,0.10428804059651882,0.7663353664864603,0.022926089175468435,0.003605613419969681,0.10284489032158274,0,0,0.3597607941302152,0.9379260379281175
MSSM_RNA_PFC_228,0.11338694650215765,0.8084703430603379,0.012505949229989561,0.004663477010168737,0.06097328419734621,0,0,0.2572377593616627,0.96899946068138
MSSM_RNA_PFC_229,0.1584358591580251,0.6724223782058901,0.010722232159096016,0.00325111847265381,0.15516841200433504,0,0,0.27730782435489093,0.9648356161631292
MSSM_RNA_PFC_230,0.09617329031374341,0.7453660086062962,0.0077245225329615995,0.007817990431274902,0.14291818811572396,0,0,0.6031043711483733,0.8409627549826838
MSSM_RNA_PFC_231,0.06465315699002956,0.790491445393442,0.021144137658421065,0.007879225857563368,0.11583203410054402,0,0,0.6969947641309954,0.8190421897265382
MSSM_RNA_PFC_232,0.0663344973102913,0.8208956417402784,0.04788318168851242,0,0.06488667926091796,0,0,0.6514306238067967,0.861810665692122
MSSM_RNA_PFC_233,0.07950007198232288,0.8449438899017541,0.013291847286817043,0.0062723425790043,0.055991848250101804,0,0,0.5289414106267889,0.8989849991709988
MSSM_RNA_PFC_234,0.1838105334480153,0.6146005800566939,0.019183964544540265,0.009276113063534163,0.17153112111345878,0.0015976877737576259,0,0.3532088033018703,0.9364373839467426
MSSM_RNA_PFC_236,0,0.9527641996146136,0.025299331345228816,0,0.02193646904015769,0,0,0.6434537407026324,0.867754702366587
MSSM_RNA_PFC_237,0.052295678020238,0.7775033059574536,0.05061869244770675,0.0027206614009277655,0.11558339385034927,0.0012782683233246747,0,0.651023020389071,0.8359096426719915
MSSM_RNA_PFC_238,0.17419985091807258,0.6736829341558417,0.001359243377102834,0.009954056749141443,0.14080391479984145,0,0,0.39596943147381836,0.9214730458211837
MSSM_RNA_PFC_239,0.24890694622349208,0.6645471475744935,0.0032234190940861117,0,0.08332248710792839,0,0,0.2500359390603458,0.9699057731202794
MSSM_RNA_PFC_240,0.06964950860250861,0.8252667956971795,0.038582421978751044,0,0.0665012737215608,0,0,0.6381062585128171,0.8649659566469056
MSSM_RNA_PFC_241,0.09047930295000647,0.8461713589894201,0.0038389881178965794,0,0.05951034994267681,0,0,0.3819730848334872,0.937110156178471
MSSM_RNA_PFC_242,0.07113583172831836,0.843866911961323,0.011167093503866549,0.008836774838614229,0.06499338796787789,0,0,0.5298596790925755,0.8960301548569793
MSSM_RNA_PFC_243,0.27165283764258413,0.5301477985520614,0.004111045661760632,0.002550161773840743,0.15728061712301106,0.034257539246742,0,0.34812853491400536,0.9379565224845191
MSSM_RNA_PFC_244,0.07673266301710967,0.7980879235936019,0.016427867036047594,0.0036158120149360267,0.10513573433830473,0,0,0.5811378070881993,0.865992295216463
MSSM_RNA_PFC_245,0.08776300043415367,0.83794420220649,0.023687884578781015,0.003125087741738423,0.047479825038836916,0,0,0.6310550715749201,0.8745752840878623
MSSM_RNA_PFC_246,0.08681964153710102,0.7425853559459515,0.039213779545383194,0.008137695024026392,0.12253131174637083,0.0007,0,0.6721081858586203,0.8258233573775707
MSSM_RNA_PFC_248,0.07613961902494391,0.8489579046665949,0.03261528816323765,0.0026987179687736726,0.03958847017644975,0,0,0.5467942767541009,0.8980649133091754
MSSM_RNA_PFC_25,0.06106270997785003,0.7943320674125851,0.018350731389284104,0.00640021419035315,0.11985427702992762,0,0,0.5165292372002732,0.8822282679412842
MSSM_RNA_PFC_250,0.05509775300202224,0.7974686804121724,0.0219778859825567,0.006926316948803636,0.11852936365444497,0,0,0.709560136906032,0.8118677965213073
MSSM_RNA_PFC_251,0.12495789961452829,0.7318447067371195,0.019705951691749792,0.025317346614418226,0.09817409534218409,0,0,0.24698191970472017,0.9708092706388584
MSSM_RNA_PFC_253,0.14212867833643847,0.7708541514220151,0.006885134869459596,0,0.08013203537208688,0,0,0.3534652569816396,0.942664086971856
MSSM_RNA_PFC_254,0.05816154673264558,0.7586386407013755,0.04291871725485755,0.003319539796893298,0.13288511703057965,0.004076438483648445,0,0.6505497951040844,0.8265002127268183
MSSM_RNA_PFC_255,0.04631010890776865,0.8386454428607656,0.019624518106087403,0,0.09541993012537836,0,0,0.6166774973211718,0.8567976913339911
MSSM_RNA_PFC_256,0.16572829908833997,0.7189585645961427,0.005008751534787605,0,0.10895254291667526,0.0013518418640544312,0,0.27038446427100565,0.9644838372993433
MSSM_RNA_PFC_257,0.1554911888653116,0.7126636968423652,0.005608643125977134,0,0.12623647116634604,0,0,0.3131242858692553,0.9510659621803812
MSSM_RNA_PFC_258,0.1642300262678784,0.6892561812610309,0.004370189816397632,0,0.14214360265469295,0,0.010101010101010102,0.2182482708711732,0.9840520026839487
MSSM_RNA_PFC_26,0.06076302943864633,0.7658544268187496,0.01964851278979758,0,0.1537340309528064,0,0,0.545784424243115,0.8592819562157935
MSSM_RNA_PFC_304,0.407913538858394,0.4436630687912504,0,0,0.14842339235035562,0,0,0.37078536077933016,0.9292645809736322
MSSM_RNA_PFC_261,0.07729303357241094,0.7890396692252928,0.02999161466427876,0.0036045720894739165,0.09875416029132544,0.0013169501572182192,0,0.5579652928873751,0.8766623212244178
MSSM_RNA_PFC_262,0.1469018178389707,0.6914516607640738,0.010010973349605086,0,0.1516355480473505,0,0,0.3521453965798626,0.9369699796530084
MSSM_RNA_PFC_264,0.16423533915042218,0.6163891306183078,0.008525380340492272,0.010655418554830702,0.200194731335947,0,0,0.42712173382939694,0.9045004854088574
MSSM_RNA_PFC_265,0.08436236278902502,0.7659467723520361,0.03831948432521881,0.011013273167343539,0.10035810736637645,0,0,0.5033036747953233,0.8941221662457358
MSSM_RNA_PFC_266,0.08927089504239807,0.8101219903307846,0.009935999283380835,0,0.09067111534343646,0,0,0.4462054636152486,0.9136430238361098
MSSM_RNA_PFC_268,0.0683115731374902,0.7871285642077488,0.0019902396085602213,0,0.14256962304620083,0,0,0.6842304073617994,0.8057657598951565
MSSM_RNA_PFC_270,0.4062712600072207,0.4160504526536945,0,0.0463628119468295,0.113532876210853,0.017782599181402327,0,0.24660142954309436,0.970605079890487
MSSM_RNA_PFC_271,0.11465783179396287,0.6354901465376381,0.010449789324843275,0,0.2394022323435557,0,0,0.6097933725851724,0.8001764198129969
MSSM_RNA_PFC_272,0.18658407742477873,0.6231101555587114,0,0.006555872985166218,0.1837498940313437,0,0,0.34843609464331493,0.9392835343458268
MSSM_RNA_PFC_273,0.07740019851396224,0.8645852010552426,0.01797484678299919,0,0.04003975364779592,0,0,0.45913966999116246,0.9198632626548677
MSSM_RNA_PFC_274,0.13013231227572788,0.6652490210534872,0.0032965739652819842,0.015329356677897811,0.17286462962004595,0.01312810640755919,0,0.32666718485817464,0.9474654705211957
MSSM_RNA_PFC_276,0.13797288708836172,0.6474452087062584,0.027958144062374245,0.014344635204815067,0.17227912493819048,0,0,0.3668007467792395,0.930992854382841
MSSM_RNA_PFC_277,0.08931829800627192,0.833180615517702,0.020126925399791763,0,0.057374161076234324,0,0,0.5032734704000633,0.9057849275668365
MSSM_RNA_PFC_279,0.21463762315794094,0.6433753018033069,0,0,0.14198707503875213,0,0,0.4122793797620284,0.9153887739886337
MSSM_RNA_PFC_28,0.0801649611242534,0.8005397630655097,0.016967314906780915,0.01800500687197944,0.08432295403147648,0,0,0.4866906758992772,0.9037011993694921
MSSM_RNA_PFC_280,0.09704956458839022,0.691021367035444,0.021380234710098554,0.0187530246803665,0.1717958089857006,0,0,0.5741277609004234,0.8413384557250085
MSSM_RNA_PFC_281,0.07559528493739966,0.7901244414621209,0.05421643830817271,0.0033519988630226886,0.07671183642928402,0,0,0.6391582161954608,0.8614451082249834
MSSM_RNA_PFC_284,0.12453764808413036,0.7316924591461379,0.04429282024882045,0.01699681526657209,0.07977734762104968,0.0027029096332895635,0,0.4026474039017232,0.9297605151593347
MSSM_RNA_PFC_286,0.0660577826070423,0.8538560421278378,0.023917753834136978,0.0068239691845588335,0.04934445224642405,0,0,0.6311129525073824,0.8727721851215081
MSSM_RNA_PFC_287,0.05465437299299143,0.8623083642845679,0.026345072768564463,0.012447437824496657,0.04424475212937946,0,0,0.6344765017377875,0.8729716888721256
MSSM_RNA_PFC_288,0.10212897829378358,0.708053375656187,0.020869090193468564,0.032670540820282826,0.13512943296325702,0.0011485820730209998,0,0.41582843275925496,0.9149297187350056
MSSM_RNA_PFC_289,0.051597919951255046,0.8677262480645328,0.01291857609352852,0,0.06775725589068368,0,0,0.6093724583570718,0.8706168812636936
MSSM_RNA_PFC_29,0.07288995123652671,0.7591196531570489,0.009133922982435542,0.004965205928190025,0.15389126669579878,0,0,0.5158718333279309,0.8719103658083003
MSSM_RNA_PFC_290,0.09169162025251541,0.860476083302895,0.018395966693322857,0,0.029436329751266716,0,0,0.560314056732136,0.8964087113344422
MSSM_RNA_PFC_291,0.13728885987314446,0.6279285571393984,0.008505392039751222,0.005134814467666572,0.21321087817756412,0.007931498302475111,0,0.4742228439520567,0.8809508332291458
MSSM_RNA_PFC_295,0.05377076201808121,0.8424974291938275,0.013488033845255746,0.0054364872174380964,0.08480728772539742,0,0,0.6419253204121006,0.8542287735162197
MSSM_RNA_PFC_296,0.055785407899053965,0.8448576401064457,0.0070105080538999855,0.010105942225190224,0.08224050171541007,0,0,0.5779425451010227,0.8754554965028366
MSSM_RNA_PFC_297,0.06792926266792543,0.7768518985391302,0.028255382663974087,0.004449501167161102,0.11615848277337991,0.0063554721884293034,0,0.6159134164710657,0.8489117029119245
MSSM_RNA_PFC_298,0.06178372000042176,0.8601933745446372,0.013850061073777304,0,0.06417284438116377,0,0,0.5565872535720053,0.8877626416100284
MSSM_RNA_PFC_3,0.10412796139179198,0.7870008180123041,0.019011698182450607,0.022690371713863646,0.06716915069958965,0,0,0.31655601071034745,0.9535920244843537
MSSM_RNA_PFC_30,0.08770087294742754,0.7957157718517177,0.010286969607023733,0.002558323520730218,0.10373806207310088,0,0,0.4941588856858832,0.8953233001859379
MSSM_RNA_PFC_300,0.07880524750286076,0.706284466511324,0.012477351592123032,0.0130296036594898,0.18940333073420246,0,0,0.5721708834096897,0.8356394590869853
MSSM_RNA_PFC_302,0.09544440648070168,0.7740686932221449,0.024734461797924344,0.005410344130720207,0.09545752048446353,0.004884573884045377,0,0.5549836113647556,0.8796978626009214
MSSM_RNA_PFC_303,0.3184114917029364,0.4982213760953446,0,0.004392025618511994,0.17897510658320687,0,0,0.35824186662512003,0.9345274941175132
MSSM_RNA_PFC_331,0.09989071261931007,0.7510373811464033,0.0193482517357847,0.010895948157303496,0.11882770634119842,0,0,0.5585061178008017,0.8691051958179871
MSSM_RNA_PFC_305,0.09158242830298878,0.6906119333274684,0.010907744972773517,0.005713220281283537,0.2011846731154858,0,0,0.4371230696364061,0.8999413080336143
